        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13]
 1.00e+00,        +3.651120682687e-10,        +3.651120683134e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.543331981573e-12,        +1.792143440396e-02,        +3.188346006177e-14,        +8.732513337358e-05,        +6.543331981573e-12,        +1.792143440396e-02,        +3.188346006177e-14,        +8.732513337358e-05,        +3.415648422698e-12,        +9.355068537982e-03,        +4.000958275833e-14,        +1.095816496649e-04,        +3.526824765919e-10,        +9.659567766805e-01,        +3.650281368129e-10,        +9.997701212649e-01,        +2.470611272456e-12,        +6.766720377586e-03,        +1.203845760195e-14,        +3.297195202986e-05
 2.00e+00,        +3.651120682687e-10,        +3.651120683965e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.331524559755e-13,        +3.646892763828e-04,        +5.355407349640e-12,        +1.466784533626e-02,        +1.331524559755e-13,        +3.646892763828e-04,        +5.355407349640e-12,        +1.466784533626e-02,        +1.657488632543e-13,        +4.539670902696e-04,        +2.737804735570e-12,        +7.498532567258e-03,        +3.647628911159e-10,        +9.990436439023e-01,        +3.549967576789e-10,        +9.722953263036e-01,        +5.027583358976e-14,        +1.376997310118e-04,        +2.022098632341e-12,        +5.538295792910e-03
 3.00e+00,        +3.651120682687e-10,        +3.651120682965e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.331560829074e-13,        +3.646992101324e-04,        +5.355533246871e-12,        +1.466819015832e-02,        +1.331560829074e-13,        +3.646992101324e-04,        +5.355533246871e-12,        +1.466819015832e-02,        +1.657524834914e-13,        +4.539770056832e-04,        +2.737858561182e-12,        +7.498679991478e-03,        +3.647628834664e-10,        +9.990436229515e-01,        +3.549965580829e-10,        +9.722947798993e-01,        +5.027623584048e-14,        +1.377008327303e-04,        +2.022118405537e-12,        +5.538349950938e-03
 4.00e+00,        +3.651120682687e-10,        +3.651120682917e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.514029131275e-12,        +1.236340708397e-02,        +2.329266609722e-12,        +6.379593587854e-03,        +4.514029131275e-12,        +1.236340708397e-02,        +2.329266609722e-12,        +6.379593587854e-03,        +1.947499275084e-12,        +5.333976727525e-03,        +1.562942055633e-12,        +4.280718692607e-03,        +3.580538614610e-10,        +9.806683826116e-01,        +3.594557385006e-10,        +9.845079626715e-01,        +5.966784013081e-13,        +1.634233576933e-03,        +1.764121125712e-12,        +4.831725048056e-03
 5.00e+00,        +3.651120682687e-10,        +3.651120683109e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.514059945774e-12,        +1.236349148134e-02,        +2.329231443377e-12,        +6.379497270941e-03,        +4.514059945774e-12,        +1.236349148134e-02,        +2.329231443377e-12,        +6.379497270941e-03,        +1.947517628600e-12,        +5.334026995697e-03,        +1.562957266354e-12,        +4.280760352798e-03,        +3.580537945883e-10,        +9.806681994549e-01,        +3.594556832175e-10,        +9.845078112054e-01,        +5.966961060162e-13,        +1.634282068094e-03,        +1.764196383743e-12,        +4.831931170898e-03
 6.00e+00,        +3.651120682687e-10,        +3.651120700685e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.560689371589e-12,        +4.274548850137e-03,        +2.497059249038e-14,        +6.839158312594e-05,        +1.560689371589e-12,        +4.274548850137e-03,        +2.497059249038e-14,        +6.839158312594e-05,        +1.050044637465e-12,        +2.875951601503e-03,        +4.000625063272e-14,        +1.095725228290e-04,        +3.613341364978e-10,        +9.896526790012e-01,        +3.650281457989e-10,        +9.997701410703e-01,        +1.167197761852e-12,        +3.196820547146e-03,        +1.894742654118e-14,        +5.189482379375e-05
 7.00e+00,        +3.651120682687e-10,        +3.651120683732e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.214669566097e-14,        +1.702126581454e-04,        +2.382100510834e-14,        +6.524299570398e-05,        +6.214669566097e-14,        +1.702126581454e-04,        +2.382100510834e-14,        +6.524299570398e-05,        +6.388887404517e-14,        +1.749842845462e-04,        +3.807735554028e-14,        +1.042895013302e-04,        +3.649778178361e-10,        +9.996323034918e-01,        +3.650321780380e-10,        +9.997811895522e-01,        +8.214862896272e-15,        +2.249956550389e-05,        +1.799197454746e-14,        +4.927795081555e-05
 8.00e+00,        +3.651120682687e-10,        +3.651120684243e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.215103472677e-14,        +1.702245423480e-04,        +2.382205013189e-14,        +6.524585789426e-05,        +6.215103472677e-14,        +1.702245423480e-04,        +2.382205013189e-14,        +6.524585789426e-05,        +6.389270055175e-14,        +1.749947649080e-04,        +3.807609880648e-14,        +1.042860592661e-04,        +3.649778098319e-10,        +9.996322815693e-01,        +3.650321807576e-10,        +9.997811968609e-01,        +8.214701492313e-15,        +2.249912343699e-05,        +1.798951774795e-14,        +4.927122191712e-05
 9.00e+00,        +3.651120682687e-10,        +3.651120683478e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.470256809572e-15,        +6.765749544478e-06,        +1.660144354436e-13,        +4.546944618810e-04,        +2.470256809572e-15,        +6.765749544478e-06,        +1.660144354436e-13,        +4.546944618810e-04,        +5.542324493228e-15,        +1.517978991905e-05,        +2.044718843146e-13,        +5.600249951744e-04,        +3.651031230878e-10,        +9.999755001774e-01,        +3.646788995206e-10,        +9.988136003581e-01,        +9.325996149379e-16,        +2.554283180395e-06,        +6.268250739346e-14,        +1.716801848734e-04
 1.00e+01,        +3.651120682687e-10,        +3.651120682312e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.470166135557e-15,        +6.765501198769e-06,        +1.660127901030e-13,        +4.546899556273e-04,        +2.470166135557e-15,        +6.765501198769e-06,        +1.660127901030e-13,        +4.546899556273e-04,        +5.542301913971e-15,        +1.517972807706e-05,        +2.044680238152e-13,        +5.600144218890e-04,        +3.651031231696e-10,        +9.999755004015e-01,        +3.646789075347e-10,        +9.988136226266e-01,        +9.326310484241e-16,        +2.554369273102e-06,        +6.267988258556e-14,        +1.716729958810e-04
