        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +1.106489989256e+00,        -4.849988897460e-13,        +1.140713940433e+12,        +7.606393110093e-12,        +9.565391647723e-08
 2.00e+00,        +1.763027694747e+00,        -7.546295034596e-11,        +1.168141244587e+10,        +9.357079667336e-12,        +1.177069470124e-07
 3.00e+00,        +1.763029583891e+00,        -1.204685512401e-11,        +7.317385183697e+10,        +6.208958569469e-12,        +7.810530466139e-08
 4.00e+00,        +1.893333687802e+00,        +1.325247513641e-11,        +7.143321033666e+10,        +6.706049629618e-12,        +8.436520544949e-08
 5.00e+00,        +1.893335527242e+00,        +2.270931648143e-11,        +4.168631690854e+10,        +6.857762714745e-12,        +8.627382631893e-08
 6.00e+00,        +2.022727183468e+00,        +5.245251527470e-10,        +1.928150797798e+09,        +3.147130701102e-11,        +3.959573708106e-07
 7.00e+00,        +2.200501929020e+00,        -1.800114456504e-11,        +6.112116707552e+10,        +1.434576069626e-11,        +1.805145112847e-07
 8.00e+00,        +2.200502839539e+00,        +4.770256309129e-11,        +2.306482814485e+10,        +1.803064521421e-11,        +2.268818768206e-07
 9.00e+00,        +2.363037763320e+00,        -5.692103124304e-11,        +2.075715874885e+10,        +1.670420475117e-11,        +2.102173515393e-07
 1.00e+01,        +2.363058593210e+00,        +5.682140994412e-11,        +2.079373422390e+10,        +2.008195200294e-11,        +2.527252806480e-07
 1.10e+01,        +2.444452681909e+00,        +8.235819437822e-11,        +1.484037320368e+10,        +1.196348466441e-11,        +1.505667442661e-07
 1.20e+01,        +2.444455990783e+00,        -1.802285794620e-10,        +6.781543743174e+09,        +1.285457912014e-11,        +1.617816369220e-07
 1.30e+01,        +2.444528777963e+00,        -2.164331119346e-11,        +5.647307743517e+10,        +1.764186155956e-11,        +2.220321167813e-07
 1.40e+01,        +2.540049661634e+00,        +5.294303125210e-10,        +2.398851748343e+09,        +5.611813243606e-11,        +7.063328363516e-07
 1.50e+01,        +2.569937936626e+00,        +1.286952059460e-10,        +9.984590792383e+09,        +8.815425924726e-12,        +1.109585182535e-07
 1.60e+01,        +2.569944273139e+00,        -5.354355994183e-11,        +2.399863098317e+10,        +1.514667343496e-11,        +1.906490354947e-07
 1.70e+01,        +2.907074571482e+00,        +1.693123326890e-10,        +8.584946309909e+09,        +3.699672059796e-11,        +4.658171736484e-07
 1.80e+01,        +2.907102913032e+00,        +8.420433272977e-11,        +1.726219316031e+10,        +3.355659305577e-11,        +4.225033331375e-07
 1.90e+01,        +2.935822653969e+00,        -7.770976821654e-11,        +1.888966291720e+10,        +1.054684706264e-10,        +1.327966702914e-06
 2.00e+01,        +2.935862809234e+00,        +2.336849610239e-10,        +6.281668269046e+09,        +2.849990650528e-11,        +3.588459010682e-07
 2.10e+01,        +2.975794208957e+00,        -1.837337189530e-10,        +8.098116736313e+09,        +2.493967469106e-11,        +3.140310444139e-07
 2.20e+01,        +2.975856543967e+00,        -4.416072473631e-11,        +3.369347493430e+10,        +1.852955901996e-11,        +2.333172828742e-07
 2.30e+01,        +2.981044805277e+00,        +2.267350229706e-11,        +6.573851640165e+10,        +3.588393387028e-11,        +4.518394347328e-07
 2.40e+01,        +2.981066193879e+00,        -3.043244575849e-12,        +4.897841957129e+11,        +2.199969059535e-11,        +2.770133289190e-07
 2.50e+01,        +3.052715876820e+00,        -1.242150444960e-10,        +1.228802794865e+10,        +7.863783048713e-11,        +9.902553480652e-07
 2.60e+01,        +3.228635884287e+00,        -1.334417057273e-09,        +1.209755176124e+09,        +3.490411245962e-11,        +4.396154840728e-07
 2.70e+01,        +3.228664807222e+00,        +3.306463074533e-10,        +4.882354247489e+09,        +6.966131005729e-11,        +8.773806106431e-07
