        f (GHz),         Re{B_x[1]} (Wb/m²),         Im{B_x[1]} (Wb/m²),         Re{B_y[1]} (Wb/m²),         Im{B_y[1]} (Wb/m²),         Re{B_z[1]} (Wb/m²),         Im{B_z[1]} (Wb/m²),         Re{B_x[2]} (Wb/m²),         Im{B_x[2]} (Wb/m²),         Re{B_y[2]} (Wb/m²),         Im{B_y[2]} (Wb/m²),         Re{B_z[2]} (Wb/m²),         Im{B_z[2]} (Wb/m²),         Re{B_x[3]} (Wb/m²),         Im{B_x[3]} (Wb/m²),         Re{B_y[3]} (Wb/m²),         Im{B_y[3]} (Wb/m²),         Re{B_z[3]} (Wb/m²),         Im{B_z[3]} (Wb/m²),         Re{B_x[4]} (Wb/m²),         Im{B_x[4]} (Wb/m²),         Re{B_y[4]} (Wb/m²),         Im{B_y[4]} (Wb/m²),         Re{B_z[4]} (Wb/m²),         Im{B_z[4]} (Wb/m²)
 2.40000000e+00,        +8.477303478435e-11,        +1.489400508044e-10,        +8.724683098040e-11,        +1.388467750488e-10,        -1.045429531110e-07,        -1.141526084319e-07,        +4.953272394119e-11,        +1.062954913183e-10,        +8.602101808791e-11,        +1.375831896236e-10,        -1.042274571290e-07,        -1.139884056937e-07,        +1.093911356591e-13,        +4.316000579235e-11,        +7.940364478199e-11,        +1.294676865506e-10,        -1.021136875455e-07,        -1.126492047702e-07,        -1.881306682665e-10,        -2.057419806759e-10,        +1.842047786954e-10,        +2.149210995778e-10,        -4.488552095070e-08,        -4.997212077744e-08
 2.40002500e+00,        +8.481307156999e-11,        +1.489938673625e-10,        +8.729494785061e-11,        +1.389074874843e-10,        -1.046165774207e-07,        -1.142299258081e-07,        +4.954763216100e-11,        +1.063203144933e-10,        +8.606741260977e-11,        +1.376421698230e-10,        -1.043005014037e-07,        -1.140652858496e-07,        +9.156141456392e-14,        +4.314590933132e-11,        +7.944669120020e-11,        +1.295232924817e-10,        -1.021845183235e-07,        -1.127244981532e-07,        -1.880513592147e-10,        -2.056519266234e-10,        +1.843090567395e-10,        +2.150352238404e-10,        -4.490632052551e-08,        -4.999399106415e-08
 2.40005000e+00,        +8.485303575790e-11,        +1.490475942380e-10,        +8.734303472899e-11,        +1.389681603577e-10,        -1.046902979633e-07,        -1.143073425224e-07,        +4.956243360209e-11,        +1.063450095253e-10,        +8.611377736065e-11,        +1.377011114851e-10,        -1.043736411953e-07,        -1.141422648927e-07,        +7.358765538511e-14,        +4.313164150019e-11,        +7.948971018445e-11,        +1.295788638420e-10,        -1.022554418117e-07,        -1.127998885823e-07,        -1.879718962348e-10,        -2.055617156040e-10,        +1.844134762221e-10,        +2.151494979230e-10,        -4.492714575664e-08,        -5.001588813243e-08
 2.40007500e+00,        +8.489292738952e-11,        +1.491012314870e-10,        +8.739109169380e-11,        +1.390287937617e-10,        -1.047641149263e-07,        -1.143848587658e-07,        +4.957712824164e-11,        +1.063695763985e-10,        +8.616011241275e-11,        +1.377600146947e-10,        -1.044468766898e-07,        -1.142193430127e-07,        +5.546975259936e-14,        +4.311720218719e-11,        +7.953270179823e-11,        +1.296344007060e-10,        -1.023264581903e-07,        -1.128753762433e-07,        -1.878922790372e-10,        -2.054713473303e-10,        +1.845180373735e-10,        +2.152639220559e-10,        -4.494799669423e-08,        -5.003781203401e-08
 2.40010000e+00,        +8.493274650631e-11,        +1.491547791655e-10,        +8.743911882180e-11,        +1.390893877890e-10,        -1.048380284980e-07,        -1.144624747295e-07,        +4.959171605578e-11,        +1.063940150971e-10,        +8.620641783741e-11,        +1.378188795387e-10,        -1.045202080737e-07,        -1.142965203996e-07,        +3.720760039589e-14,        +4.310259128017e-11,        +7.957566610349e-11,        +1.296899031496e-10,        -1.023975676403e-07,        -1.129509613224e-07,        -1.878125073311e-10,        -2.053808215145e-10,        +1.846227404245e-10,        +2.153784964701e-10,        -4.496887338856e-08,        -5.005976282077e-08
 2.40012500e+00,        +8.497249314920e-11,        +1.492082373288e-10,        +8.748711618985e-11,        +1.391499425315e-10,        -1.049120388670e-07,        -1.145401906052e-07,        +4.960619702048e-11,        +1.064183256033e-10,        +8.625269370668e-11,        +1.378777061022e-10,        -1.045936355342e-07,        -1.143737972441e-07,        +1.880109119445e-14,        +4.308780866488e-11,        +7.961860316399e-11,        +1.297453712469e-10,        -1.024687703428e-07,        -1.130266440062e-07,        -1.877325808249e-10,        -2.052901378675e-10,        +1.847275856067e-10,        +2.154932213974e-10,        -4.498977589004e-08,        -5.008174054474e-08
 2.40015000e+00,        +8.501216735874e-11,        +1.492616060318e-10,        +8.753508387488e-11,        +1.392104580819e-10,        -1.049861462224e-07,        -1.146180065852e-07,        +4.962057111089e-11,        +1.064425079003e-10,        +8.629894009171e-11,        +1.379364944719e-10,        -1.046671592588e-07,        -1.144511737375e-07,        +2.501182761915e-16,        +4.307285422993e-11,        +7.966151304216e-11,        +1.298008050731e-10,        -1.025400664796e-07,        -1.131024244820e-07,        -1.876524992259e-10,        -2.051992961001e-10,        +1.848325731523e-10,        +2.156080970701e-10,        -4.501070424921e-08,        -5.010374525805e-08
 2.40017500e+00,        +8.505176917511e-11,        +1.493148853289e-10,        +8.758302195379e-11,        +1.392709345318e-10,        -1.050603507540e-07,        -1.146959228622e-07,        +4.963483830197e-11,        +1.064665619696e-10,        +8.634515706365e-11,        +1.379952447323e-10,        -1.047407794355e-07,        -1.145286500713e-07,        -1.844542823786e-14,        +4.305772785798e-11,        +7.970439579986e-11,        +1.298562047025e-10,        -1.026114562328e-07,        -1.131783029374e-07,        -1.875722622415e-10,        -2.051082959215e-10,        +1.849377032943e-10,        +2.157231237216e-10,        -4.503165851675e-08,        -5.012577701298e-08
 2.40020000e+00,        +8.509129863827e-11,        +1.493680752742e-10,        +8.763093050297e-11,        +1.393313719728e-10,        -1.051346526518e-07,        -1.147739396296e-07,        +4.964899856775e-11,        +1.064904877924e-10,        +8.639134469375e-11,        +1.380539569692e-10,        -1.048144962530e-07,        -1.146062264377e-07,        -3.728565691866e-14,        +4.304242943549e-11,        +7.974725149987e-11,        +1.299115702093e-10,        -1.026829397852e-07,        -1.132542795605e-07,        -1.874918695775e-10,        -2.050171370408e-10,        +1.850429762663e-10,        +2.158383015858e-10,        -4.505263874343e-08,        -5.014783586195e-08
 2.40022500e+00,        +8.513075578769e-11,        +1.494211759211e-10,        +8.767880959872e-11,        +1.393917704967e-10,        -1.052090521065e-07,        -1.148520570809e-07,        +4.966305188207e-11,        +1.065142853493e-10,        +8.643750305303e-11,        +1.381126312675e-10,        -1.048883099003e-07,        -1.146839030292e-07,        -5.627067820805e-14,        +4.302695884446e-11,        +7.979008020421e-11,        +1.299669016680e-10,        -1.027545173199e-07,        -1.133303545400e-07,        -1.874113209393e-10,        -2.049258191660e-10,        +1.851483923028e-10,        +2.159536308972e-10,        -4.507364498022e-08,        -5.016992185749e-08
 2.40025000e+00,        +8.517014066246e-11,        +1.494741873228e-10,        +8.772665931751e-11,        +1.394521301949e-10,        -1.052835493092e-07,        -1.149302754105e-07,        +4.967699821780e-11,        +1.065379546199e-10,        +8.648363221224e-11,        +1.381712677120e-10,        -1.049622205669e-07,        -1.147616800391e-07,        -7.540060192056e-14,        +4.301131596915e-11,        +7.983288197531e-11,        +1.300221991525e-10,        -1.028261890205e-07,        -1.134065280650e-07,        -1.873306160309e-10,        -2.048343420042e-10,        +1.852539516386e-10,        +2.160691118912e-10,        -4.509467727816e-08,        -5.019203505228e-08
 2.40027500e+00,        +8.520945330140e-11,        +1.495271095322e-10,        +8.777447973533e-11,        +1.395124511583e-10,        -1.053581444515e-07,        -1.150085948131e-07,        +4.969083754762e-11,        +1.065614955839e-10,        +8.652973224205e-11,        +1.382298663876e-10,        -1.050362284428e-07,        -1.148395576610e-07,        -9.467554046335e-14,        +4.299550068996e-11,        +7.987565687427e-11,        +1.300774627375e-10,        -1.028979550711e-07,        -1.134828003251e-07,        -1.872497545566e-10,        -2.047427052620e-10,        +1.853596545096e-10,        +2.161847448041e-10,        -4.511573568845e-08,        -5.021417549914e-08
 2.40030000e+00,        +8.524869374285e-11,        +1.495799426012e-10,        +8.782227092827e-11,        +1.395727334779e-10,        -1.054328377257e-07,        -1.150870154840e-07,        +4.970456984373e-11,        +1.065849082194e-10,        +8.657580321301e-11,        +1.382884273787e-10,        -1.051103337186e-07,        -1.149175360889e-07,        -1.140956054153e-13,        +4.297951288882e-11,        +7.991840496351e-11,        +1.301326924954e-10,        -1.029698156564e-07,        -1.135591715104e-07,        -1.871687362186e-10,        -2.046509086446e-10,        +1.854655011521e-10,        +2.163005298725e-10,        -4.513682026243e-08,        -5.023634325100e-08
