        f (GHz),           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m)
 2.40000000e+00,        -9.356997267581e-01,        +8.958258812350e-01,        -5.338751142114e-01,        +4.388098415401e-01,        -2.911040116846e-03,        +4.668500284289e-04,        -1.165179913673e+00,        +9.275639295490e-01,        -2.362408812885e+00,        +2.258445317383e+00,        -7.893690468694e-03,        +3.874715244257e-03,        -1.374248074506e+00,        +1.118247299836e+00,        -5.821433743403e+00,        +5.437662089621e+00,        -1.828392404293e-02,        +1.122126580487e-02,        -1.151487569882e-01,        +9.716606968572e-02,        -1.760146132543e+01,        +1.594594768195e+01,        -4.208270235619e-02,        +3.622032527147e-02
 2.40002500e+00,        -9.359309152719e-01,        +8.960719046395e-01,        -5.347145765580e-01,        +4.395740165396e-01,        -2.914001782065e-03,        +4.689952886395e-04,        -1.165419996313e+00,        +9.277861155290e-01,        -2.364575712125e+00,        +2.260503083342e+00,        -7.898118225544e-03,        +3.878089925195e-03,        -1.374453352383e+00,        +1.118446457930e+00,        -5.826050110477e+00,        +5.442031979493e+00,        -1.829140927432e-02,        +1.122725502349e-02,        -1.142901888573e-01,        +9.640262327385e-02,        -1.761484065663e+01,        +1.595847030714e+01,        -4.213513463468e-02,        +3.626835101094e-02
 2.40005000e+00,        -9.361618624730e-01,        +8.963177208909e-01,        -5.355558684841e-01,        +4.403399277830e-01,        -2.916960328602e-03,        +4.711389006557e-04,        -1.165659833378e+00,        +9.280081063018e-01,        -2.366746177602e+00,        +2.262564248729e+00,        -7.902541970212e-03,        +3.881462300285e-03,        -1.374658398314e+00,        +1.118645431019e+00,        -5.830673198511e+00,        +5.446408284222e+00,        -1.829888961746e-02,        +1.123324136166e-02,        -1.134314628235e-01,        +9.563901013699e-02,        -1.762823774047e+01,        +1.597100984547e+01,        -4.218762027546e-02,        +3.631642822768e-02
 2.40007500e+00,        -9.363925687985e-01,        +8.965633303499e-01,        -5.363989922639e-01,        +4.411075776021e-01,        -2.919915771177e-03,        +4.732808751611e-04,        -1.165899425331e+00,        +9.282299022452e-01,        -2.368920214884e+00,        +2.264628819116e+00,        -7.906961719763e-03,        +3.884832382143e-03,        -1.374863212735e+00,        +1.118844219462e+00,        -5.835303019121e+00,        +5.450791015262e+00,        -1.830636509440e-02,        +1.123922483627e-02,        -1.125725788939e-01,        +9.487523024868e-02,        -1.764165261033e+01,        +1.598356632933e+01,        -4.224015939888e-02,        +3.636455703732e-02
 2.40010000e+00,        -9.366230346845e-01,        +8.968087333767e-01,        -5.372439501806e-01,        +4.418769683367e-01,        -2.922868124482e-03,        +4.754212228483e-04,        -1.166138772633e+00,        +9.284515037363e-01,        -2.371097829555e+00,        +2.266696800091e+00,        -7.911377491231e-03,        +3.888200183388e-03,        -1.375067796086e+00,        +1.119042823616e+00,        -5.839939583958e+00,        +5.455180184101e+00,        -1.831383572714e-02,        +1.124520546425e-02,        -1.117135370756e-01,        +9.411128358243e-02,        -1.765508529963e+01,        +1.599613979118e+01,        -4.229275212558e-02,        +3.641273755577e-02
 2.40012500e+00,        -9.368532605658e-01,        +8.970539303306e-01,        -5.380907445265e-01,        +4.426481023351e-01,        -2.925817403170e-03,        +4.775599543845e-04,        -1.166377875745e+00,        +9.286729111511e-01,        -2.373279027216e+00,        +2.268768197262e+00,        -7.915789301601e-03,        +3.891565716615e-03,        -1.375272148802e+00,        +1.119241243840e+00,        -5.844582904705e+00,        +5.459575802259e+00,        -1.832130153762e-02,        +1.125118326248e-02,        -1.108543373752e-01,        +9.334717011171e-02,        -1.766853584193e+01,        +1.600873026359e+01,        -4.234539857645e-02,        +3.646096989920e-02
 2.40015000e+00,        -9.370832468766e-01,        +8.972989215700e-01,        -5.389393776024e-01,        +4.434209819546e-01,        -2.928763621903e-03,        +4.796970804357e-04,        -1.166616735125e+00,        +9.288941248647e-01,        -2.375463813486e+00,        +2.270843016250e+00,        -7.920197167872e-03,        +3.894928994411e-03,        -1.375476271318e+00,        +1.119439480491e+00,        -5.849232993077e+00,        +5.463977881288e+00,        -1.832876254783e-02,        +1.125715824784e-02,        -1.099949797993e-01,        +9.258288980978e-02,        -1.768200427083e+01,        +1.602133777920e+01,        -4.239809887266e-02,        +3.650925418404e-02
 2.40017500e+00,        -9.373129940494e-01,        +8.975437074524e-01,        -5.397898517186e-01,        +4.441956095608e-01,        -2.931706795296e-03,        +4.818326116611e-04,        -1.166855351233e+00,        +9.291151452517e-01,        -2.377652194001e+00,        +2.272921262698e+00,        -7.924601106980e-03,        +3.898290029354e-03,        -1.375680164069e+00,        +1.119637533924e+00,        -5.853889860826e+00,        +5.468386432774e+00,        -1.833621877964e-02,        +1.126313043719e-02,        -1.091354643546e-01,        +9.181844264994e-02,        -1.769549062006e+01,        +1.603396237074e+01,        -4.245085313565e-02,        +3.655759052702e-02
 2.40020000e+00,        -9.375425025160e-01,        +8.977882883348e-01,        -5.406421691940e-01,        +4.449719875277e-01,        -2.934646937950e-03,        +4.839665586982e-04,        -1.167093724526e+00,        +9.293359726855e-01,        -2.379844174417e+00,        +2.275002942261e+00,        -7.929001135851e-03,        +3.901648833998e-03,        -1.375883827488e+00,        +1.119835404496e+00,        -5.858553519733e+00,        +5.472801468333e+00,        -1.834367025495e-02,        +1.126909984736e-02,        -1.082757910474e-01,        +9.105382860532e-02,        -1.770899492341e+01,        +1.604660407104e+01,        -4.250366148712e-02,        +3.660597904508e-02
 2.40022500e+00,        -9.377717727072e-01,        +8.980326645731e-01,        -5.414963323563e-01,        +4.457501182384e-01,        -2.937584064450e-03,        +4.860989321883e-04,        -1.167331855458e+00,        +9.295566075388e-01,        -2.382039760406e+00,        +2.277088060616e+00,        -7.933397271389e-03,        +3.905005420896e-03,        -1.376087262006e+00,        +1.120033092560e+00,        -5.863223981616e+00,        +5.477222999617e+00,        -1.835111699560e-02,        +1.127506649519e-02,        -1.074159598840e-01,        +9.028904764910e-02,        -1.772251721477e+01,        +1.605926291299e+01,        -4.255652404907e-02,        +3.665441985551e-02
