        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +1.303857081970e+00,        +3.077111639233e-05,        +2.118637922832e+04,        +7.017174657526e-13,        +5.718616538608e-09
 2.00e+00,        +1.638148749569e+00,        +3.423433023518e-05,        +2.392552649158e+04,        +2.533935880541e-13,        +2.065629743031e-09
 3.00e+00,        +1.638158301310e+00,        +3.423663628954e-05,        +2.392405445170e+04,        +9.927631760524e-14,        +8.092869197052e-10
 4.00e+00,        +1.840305212593e+00,        +5.237882404960e-05,        +1.756726355288e+04,        +3.394717237951e-14,        +2.767910729858e-10
 5.00e+00,        +2.077656658958e+00,        +3.892594998896e-05,        +2.668729549198e+04,        +3.435098457632e-13,        +2.801617174255e-09
 6.00e+00,        +2.077751528953e+00,        +3.894167709110e-05,        +2.667773558464e+04,        +7.818476826334e-14,        +6.376638635796e-10
 7.00e+00,        +2.104784162652e+00,        +4.335409068832e-05,        +2.427434331665e+04,        +4.580895028252e-15,        +3.736239588489e-11
 8.00e+00,        +2.104833825789e+00,        +4.335790960805e-05,        +2.427277796904e+04,        +3.455221878368e-13,        +2.818125606169e-09
 9.00e+00,        +2.450114748536e+00,        +6.047143159533e-05,        +2.025844836682e+04,        +5.427558308614e-13,        +4.428877570662e-09
 1.00e+01,        +2.450150449532e+00,        +6.048652781578e-05,        +2.025368738094e+04,        +4.394751666751e-13,        +3.586109443581e-09
 1.10e+01,        +2.450856078287e+00,        +2.761025809655e-05,        +4.438307077522e+04,        +2.107658412220e-13,        +1.719847250442e-09
 1.20e+01,        +2.622864954006e+00,        +5.390878824403e-05,        +2.432687730511e+04,        +8.446763392363e-13,        +6.894353813132e-09
