        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +2.489638117682e+04,        +9.797200695402e-05
 2.00e+00,        +2.703532540326e+10,        -9.613522333255e-11
 3.00e+00,        +1.492923036508e+07,        -1.744941366309e-07
 4.00e+00,        +3.693681468754e+03,        -7.054966156641e-04
 5.00e+00,        +1.140531967953e+08,        -2.368792046906e-08
 6.00e+00,        +3.600082285558e+07,        -7.504742749403e-08
 7.00e+00,        +2.682157313466e+10,        -1.043768792767e-10
 8.00e+00,        +1.815312271706e+09,        +1.586929682401e-09
