        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +5.200857514777e-04,        +2.060679095253e-03
 2.00e+00,        -5.157011985917e-06,        -1.111862562002e-05
 3.00e+00,        +3.518974532584e-04,        +1.435171900256e-04
 4.00e+00,        +1.649342726927e-03,        +5.884679951720e-03
 5.00e+00,        -2.422930442858e-05,        -5.429514777686e-05
 6.00e+00,        -2.144614385584e-05,        -4.797663810892e-05
 7.00e+00,        +2.723803975698e-06,        +5.373797050362e-06
 8.00e+00,        -9.227694802109e-07,        -1.652617013292e-06
