        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +4.468253395599e+04,        +5.458436908812e-05
 2.00e+00,        +1.431142435840e+09,        -1.815318162907e-09
 3.00e+00,        +1.492201954122e+06,        +1.745353605220e-06
 4.00e+00,        +5.770961561229e+03,        +4.513538778254e-04
 5.00e+00,        +6.323594710793e+07,        -4.271900929509e-08
 6.00e+00,        +8.094961350800e+07,        -3.337372747538e-08
 7.00e+00,        +6.381419295042e+09,        +4.386290499547e-10
 8.00e+00,        +6.653296697017e+10,        -4.329452487674e-11
