        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +6.682038100260e+04,        +3.650404358555e-05
 2.00e+00,        +3.482081646469e+08,        -7.463937872087e-09
 3.00e+00,        +4.805847994478e+06,        +5.421763711215e-07
 4.00e+00,        +1.058512673082e+04,        +2.462222097406e-04
 5.00e+00,        +1.490221721100e+08,        -1.812858510698e-08
 6.00e+00,        +1.496310474285e+08,        -1.805527359578e-08
 7.00e+00,        +2.134540613562e+10,        -1.283454705866e-10
 8.00e+00,        +8.136169933308e+09,        -3.440650724303e-10
