        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +1.103860231943e-03,        +1.342468961892e-03
 2.00e+00,        -1.900742463861e-05,        -1.601133672843e-05
 3.00e+00,        +1.966389510549e-04,        +7.873071421913e-05
 4.00e+00,        +2.839041500847e-03,        +3.509255043579e-03
 5.00e+00,        -3.003582848908e-05,        -2.445403266991e-05
 6.00e+00,        -2.994130604599e-05,        -2.444590620013e-05
 7.00e+00,        -2.563565662032e-06,        -2.012160936046e-06
 8.00e+00,        -4.305540242225e-06,        -3.151809519507e-06
