        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        +5.519301159716e-02,        +6.712344809461e-02
 2.00e+00,        -9.503712319305e-04,        -8.005668364214e-04
 3.00e+00,        +9.831947552746e-03,        +3.936535710956e-03
 4.00e+00,        +1.419520750424e-01,        +1.754627521789e-01
 5.00e+00,        -1.501791424454e-03,        -1.222701633495e-03
 6.00e+00,        -1.497065302300e-03,        -1.222295310006e-03
 7.00e+00,        -1.281782831016e-04,        -1.006080468023e-04
 8.00e+00,        -2.152770121113e-04,        -1.575904759754e-04
