        m,         Re{B_x[1]} (Wb/m²),         Im{B_x[1]} (Wb/m²),         Re{B_y[1]} (Wb/m²),         Im{B_y[1]} (Wb/m²),         Re{B_z[1]} (Wb/m²),         Im{B_z[1]} (Wb/m²),         Re{B_x[2]} (Wb/m²),         Im{B_x[2]} (Wb/m²),         Re{B_y[2]} (Wb/m²),         Im{B_y[2]} (Wb/m²),         Re{B_z[2]} (Wb/m²),         Im{B_z[2]} (Wb/m²),         Re{B_x[3]} (Wb/m²),         Im{B_x[3]} (Wb/m²),         Re{B_y[3]} (Wb/m²),         Im{B_y[3]} (Wb/m²),         Re{B_z[3]} (Wb/m²),         Im{B_z[3]} (Wb/m²),         Re{B_x[4]} (Wb/m²),         Im{B_x[4]} (Wb/m²),         Re{B_y[4]} (Wb/m²),         Im{B_y[4]} (Wb/m²),         Re{B_z[4]} (Wb/m²),         Im{B_z[4]} (Wb/m²),         Re{B_x[5]} (Wb/m²),         Im{B_x[5]} (Wb/m²),         Re{B_y[5]} (Wb/m²),         Im{B_y[5]} (Wb/m²),         Re{B_z[5]} (Wb/m²),         Im{B_z[5]} (Wb/m²),         Re{B_x[6]} (Wb/m²),         Im{B_x[6]} (Wb/m²),         Re{B_y[6]} (Wb/m²),         Im{B_y[6]} (Wb/m²),         Re{B_z[6]} (Wb/m²),         Im{B_z[6]} (Wb/m²),         Re{B_x[7]} (Wb/m²),         Im{B_x[7]} (Wb/m²),         Re{B_y[7]} (Wb/m²),         Im{B_y[7]} (Wb/m²),         Re{B_z[7]} (Wb/m²),         Im{B_z[7]} (Wb/m²)
 1.00e+00,        -1.591829930786e-09,        +2.375595951005e-10,        -1.506349795667e-09,        +3.527986339738e-10,        -1.403288060425e-09,        +3.641102301531e-09,        -1.525621776779e-09,        +2.300127688190e-10,        -3.940689668204e-09,        -2.278919697286e-09,        +1.251457902666e-08,        -2.423398995148e-09,        -1.784810343549e-09,        -1.258073462996e-09,        -2.352910695077e-09,        -7.317198078848e-09,        +2.652551117164e-08,        +3.247979441144e-09,        -9.289762228844e-10,        -2.842450975110e-09,        +3.651859769261e-09,        -1.459867499365e-08,        +3.836854247676e-08,        +2.662008728403e-08,        +5.736378076506e-10,        -2.447769197998e-09,        +1.457781837035e-08,        -1.728765188623e-08,        +3.779333541567e-08,        +7.027630323867e-08,        +4.818837053411e-09,        -3.201469253040e-09,        +1.361856784123e-08,        -1.423903027710e-08,        +2.164783651995e-08,        +6.236682404688e-08,        +3.619603332847e-09,        +2.779980741014e-09,        +3.521249032625e-09,        +8.521020019848e-10,        +2.148313936996e-09,        +1.929945073221e-08
 2.00e+00,        -1.424266323861e-10,        -3.927637543228e-10,        +4.254114413920e-10,        +4.706972527450e-10,        +1.149221161677e-07,        -1.600360061625e-07,        +1.877696054144e-09,        +3.062588188356e-09,        -5.867142674687e-09,        -4.916554468204e-09,        +2.448260252871e-07,        -7.482725117100e-08,        +4.209942552877e-10,        -2.222233660627e-09,        +1.436242183938e-09,        +1.737640826002e-09,        +4.046720643543e-07,        +2.018997431089e-07,        -3.223076202334e-09,        +4.782253326845e-09,        -3.284401512996e-09,        +7.350958879475e-09,        +4.142426188480e-07,        +6.903633654311e-07,        -8.659548858790e-09,        +5.564691784186e-09,        -1.095979964765e-09,        +9.427324071466e-10,        +2.615228658054e-08,        +1.406812150441e-06,        -3.121021356258e-10,        +4.923246458105e-09,        -1.674641104439e-11,        +2.788148481750e-11,        -9.332768306016e-08,        +1.447173118552e-06,        -1.574534847159e-09,        +5.982858094511e-09,        +1.189574919605e-10,        -1.526327605605e-09,        -4.056263285809e-08,        +5.072253889399e-07
 3.00e+00,        -6.810802221788e-12,        +1.224032818486e-11,        -4.907277796518e-11,        +5.459637832054e-11,        +4.890331546305e-11,        -1.841089095022e-11,        -1.035778986634e-11,        +1.152131325324e-11,        -1.629161109977e-10,        +1.816137994941e-11,        +3.039589548744e-10,        +8.146689027453e-11,        -1.502074266733e-11,        +1.516398569036e-14,        -3.052295355399e-10,        -1.757266343900e-10,        +7.932577321549e-10,        +6.425774314016e-10,        -2.297315913354e-11,        -1.597301427953e-11,        -3.330423243782e-10,        -5.973476568492e-10,        +1.155141413991e-09,        +2.097046608660e-09,        -4.166698546913e-11,        -1.904658388915e-11,        -1.269234226622e-11,        -1.178814558012e-09,        +6.280964581181e-10,        +4.806093178819e-09,        -1.080359483178e-11,        -3.893445775658e-11,        +2.119398560798e-11,        -9.790464015851e-10,        +7.319169796545e-11,        +8.471897600395e-09,        -2.035546703613e-12,        -1.982661417065e-09,        -3.641262475135e-12,        -2.021543413023e-09,        -7.666027545250e-12,        +3.946350471231e-07
 4.00e+00,        -1.966451646211e-11,        +3.714475618135e-11,        -2.931090887593e-11,        +3.613342991217e-12,        +1.547697030380e-11,        +5.024226745623e-11,        -9.674278995796e-12,        +2.745196426495e-11,        -1.614962974696e-10,        +5.143011916144e-12,        -1.279576534497e-10,        +1.242839005192e-11,        -3.432382038262e-11,        +2.401747446432e-11,        -2.883039561480e-10,        -1.414631524449e-10,        -1.255039707196e-10,        -4.710229495997e-11,        -5.578538117102e-11,        +1.858200300946e-11,        -3.363854498169e-10,        -4.485044532350e-10,        -8.953910007279e-11,        -2.593846458801e-10,        -5.581532376929e-11,        -8.253738153587e-11,        -6.640505515537e-11,        -1.051906527538e-09,        -6.526344800683e-11,        -2.819475097176e-10,        -4.023113562219e-11,        -1.559918561161e-10,        -1.451260074216e-11,        -7.262748292911e-10,        +4.414878618848e-12,        -2.889090685284e-10,        -8.524062226175e-12,        -2.454634066033e-10,        +3.029669731394e-13,        -1.344306874925e-10,        -8.416080036991e-13,        +2.221213130365e-08
