        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +1.044786884327e+05,        +2.334676211579e-05
 2.00e+00,        +2.370714860883e+09,        -1.095892296921e-09
 3.00e+00,        +2.288027149852e+07,        +1.138435034231e-07
 4.00e+00,        +1.654099119106e+04,        +1.575511383747e-04
 5.00e+00,        +1.322980205771e+08,        -2.041852580444e-08
 6.00e+00,        +1.312689772076e+09,        -2.058126543934e-09
 7.00e+00,        +1.268166478918e+12,        -2.160362648990e-12
 8.00e+00,        +4.944394124985e+11,        +5.661273115799e-12
