        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        +4.664828612089e-02,        +5.151535637072e-02
 2.00e+00,        -3.430784894331e-04,        -3.301687810852e-04
 3.00e+00,        +3.873731456450e-03,        +2.923309923598e-03
 4.00e+00,        +1.089313460847e-01,        +1.439707510043e-01
 5.00e+00,        -1.471219810689e-03,        -1.435138936408e-03
 6.00e+00,        -4.664064789223e-04,        -4.563363293928e-04
 7.00e+00,        -1.489813330796e-05,        -1.499912371912e-05
 8.00e+00,        +2.551268113004e-05,        +2.280980075126e-05
