        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +5.898303757608e+05,        +4.135493910898e-06
 2.00e+00,        +5.857658227446e+12,        +4.436739834581e-13
 3.00e+00,        +5.725665793340e+08,        +4.550545234471e-09
 4.00e+00,        +9.855839831739e+04,        -2.644533606964e-05
 5.00e+00,        +8.762948079154e+08,        -3.082939442744e-09
 6.00e+00,        +4.763977865171e+11,        +5.750310566109e-12
 7.00e+00,        +9.642053683004e+10,        +2.903443769175e-11
 8.00e+00,        +2.056230533346e+11,        +1.400909754151e-11
