        m,           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m),           Re{E_x[5]} (V/m),           Im{E_x[5]} (V/m),           Re{E_y[5]} (V/m),           Im{E_y[5]} (V/m),           Re{E_z[5]} (V/m),           Im{E_z[5]} (V/m),           Re{E_x[6]} (V/m),           Im{E_x[6]} (V/m),           Re{E_y[6]} (V/m),           Im{E_y[6]} (V/m),           Re{E_z[6]} (V/m),           Im{E_z[6]} (V/m)
 1.00e+00,        +7.922236869064e-02,        +1.292335400779e-05,        -6.628849049666e-02,        -5.263256083025e-06,        -2.045460561077e+02,        -1.075933697497e-03,        -3.946665273552e-01,        +1.155920751429e-05,        +5.617988314842e-01,        -7.202167214077e-06,        -2.052199315132e+02,        -1.062743648715e-03,        +1.894209689697e-01,        -9.673167873074e-06,        +5.190163761789e-02,        -1.273413645413e-05,        -2.045057876673e+02,        -1.090211036901e-03,        -2.932886525317e-02,        -9.205459106444e-06,        +2.255346085559e-02,        +1.651125264276e-06,        -2.698261128009e+02,        -3.653217609090e-03,        +1.639693109804e-01,        +7.637032908954e-07,        +7.049315721591e-02,        -5.215565667108e-06,        -2.697631614304e+02,        -3.657797897856e-03,        +8.040781115540e-02,        +2.000822756295e-06,        -4.125951635200e-02,        -1.969999225442e-06,        -2.696926667458e+02,        -3.656458813150e-03
 2.00e+00,        -5.757042454952e+01,        -6.481321772603e-03,        -2.224018531414e+02,        -2.231804618618e-02,        +7.252127238735e-02,        +1.661175042204e-05,        -8.177599639793e+01,        -9.389030330613e-03,        -2.506298472578e+02,        -2.576657823252e-02,        -6.750307944799e-01,        -6.640602282661e-05,        -5.630721662090e+01,        -6.216457949973e-03,        -2.780890874317e+02,        -2.896574589885e-02,        -4.476417042324e-01,        -6.253752615282e-05,        -6.203202711542e+01,        -7.423347953882e-03,        -2.838960258406e+02,        -3.136990499914e-02,        +1.485622588241e-01,        +1.910858550585e-05,        -6.852884009530e+01,        -8.209317599237e-03,        -2.921831117309e+02,        -3.237790023975e-02,        -8.166163026306e-01,        -9.782139421383e-05,        -6.154976769453e+01,        -7.331811804805e-03,        -2.999498853681e+02,        -3.332623690877e-02,        +1.339014540393e-01,        +2.330586502727e-05
 3.00e+00,        -2.778409173858e+02,        +3.235612011578e-02,        +4.637580772235e+01,        -5.162499147038e-03,        +7.243151568230e-01,        -6.353195453398e-05,        -2.526569614394e+02,        +2.988002445046e-02,        +2.432491162809e+01,        -2.953051562226e-03,        -8.153385611422e-01,        +8.891898961844e-05,        -2.221372762078e+02,        +2.678844257723e-02,        +4.681393250088e+01,        -5.136886080735e-03,        -5.990970683749e-01,        +7.849803531705e-05,        -2.999987520002e+02,        +3.285425822873e-02,        +5.880604546989e+01,        -5.974098501041e-03,        -3.685265555540e-01,        +3.261567909302e-05,        -2.915195557001e+02,        +3.202182520458e-02,        +5.204688616292e+01,        -5.308883268376e-03,        -4.237289320080e-02,        +1.639665779429e-05,        -2.837880571545e+02,        +3.127954008257e-02,        +5.898325111549e+01,        -5.972413172118e-03,        +2.863348554448e-01,        -2.422079691312e-05
 4.00e+00,        -1.430754033750e+02,        -5.530341888450e-03,        +4.227238461012e-02,        +8.063609316029e-06,        -4.248345762939e-01,        -2.817269018263e-05,        -1.095630660711e+02,        -4.273680680483e-03,        -9.498335193090e+01,        -3.781034529662e-03,        +8.360405767585e-01,        +4.668497880634e-05,        -2.347071430540e+01,        -8.585155664312e-04,        -1.401495666604e+02,        -5.387225167541e-03,        +4.221482319920e-01,        +3.372572695794e-05,        -8.482767550892e+01,        -3.801649525562e-03,        +1.907352277572e-01,        +1.700839537895e-05,        +3.327715631238e-02,        -1.724956279050e-06,        -6.555847663692e+01,        -2.961613640959e-03,        -5.440442848699e+01,        -2.432692225139e-03,        +6.235671776436e-01,        +4.614676868044e-05,        -1.476757967316e+01,        -6.630562496521e-04,        -8.353159045206e+01,        -3.741862630569e-03,        +1.141609656915e-01,        +9.463385981625e-06
 5.00e+00,        +1.689806622008e-01,        +6.729185947085e-05,        -8.462067092399e-02,        -4.098582503263e-05,        -1.526984923899e+02,        +2.554850990374e-02,        -9.006707402021e-01,        +5.582333565971e-04,        -9.628092666466e-01,        -3.098414471592e-04,        +5.622274368330e+01,        +4.441240909689e-02,        +1.261555499593e-01,        -9.619840769338e-05,        +4.182569166816e-01,        -4.249574529616e-05,        +2.388373286959e+02,        +4.185117717956e-02,        -1.695953324986e-02,        +4.180544895376e-06,        +6.588942157932e-02,        +2.312380903018e-06,        -1.130285539751e+02,        +1.799996024643e-02,        +3.180635280727e-01,        -2.629008023309e-05,        -4.432156309720e-01,        -4.526918939865e-05,        +4.172662244443e+01,        +3.282702843497e-02,        -1.503941187553e-01,        -2.231493079733e-06,        -7.533330628834e-02,        -2.389681251883e-05,        +1.773755790447e+02,        +3.219629001826e-02
 6.00e+00,        -1.362544587664e-01,        -1.469643934822e-05,        +3.386729300790e-01,        +6.342940531937e-05,        -2.704385901592e+02,        -4.938430250174e-02,        -4.551458998062e+00,        -8.345893702636e-04,        +1.899470930595e+00,        +4.158276984966e-04,        -3.101026065270e+02,        -6.502106389790e-02,        +1.042625081513e+00,        +2.108424302941e-04,        +5.673556475436e-01,        +7.892553943798e-05,        -1.992521491317e+02,        -4.924085999404e-02,        -4.561185484688e-02,        -2.357789652529e-05,        +2.367121734582e-02,        +1.558873629783e-05,        -2.001314658285e+02,        -3.814619718082e-02,        +4.288606019375e-01,        +7.911875783302e-05,        +1.327003407304e-01,        +3.864581015976e-05,        -2.264386766156e+02,        -4.935108418692e-02,        -9.601223341806e-03,        +1.267574718000e-05,        +1.005049178709e-01,        +2.212837350900e-05,        -1.459089988229e+02,        -3.729016236008e-02
 7.00e+00,        +2.211090382546e+02,        +2.186458465003e-02,        -9.950344096825e+01,        -9.348736453784e-03,        -6.750190772038e-01,        -9.258484623568e-05,        +6.508322369993e+01,        +5.696929848709e-03,        -2.080018055953e+02,        -2.008264855276e-02,        +1.162228803431e+00,        +1.556094597242e-04,        -7.521128316447e+01,        -7.260386019422e-03,        -2.403320665881e+02,        -2.378531835962e-02,        -4.534223006144e-01,        -7.261152504102e-05,        +1.330062697455e+02,        +1.431100829669e-02,        -6.985707466677e+01,        -7.487675990217e-03,        +1.664259259348e-01,        +1.037966502990e-05,        +5.052147729075e+01,        +5.332896230950e-03,        -1.362658749897e+02,        -1.457634466940e-02,        -7.711203892898e-01,        -1.097888232768e-04,        -4.845007224319e+01,        -5.244348538049e-03,        -1.436475779754e+02,        -1.545969136992e-02,        -3.063914117388e-02,        -1.903339573188e-05
 8.00e+00,        +1.226647178325e+02,        -3.343388073387e-03,        +1.828498351494e+02,        -4.413268378674e-03,        -2.289671478895e-01,        +1.946933790211e-05,        +2.304341032495e+02,        -5.320955156727e-03,        +1.020837413223e+02,        -1.079640059313e-03,        +1.007286382323e+00,        -3.288311011565e-05,        +1.972544671727e+02,        -4.936920736902e-03,        -7.135257410822e+01,        +2.604103624725e-03,        -1.833033328012e-02,        -4.984917889273e-05,        +7.379714609352e+01,        -1.350657551781e-03,        +1.261684503753e+02,        -1.479733154246e-03,        -3.039039495342e-01,        +1.254876518515e-05,        +1.404680279721e+02,        -1.932731666895e-03,        +5.636961097257e+01,        -2.202596413211e-04,        +2.481998793030e-01,        -2.306256064545e-06,        +1.366322183193e+02,        -1.701525083432e-03,        -4.790891442806e+01,        +1.107034463468e-03,        -8.546516438204e-02,        -2.605572365876e-06
 9.00e+00,        -2.444989921958e-01,        +4.864234071840e-03,        +1.518006798540e+02,        -8.953609364314e-02,        -3.798212356510e-02,        -9.008639978495e-04,        -8.435202433463e+01,        -6.247581247488e-02,        +1.021419577420e+02,        +3.378491692851e-02,        -4.214827296292e-01,        +2.880257864546e-03,        -6.831852604225e+01,        -8.089861564237e-01,        +1.288696938598e+01,        +1.157181295854e-01,        +9.253169319927e-01,        -1.728201456183e-02,        -2.939015545293e+01,        +5.355494506254e-01,        +1.940496134614e+02,        -1.142968201539e+00,        +2.648191955606e-01,        -6.180681891951e-03,        -6.556942035409e+01,        +1.464343028647e-01,        +1.746412309785e+02,        -1.240773113171e+00,        -6.442976464633e-01,        +1.049338221334e-02,        -6.161990612055e+01,        -3.439150853690e-01,        +1.392687977469e+02,        -1.578293599282e+00,        -2.822684040687e-01,        +6.225992708680e-03
 1.00e+01,        +1.066724164177e-02,        -2.225841670890e-04,        +3.051519449501e+02,        -3.573823951076e+00,        -8.253480001848e-03,        +6.401990332646e-03,        -2.009545552286e+02,        +1.894792320708e+00,        +2.375500738814e+02,        -2.231669837150e+00,        -8.013823194548e-01,        -1.140823647297e-03,        -3.114931732076e+02,        +2.186051252008e+00,        +5.326999327848e+01,        -3.715967553672e-01,        -5.363092741623e-01,        +9.739239084461e-03,        -5.693516125804e+00,        -6.666541128847e-01,        +2.155766377510e+02,        -3.170287523806e+00,        -3.500013774797e-01,        +4.564529284234e-03,        -1.525461760816e+02,        +6.496483125260e-01,        +1.636917543372e+02,        -2.460892192561e+00,        +6.912135664971e-01,        +6.635415247887e-03,        -2.326111303984e+02,        +1.121405468740e+00,        +2.883689096034e+01,        -1.204988553861e+00,        +3.789183730474e-01,        -3.124403537897e-03
