        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.449581043972e+00,        +6.077953629604e-04,        +2.015136400057e+03,        +9.917956860692e-13,        +7.796690671305e-09
 2.00e+00,        +2.449698224561e+00,        +6.080812184921e-04,        +2.014285448667e+03,        +1.522404973664e-13,        +1.196791138750e-09
 3.00e+00,        +2.450554241914e+00,        +3.386040972904e-05,        +3.618612801437e+04,        +1.456133891733e-15,        +1.144695767403e-11
 4.00e+00,        +2.622861636761e+00,        +5.383874905224e-05,        +2.435849349665e+04,        +5.332490626517e-15,        +4.193172960128e-11
