        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.449573054034e+00,        +1.634483150836e-04,        +7.493417898601e+03,        +4.188053031425e-14,        +7.451628091500e-10
 2.00e+00,        +2.449677716959e+00,        +1.634737543789e-04,        +7.492571916883e+03,        +9.799047234755e-15,        +1.743504449690e-10
 3.00e+00,        +2.450536131132e+00,        +2.010716225494e-04,        +6.093689672145e+03,        +1.003916917363e-14,        +1.786235451001e-10
 4.00e+00,        +2.622951426239e+00,        +5.385317514442e-05,        +2.435280203774e+04,        +9.967821328564e-15,        +1.774965271466e-10
