        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        -4.716185746951e-02,        -6.028399561091e-02
 2.00e+00,        +5.680335914851e-01,        +7.916636104066e-01
 3.00e+00,        +6.585909551536e-02,        +7.904028277206e-01
 4.00e+00,        -7.672687439832e-02,        -4.626742503910e-01
 5.00e+00,        +3.508564798138e-01,        +2.059357289964e+00
 6.00e+00,        +1.931187487144e-04,        -7.147353814136e-04
 7.00e+00,        +1.049992528411e-04,        -3.858946470239e-04
 8.00e+00,        -1.253799057129e-04,        +5.003463316332e-04
