        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +4.756871127795e-04,        +1.300861446298e-02
 2.00e+00,        -1.956928411389e-03,        +1.425811380858e-03
 3.00e+00,        -4.613202551559e-03,        +3.810486079492e-02
 4.00e+00,        -7.545569371389e-05,        +2.613194504974e-04
 5.00e+00,        -4.004371696006e-05,        +1.377226560565e-04
 6.00e+00,        -2.004086141000e-05,        +9.173675142005e-05
 7.00e+00,        +3.057249765919e-04,        -1.878083734633e-03
 8.00e+00,        +4.642637726578e-04,        -4.992020496757e-03
