        m,           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m),           Re{E_x[5]} (V/m),           Im{E_x[5]} (V/m),           Re{E_y[5]} (V/m),           Im{E_y[5]} (V/m),           Re{E_z[5]} (V/m),           Im{E_z[5]} (V/m),           Re{E_x[6]} (V/m),           Im{E_x[6]} (V/m),           Re{E_y[6]} (V/m),           Im{E_y[6]} (V/m),           Re{E_z[6]} (V/m),           Im{E_z[6]} (V/m),           Re{E_x[7]} (V/m),           Im{E_x[7]} (V/m),           Re{E_y[7]} (V/m),           Im{E_y[7]} (V/m),           Re{E_z[7]} (V/m),           Im{E_z[7]} (V/m)
 1.00e+00,        -3.239335809389e-02,        -2.051446045807e-02,        +1.468161577613e-02,        -3.106539063892e+01,        -3.924751879814e-03,        +2.899358645919e-03,        +9.992689799859e-02,        +2.783054179249e-01,        -4.779037202597e+00,        -2.693252016249e+01,        -4.293702880014e-01,        +2.161199152114e-01,        +1.782040417400e-01,        +5.035545701251e-01,        -5.866764614675e+00,        -2.434727433796e+01,        +2.487916013069e-02,        +1.303172137539e-02,        -2.805635877652e-02,        +7.496419917924e-01,        -4.476477996499e+00,        -2.275702665057e+01,        +1.202248430319e-01,        -9.356270797373e-02,        +7.370940338470e-02,        +6.998557094938e-01,        -9.401536756524e-01,        -2.225882569553e+01,        -7.897334429486e-02,        +5.130145314304e-02,        +6.866433892417e+01,        -6.404715982970e+00,        -1.370178487938e+02,        +4.132010839131e-01,        -6.448521404317e-01,        +9.294088884959e-02,        +1.388249002910e+00,        -1.297729274291e-01,        -1.218337067195e+02,        +5.334981669221e+00,        -6.532609875365e-01,        +3.953702208232e-02
 2.00e+00,        +2.502159392988e-02,        -8.532808224592e-04,        -1.370342938862e+01,        +3.067405327668e+01,        +2.423611441649e-03,        +5.221930814234e-04,        -4.091788532137e-02,        -1.081871538753e-02,        -1.368439692284e+01,        +3.426110436601e+01,        +4.172117341599e-01,        +1.342509991011e-01,        -1.127595066180e-01,        -6.420952783917e-02,        -1.862967249853e+01,        +3.688359355025e+01,        -1.118704686503e-02,        -8.796695308478e-03,        +1.800549703034e-01,        +1.185893660305e-01,        -2.782306587067e+01,        +3.769889696935e+01,        -2.015227168973e-01,        -1.214706055769e-01,        -7.727431007385e-02,        -8.424842929719e-02,        -4.054697766147e+01,        +3.597335642261e+01,        +1.444790632699e-01,        +1.166238016303e-01,        -6.423614291244e-03,        -2.426112303769e-02,        -1.222805851572e+02,        +1.546600607152e+01,        +3.161406651094e-02,        +4.351315410924e-02,        -3.087896040315e-01,        +9.227046356168e-03,        -3.185097417897e+02,        +6.115768935938e+00,        +2.600164007475e-02,        -9.532075582409e-03
 3.00e+00,        +2.086376418750e-04,        +1.264887877038e-03,        -2.578233065647e-02,        -2.274459872118e-01,        -2.984233808251e-03,        +5.717264940754e-04,        +3.172088300203e-03,        +1.329312029132e-02,        -3.592041325300e-02,        -2.097762121102e-01,        -3.445746660774e-03,        +4.087021978531e-03,        +5.298542206118e-03,        +2.445687356380e-02,        -1.701101628988e-02,        -2.184405126553e-01,        +1.381461598363e-03,        +5.311743217388e-04,        +2.936335898637e-04,        +3.242474101647e-02,        +2.862079824422e-02,        -2.328473969726e-01,        +3.636274049187e-03,        -1.701141584801e-03,        -2.241407681251e-03,        +3.684075740120e-02,        +9.614965528446e-02,        -2.498495540497e-01,        +3.869033330826e-03,        -1.300632837385e-03,        +7.453659529788e+00,        +2.908993357597e-03,        -2.054087236887e+01,        -9.763022822997e-02,        -4.604930738860e-02,        -4.813206054588e-04,        +5.907406964552e+01,        +1.594349972988e-01,        -1.561793178965e+02,        -4.150419345300e-01,        -1.229457302753e-01,        -3.465619392630e-04
 4.00e+00,        -1.224013982013e-03,        -4.629897759851e-03,        -9.888870428849e-03,        -5.151751562510e-02,        -9.093848696203e-04,        +8.947152446158e-04,        -9.715223723839e-03,        -4.247230797678e-02,        -1.095105686769e-02,        -4.955105887047e-02,        -9.628853158652e-04,        -4.019360627071e-03,        -1.446039333167e-02,        -7.877740746586e-02,        -5.128167745556e-03,        -5.273148287310e-02,        -1.200867174514e-03,        -1.407639649513e-03,        -5.647080392368e-03,        -1.013027964621e-01,        +3.323070880243e-03,        -5.895806865311e-02,        +2.185752440268e-03,        +3.064853441721e-04,        +9.732056161643e-03,        -1.168486438887e-01,        +2.278633386502e-02,        -5.908605964636e-02,        -8.397047073454e-04,        +5.859836116897e-04,        -2.373900630151e+01,        +5.098498304656e-02,        -6.839243058488e+00,        -4.708646696833e-03,        +6.298172083897e-02,        -2.311967993189e-03,        -1.899571508090e+02,        -4.894324030120e-02,        -5.299734183228e+01,        -1.606534629855e-02,        +2.963172694813e-01,        +1.607083222354e-04
