        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +1.006483507077e+03,        +2.371554659345e-03
 2.00e+00,        +2.320268823236e+04,        -1.028851317436e-04
 3.00e+00,        +1.133727591009e+03,        +2.163657969657e-03
 4.00e+00,        +1.961392896421e+03,        -1.325411464399e-03
 5.00e+00,        +1.850532024420e+02,        -1.416164501570e-02
 6.00e+00,        +1.497412853098e+09,        +1.829827592721e-09
 7.00e+00,        +1.753659988226e+10,        -1.562551916070e-10
 8.00e+00,        +1.640404649874e+12,        +1.676574422306e-12
