        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.387018358784e+00,        +9.013591592458e-05,        +1.324121653394e+04,        +1.261361698148e-13,        +6.634336884931e-09
 2.00e+00,        +2.387553423782e+00,        +9.080731683435e-05,        +1.314626127465e+04,        +1.090657466450e-13,        +5.736490911118e-09
 3.00e+00,        +2.453315384730e+00,        +3.058818119935e-05,        +4.010234163535e+04,        +1.235191407524e-13,        +6.496786817109e-09
 4.00e+00,        +2.599577106821e+00,        +6.402371480413e-05,        +2.030167349366e+04,        +1.379277584492e-13,        +7.254891797287e-09
 5.00e+00,        +2.622259776504e+00,        +7.447363096974e-05,        +1.760529024446e+04,        +1.791321310469e-13,        +9.422261275118e-09
 6.00e+00,        +2.740007358982e+00,        +7.380030917061e-05,        +1.856365773239e+04,        +1.249394286602e-13,        +6.571944709870e-09
 7.00e+00,        +2.740184774751e+00,        +7.364057005380e-05,        +1.860513011876e+04,        +6.901019783884e-14,        +3.630008796713e-09
 8.00e+00,        +2.794761827729e+00,        +1.266559783484e-04,        +1.103288556546e+04,        +1.050303031417e-13,        +5.524781627430e-09
