        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +2.250814241134e-04,        +8.066919300405e-04
 2.00e+00,        +4.228548488282e-08,        +1.335011463963e-07
 3.00e+00,        -4.067195730078e-06,        -1.110537452475e-05
 4.00e+00,        +5.541966951530e-04,        +2.096578192000e-03
 5.00e+00,        -6.587902011695e-06,        -1.976510466716e-05
 6.00e+00,        -4.173813653003e-06,        -1.254523235181e-05
 7.00e+00,        +1.114746334219e-07,        +3.129984152287e-07
 8.00e+00,        +1.599108884900e-06,        +4.260376705313e-06
