        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +2.877713625220e+05,        +8.476238146388e-06
 2.00e+00,        +1.096620979663e+13,        +2.369846986761e-13
 3.00e+00,        +1.541267806132e+09,        -1.690277523755e-09
 4.00e+00,        +4.585931466780e+04,        +5.683071705945e-05
 5.00e+00,        +5.150348627794e+08,        -5.245399858451e-09
 6.00e+00,        +1.278972266870e+09,        -2.112415422683e-09
 7.00e+00,        +2.098500507188e+12,        +1.334064588000e-12
 8.00e+00,        +1.151108137733e+10,        +2.502455210277e-10
