        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.384003856148e+00,        +5.380198517161e-04,        +2.215535271844e+03,        +4.167333348523e-14,        +5.483007433909e-09
 2.00e+00,        +2.445933810635e+00,        +1.666373543473e-04,        +7.339092203823e+03,        +4.447825352801e-14,        +5.852107077201e-09
 3.00e+00,        +2.600579515961e+00,        +7.464426297613e-05,        +1.741982178767e+04,        +4.497647980564e-14,        +5.917798456817e-09
 4.00e+00,        +2.600600213769e+00,        +9.086587983810e-05,        +1.431010308814e+04,        +3.255188737258e-14,        +4.283027713814e-09
 5.00e+00,        +2.715855168802e+00,        +9.479270262181e-05,        +1.432523335310e+04,        +4.273287554362e-14,        +5.622697338798e-09
 6.00e+00,        +2.735085059478e+00,        +4.438140673406e-04,        +3.081341147967e+03,        +3.419455655186e-14,        +4.499258067352e-09
 7.00e+00,        +2.743987976760e+00,        +8.505008170732e-05,        +1.613160106960e+04,        +4.199833390648e-14,        +5.526072934484e-09
 8.00e+00,        +2.745751025717e+00,        +3.264640780070e-04,        +4.205288162003e+03,        +3.639865265194e-14,        +4.789277281620e-09
