        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +2.769249372118e+03,        +8.608844982150e-04
 2.00e+00,        +9.195548659242e+03,        +2.659910682085e-04
 3.00e+00,        +2.038624111941e+06,        +1.275654251673e-06
 4.00e+00,        +7.742137824830e+04,        +3.359020819067e-05
 5.00e+00,        +1.790286104512e+06,        +1.516995055683e-06
 6.00e+00,        +3.846307555999e+03,        +7.110936969177e-04
 7.00e+00,        +6.778651305588e+05,        +4.047985141968e-06
 8.00e+00,        +5.669022081093e+03,        +4.843429759912e-04
