        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +8.426099664070e-03,        -1.047523240802e-02
 2.00e+00,        -2.051706839757e-03,        -5.806331366364e-04
 3.00e+00,        +4.307947277523e-04,        +1.257861560494e-02
 4.00e+00,        -1.140235713546e-03,        -9.983346496000e-03
 5.00e+00,        -5.311559812555e-04,        +3.236696376330e-02
 6.00e+00,        +4.986570278557e-06,        -2.651517577852e-05
 7.00e+00,        -1.293256158927e-07,        +6.929989560325e-07
 8.00e+00,        -2.354888866785e-06,        +1.724760129148e-05
