        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.387001573989e+00,        +1.316247765057e-03,        +9.067449154572e+02,        +1.444037663387e-13,        +7.598269397193e-09
 2.00e+00,        +2.387187237561e+00,        +1.203395636701e-04,        +9.918547017248e+03,        +1.458633414730e-13,        +7.675070333762e-09
 3.00e+00,        +2.452966924851e+00,        +1.104019086039e-03,        +1.110926071984e+03,        +1.202441073280e-13,        +6.327235392781e-09
 4.00e+00,        +2.599809723598e+00,        +7.484759169981e-04,        +1.736735793562e+03,        +1.097849059875e-13,        +5.777302994680e-09
 5.00e+00,        +2.620789696226e+00,        +7.176883032094e-03,        +1.825861945381e+02,        +1.141204917716e-13,        +6.005523765154e-09
 6.00e+00,        +2.739956313206e+00,        +7.385050265403e-05,        +1.855069509166e+04,        +9.715164579863e-14,        +5.112872281089e-09
 7.00e+00,        +2.740245642623e+00,        +7.375463210983e-05,        +1.857676979213e+04,        +1.357108487094e-13,        +7.142157393708e-09
 8.00e+00,        +2.794575144176e+00,        +1.268100648957e-04,        +1.101874346232e+04,        +1.021891226956e-13,        +5.378143752573e-09
