        f (GHz),         Re{B_x[1]} (Wb/m²),         Im{B_x[1]} (Wb/m²),         Re{B_y[1]} (Wb/m²),         Im{B_y[1]} (Wb/m²),         Re{B_z[1]} (Wb/m²),         Im{B_z[1]} (Wb/m²),         Re{B_x[2]} (Wb/m²),         Im{B_x[2]} (Wb/m²),         Re{B_y[2]} (Wb/m²),         Im{B_y[2]} (Wb/m²),         Re{B_z[2]} (Wb/m²),         Im{B_z[2]} (Wb/m²),         Re{B_x[3]} (Wb/m²),         Im{B_x[3]} (Wb/m²),         Re{B_y[3]} (Wb/m²),         Im{B_y[3]} (Wb/m²),         Re{B_z[3]} (Wb/m²),         Im{B_z[3]} (Wb/m²),         Re{B_x[4]} (Wb/m²),         Im{B_x[4]} (Wb/m²),         Re{B_y[4]} (Wb/m²),         Im{B_y[4]} (Wb/m²),         Re{B_z[4]} (Wb/m²),         Im{B_z[4]} (Wb/m²)
 2.40000000e+00,        +1.875800858829e-10,        -8.805705060308e-11,        +1.780852897548e-10,        -1.529739486963e-10,        +1.354977005372e-08,        +3.907477141931e-07,        +1.631197695339e-10,        +4.853759818541e-11,        +1.734264737851e-10,        -1.584261372803e-10,        +1.191137832318e-08,        +3.906245024925e-07,        +1.245859821931e-10,        +2.619015089219e-10,        +1.608213089228e-10,        -1.386329047800e-10,        +4.461992300554e-09,        +3.865142866878e-07,        -4.051923930509e-11,        +1.282014866913e-09,        +2.996899625660e-11,        -7.460758464283e-11,        -6.588168198779e-10,        +1.795484946715e-07
 2.40002500e+00,        +1.877745986702e-10,        -8.839966290135e-11,        +1.782237158804e-10,        -1.532609826542e-10,        +1.356630539041e-08,        +3.909906240012e-07,        +1.633008976922e-10,        +4.827759843969e-11,        +1.735631865050e-10,        -1.587156989209e-10,        +1.192697990027e-08,        +3.908656880035e-07,        +1.247496009751e-10,        +2.617829031992e-10,        +1.609552480071e-10,        -1.389018595820e-10,        +4.472879387652e-09,        +3.867496929918e-07,        -4.049812934107e-11,        +1.281520410538e-09,        +3.000214633815e-11,        -7.481277188872e-11,        -6.559049783917e-10,        +1.796148375113e-07
 2.40005000e+00,        +1.879688254480e-10,        -8.874174833459e-11,        +1.783619601678e-10,        -1.535477158778e-10,        +1.358286852481e-08,        +3.912338377161e-07,        +1.634817308078e-10,        +4.801823767353e-11,        +1.736997183390e-10,        -1.590049670340e-10,        +1.194260679056e-08,        +3.911071761501e-07,        +1.249129245276e-10,        +2.616650699832e-10,        +1.610890059992e-10,        -1.391705272498e-10,        +4.483783778528e-09,        +3.869853963324e-07,        -4.047715664643e-11,        +1.281025160535e-09,        +3.003525133611e-11,        -7.501834274489e-11,        -6.529880223304e-10,        +1.796812606919e-07
 2.40007500e+00,        +1.881627667000e-10,        -8.908330743371e-11,        +1.785000229555e-10,        -1.538341488555e-10,        +1.359945952345e-08,        +3.914773559059e-07,        +1.636622693443e-10,        +4.775951555115e-11,        +1.738360696230e-10,        -1.592939421210e-10,        +1.195825905818e-08,        +3.913489674968e-07,        +1.250759532799e-10,        +2.615480092660e-10,        +1.612225832267e-10,        -1.394389082454e-10,        +4.494705525616e-09,        +3.872213972614e-07,        -4.045632132125e-11,        +1.280529115609e-09,        +3.006831124054e-11,        -7.522429755203e-11,        -6.500659386530e-10,        +1.797477643661e-07
 2.40010000e+00,        +1.883564229083e-10,        -8.942434072846e-11,        +1.786379045810e-10,        -1.541202820754e-10,        +1.361607845305e-08,        +3.917211791400e-07,        +1.638425137638e-10,        +4.750143173942e-11,        +1.739722406919e-10,        -1.595826246771e-10,        +1.197393676745e-08,        +3.915910626093e-07,        +1.252386876598e-10,        +2.614317210323e-10,        +1.613559800166e-10,        -1.397070030238e-10,        +4.505644681500e-09,        +3.874576963321e-07,        -4.043562346622e-11,        +1.280032274458e-09,        +3.010132604153e-11,        -7.543063665243e-11,        -6.471387142758e-10,        +1.798143486871e-07
 2.40012500e+00,        +1.885497945539e-10,        -8.976484874444e-11,        +1.787756053811e-10,        -1.544061160236e-10,        +1.363272538054e-08,        +3.919653079894e-07,        +1.640224645269e-10,        +4.724398590523e-11,        +1.741082318796e-10,        -1.598710151995e-10,        +1.198963998288e-08,        +3.918334620550e-07,        +1.254011280945e-10,        +2.613162052849e-10,        +1.614891966947e-10,        -1.399748120459e-10,        +4.516601298914e-09,        +3.876942940990e-07,        -4.041506318283e-11,        +1.279534635781e-09,        +3.013429572887e-11,        -7.563736039021e-11,        -6.442063360716e-10,        +1.798810138084e-07
 2.40015000e+00,        +1.887428821161e-10,        -9.010483200775e-11,        +1.789131256917e-10,        -1.546916511861e-10,        +1.364940037305e-08,        +3.922097430264e-07,        +1.642021220928e-10,        +4.698717772061e-11,        +1.742440435190e-10,        -1.601591141836e-10,        +1.200536876917e-08,        +3.920761664025e-07,        +1.255632750094e-10,        +2.612014620240e-10,        +1.616222335857e-10,        -1.402423357690e-10,        +4.527575430743e-09,        +3.879311911183e-07,        -4.039464057336e-11,        +1.279036198267e-09,        +3.016722029212e-11,        -7.584446911094e-11,        -6.412687908698e-10,        +1.799477598838e-07
 2.40017500e+00,        +1.889356860727e-10,        -9.044429104045e-11,        +1.790504658473e-10,        -1.549768880469e-10,        +1.366610349792e-08,        +3.924544848248e-07,        +1.643814869193e-10,        +4.673100685881e-11,        +1.743796759426e-10,        -1.604469221242e-10,        +1.202112319121e-08,        +3.923191762219e-07,        +1.257251288286e-10,        +2.610874912519e-10,        +1.617550910139e-10,        -1.405095746477e-10,        +4.538567130021e-09,        +3.881683879473e-07,        -4.037435574081e-11,        +1.278536960607e-09,        +3.020009972074e-11,        -7.605196316194e-11,        -6.383260654568e-10,        +1.800145870678e-07
 2.40020000e+00,        +1.891282069002e-10,        -9.078322636245e-11,        +1.791876261819e-10,        -1.552618270891e-10,        +1.368283482268e-08,        +3.926995339598e-07,        +1.645605594625e-10,        +4.647547299635e-11,        +1.745151294811e-10,        -1.607344395137e-10,        +1.203690331408e-08,        +3.925624920848e-07,        +1.258866899743e-10,        +2.609742929726e-10,        +1.618877693022e-10,        -1.407765291347e-10,        +4.549576449933e-09,        +3.884058851448e-07,        -4.035420878904e-11,        +1.278036921488e-09,        +3.023293400379e-11,        -7.625984289227e-11,        -6.353781465757e-10,        +1.800814955151e-07
 2.40022500e+00,        +1.893204450738e-10,        -9.112163849285e-11,        +1.793246070286e-10,        -1.555464687942e-10,        +1.369959441506e-08,        +3.929448910082e-07,        +1.647393401774e-10,        +4.622057581399e-11,        +1.746504044649e-10,        -1.610216668433e-10,        +1.205270920305e-08,        +3.928061145642e-07,        +1.260479588677e-10,        +2.608618671957e-10,        +1.620202687730e-10,        -1.410431996838e-10,        +4.560603443819e-09,        +3.886436832712e-07,        -4.033419982255e-11,        +1.277536079587e-09,        +3.026572313040e-11,        -7.646810865233e-11,        -6.324250209251e-10,        +1.801484853806e-07
