        f (GHz),           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m)
 2.40000000e+00,        +2.464610271092e+00,        -2.426701496300e-01,        +3.291049926250e+00,        +4.446306360123e-03,        -1.602200562769e-02,        -1.430951610853e-02,        +2.708483740032e+00,        +6.140313808720e-01,        +9.989155287120e+00,        -7.615026115525e-01,        -9.779987230755e-03,        +1.468573152931e-02,        +3.541918766934e+00,        +6.613658776093e-01,        +2.186265377111e+01,        -1.125814918656e+00,        +1.255613516439e-02,        +3.031159900501e-02,        -2.084503509513e+00,        -2.401602446573e-02,        +5.805236566085e+01,        -6.748669385293e-01,        +2.795588410141e-02,        +9.491159464992e-03
 2.40002500e+00,        +2.466102921727e+00,        -2.428667961472e-01,        +3.292404908149e+00,        +4.466884514253e-03,        -1.601704870274e-02,        -1.432077283877e-02,        +2.709744336858e+00,        +6.143161017241e-01,        +9.994915883934e+00,        -7.622356432856e-01,        -9.769857948450e-03,        +1.469303443753e-02,        +3.542978299021e+00,        +6.615810836708e-01,        +2.187617375060e+01,        -1.127028642917e+00,        +1.257912012455e-02,        +3.032631633767e-02,        -2.087907353565e+00,        -2.405735515346e-02,        +5.809387993171e+01,        -6.765675873321e-01,        +2.790051168219e-02,        +9.501222760748e-03
 2.40005000e+00,        +2.467593551316e+00,        -2.430633765713e-01,        +3.293767471509e+00,        +4.486981260568e-03,        -1.601210264571e-02,        -1.433201349050e-02,        +2.711003235574e+00,        +6.146002564703e-01,        +1.000068905516e+01,        -7.629690111774e-01,        -9.759744515272e-03,        +1.470032859432e-02,        +3.544036160895e+00,        +6.617957931407e-01,        +2.188971587781e+01,        -1.128243164313e+00,        +1.260207965875e-02,        +3.034101420208e-02,        -2.091311396454e+00,        -2.409866445258e-02,        +5.813544976295e+01,        -6.782712314048e-01,        +2.784505088312e-02,        +9.511281873893e-03
 2.40007500e+00,        +2.469082163140e+00,        -2.432598907330e-01,        +3.295137619974e+00,        +4.506595295977e-03,        -1.600716743503e-02,        -1.434323808747e-02,        +2.712260438836e+00,        +6.148838462489e-01,        +1.000647481492e+01,        -7.637027185923e-01,        -9.749646909424e-03,        +1.470761401713e-02,        +3.545092355065e+00,        +6.620100070364e-01,        +2.190328018505e+01,        -1.129458488169e+00,        +1.262501381060e-02,        +3.035569263433e-02,        -2.094715637536e+00,        -2.413995230953e-02,        +5.817707525260e+01,        -6.799778802350e-01,        +2.778950153320e-02,        +9.521336834439e-03
 2.40010000e+00,        +2.470568760472e+00,        -2.434563384639e-01,        +3.296515357224e+00,        +4.525725316000e-03,        -1.600224304913e-02,        -1.435444665348e-02,        +2.713515949292e+00,        +6.151668721949e-01,        +1.001227317739e+01,        -7.644367688971e-01,        -9.739565109132e-03,        +1.471489072329e-02,        +3.546146884034e+00,        +6.622237263721e-01,        +2.191686670472e+01,        -1.130674619819e+00,        +1.264792262364e-02,        +3.037035167036e-02,        -2.098120076163e+00,        -2.418121867102e-02,        +5.821875649899e+01,        -6.816875433356e-01,        +2.773386346099e-02,        +9.531387672428e-03
 2.40012500e+00,        +2.472053346577e+00,        -2.436527195966e-01,        +3.297900686974e+00,        +4.544370014615e-03,        -1.599732946654e-02,        -1.436563921224e-02,        +2.714769769584e+00,        +6.154493354399e-01,        +1.001808415680e+01,        -7.651711654612e-01,        -9.729499092691e-03,        +1.472215873008e-02,        +3.547199750297e+00,        +6.624369521592e-01,        +2.193047546932e+01,        -1.131891564602e+00,        +1.267080614130e-02,        +3.038499134601e-02,        -2.101524711688e+00,        -2.422246348390e-02,        +5.826049360067e+01,        -6.834002302456e-01,        +2.767813649465e-02,        +9.541434417904e-03
 2.40015000e+00,        +2.473535924710e+00,        -2.438490339645e-01,        +3.299293612969e+00,        +4.562528084230e-03,        -1.599242666575e-02,        -1.437681578737e-02,        +2.716021902346e+00,        +6.157312371120e-01,        +1.002390776743e+01,        -7.659059116567e-01,        -9.719448838416e-03,        +1.472941805479e-02,        +3.548250956343e+00,        +6.626496854057e-01,        +2.194410651146e+01,        -1.133109327864e+00,        +1.269366440695e-02,        +3.039961169706e-02,        -2.104929543464e+00,        -2.426368669531e-02,        +5.830228665649e+01,        -6.851159505294e-01,        +2.762232046192e-02,        +9.551477100914e-03
 2.40017500e+00,        +2.475016498119e+00,        -2.440452814020e-01,        +3.300694138993e+00,        +4.580198215753e-03,        -1.598753462537e-02,        -1.438797640250e-02,        +2.717272350207e+00,        +6.160125783363e-01,        +1.002974402363e+01,        -7.666410108582e-01,        -9.709414324699e-03,        +1.473666871458e-02,        +3.549300504655e+00,        +6.628619271170e-01,        +2.195775986384e+01,        -1.134327914960e+00,        +1.271649746389e-02,        +3.041421275914e-02,        -2.108334570842e+00,        -2.430488825255e-02,        +5.834413576554e+01,        -6.868347137773e-01,        +2.756641519011e-02,        +9.561515751526e-03
 2.40020000e+00,        +2.476495070042e+00,        -2.442414617444e-01,        +3.302102268862e+00,        +4.597379098531e-03,        -1.598265332401e-02,        -1.439912108109e-02,        +2.718521115788e+00,        +6.162933602344e-01,        +1.003559293981e+01,        -7.673764664431e-01,        -9.699395529980e-03,        +1.474391072668e-02,        +3.550348397710e+00,        +6.630736782954e-01,        +2.197143555928e+01,        -1.135547331251e+00,        +1.273930535529e-02,        +3.042879456785e-02,        -2.111739793171e+00,        -2.434606810314e-02,        +5.838604102717e+01,        -6.885565296050e-01,        +2.751042050613e-02,        +9.571550399796e-03
 2.40022500e+00,        +2.477971643710e+00,        -2.444375748279e-01,        +3.303518006426e+00,        +4.614069420275e-03,        -1.597778274028e-02,        -1.441024984669e-02,        +2.719768201703e+00,        +6.165735839245e-01,        +1.004145453042e+01,        -7.681122817914e-01,        -9.689392432679e-03,        +1.475114410813e-02,        +3.551394637975e+00,        +6.632849399401e-01,        +2.198513363069e+01,        -1.136767582106e+00,        +1.276208812433e-02,        +3.044335715861e-02,        -2.115145209802e+00,        -2.438722619484e-02,        +5.842800254100e+01,        -6.902814076550e-01,        +2.745433623645e-02,        +9.581581075817e-03
 2.40025000e+00,        +2.479446222344e+00,        -2.446336204895e-01,        +3.304941355569e+00,        +4.630267867217e-03,        -1.597292285294e-02,        -1.442136272268e-02,        +2.721013610561e+00,        +6.168532505217e-01,        +1.004732880999e+01,        -7.688484602859e-01,        -9.679405011370e-03,        +1.475836887604e-02,        +3.552439227913e+00,        +6.634957130474e-01,        +2.199885411109e+01,        -1.137988672899e+00,        +1.278484581399e-02,        +3.045790056682e-02,        -2.118550820083e+00,        -2.442836247560e-02,        +5.847002040693e+01,        -6.920093575954e-01,        +2.739816220714e-02,        +9.591607809668e-03
 2.40027500e+00,        +2.480918809159e+00,        -2.448295985671e-01,        +3.306372320210e+00,        +4.645973123836e-03,        -1.596807364072e-02,        -1.443245973246e-02,        +2.722257344962e+00,        +6.171323611379e-01,        +1.005321579309e+01,        -7.695850053120e-01,        -9.669433244616e-03,        +1.476558504739e-02,        +3.553482169981e+00,        +6.637059986107e-01,        +2.201259703360e+01,        -1.139210609015e+00,        +1.280757846723e-02,        +3.047242482770e-02,        -2.121956623362e+00,        -2.446947689355e-02,        +5.851209472510e+01,        -6.937403891206e-01,        +2.734189824382e-02,        +9.601630631456e-03
 2.40030000e+00,        +2.482389407360e+00,        -2.450255088998e-01,        +3.307810904303e+00,        +4.661183873139e-03,        -1.596323508234e-02,        -1.444354089928e-02,        +2.723499407502e+00,        +6.174109168814e-01,        +1.005911549437e+01,        -7.703219202583e-01,        -9.659477110986e-03,        +1.477279263921e-02,        +3.554523466626e+00,        +6.639157976204e-01,        +2.202636243145e+01,        -1.140433395845e+00,        +1.283028612699e-02,        +3.048692997649e-02,        -2.125362618986e+00,        -2.451056939709e-02,        +5.855422559594e+01,        -6.954745119519e-01,        +2.728554417170e-02,        +9.611649571280e-03
 2.40032500e+00,        +2.483858020142e+00,        -2.452213513270e-01,        +3.309257111835e+00,        +4.675898796279e-03,        -1.595840715665e-02,        -1.445460624646e-02,        +2.724739800768e+00,        +6.176889188575e-01,        +1.006502792850e+01,        -7.710592085159e-01,        -9.649536589162e-03,        +1.477999166837e-02,        +3.555563120293e+00,        +6.641251110640e-01,        +2.204015033797e+01,        -1.141657038787e+00,        +1.285296883602e-02,        +3.050141604818e-02,        -2.128768806301e+00,        -2.455163993479e-02,        +5.859641312012e+01,        -6.972117358363e-01,        +2.722909981556e-02,        +9.621664659271e-03
 2.40035000e+00,        +2.485324650696e+00,        -2.454171256894e-01,        +3.310710946828e+00,        +4.690116572855e-03,        -1.595358984249e-02,        -1.446565579716e-02,        +2.725978527342e+00,        +6.179663681683e-01,        +1.007095311025e+01,        -7.717968734790e-01,        -9.639611657836e-03,        +1.478718215178e-02,        +3.556601133415e+00,        +6.643339399260e-01,        +2.205396078658e+01,        -1.142881543246e+00,        +1.287562663707e-02,        +3.051588307780e-02,        -2.132175184651e+00,        -2.459268845544e-02,        +5.863865739860e+01,        -6.989520705480e-01,        +2.717256499974e-02,        +9.631675925554e-03
