        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        +4.213049832767e-01,        -5.237616203750e-01
 2.00e+00,        -1.025853420042e-01,        -2.903165683143e-02
 3.00e+00,        +2.153973638917e-02,        +6.289307802527e-01
 4.00e+00,        -5.701178567855e-02,        -4.991673247998e-01
 5.00e+00,        -2.655779904676e-02,        +1.618348188183e+00
 6.00e+00,        +2.493285139362e-04,        -1.325758788947e-03
 7.00e+00,        -6.466280787072e-06,        +3.464994779171e-05
 8.00e+00,        -1.177444433421e-04,        +8.623800645897e-04
