        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +8.426099665533e-03,        -1.047523240750e-02
 2.00e+00,        -2.051706840083e-03,        -5.806331366286e-04
 3.00e+00,        +4.307947277834e-04,        +1.257861560505e-02
 4.00e+00,        -1.140235713571e-03,        -9.983346495996e-03
 5.00e+00,        -5.311559809352e-04,        +3.236696376365e-02
 6.00e+00,        +4.986570278724e-06,        -2.651517577894e-05
 7.00e+00,        -1.293256157414e-07,        +6.929989558342e-07
 8.00e+00,        -2.354888866843e-06,        +1.724760129179e-05
