        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +9.744227598976e+02,        +2.449657040277e-03
 2.00e+00,        +3.873650531686e+04,        -6.162629328676e-05
 3.00e+00,        +1.142460042873e+03,        +2.147092093201e-03
 4.00e+00,        +1.899698802478e+03,        -1.368537854636e-03
 5.00e+00,        +1.845165938926e+02,        -1.420354473784e-02
 6.00e+00,        +2.777050967027e+08,        +9.866424295912e-09
 7.00e+00,        +4.068001572141e+11,        -6.736097796493e-12
 8.00e+00,        +6.803949656530e+08,        -4.107283688518e-09
