        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +1.096635178067e+03,        +2.226353845012e-03
 2.00e+00,        +1.467703668228e+03,        -1.770826833389e-03
 3.00e+00,        +1.190309445923e+04,        -2.183564190701e-04
 4.00e+00,        +1.569340309823e+02,        -1.670412720453e-02
 5.00e+00,        +9.373908225265e+06,        +2.882085347992e-07
 6.00e+00,        +3.658003383691e+06,        -7.386076685414e-07
 7.00e+00,        +1.922175990521e+08,        +1.425217948420e-08
 8.00e+00,        +1.989505188729e+08,        -1.377088813536e-08
