        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +2.907396213829e+07,        -8.201132694283e-08
 2.00e+00,        +8.414116232386e+03,        -2.837534529249e-04
 3.00e+00,        +1.963455397726e+04,        +1.248198264893e-04
 4.00e+00,        +4.117730123429e+05,        +6.329761818399e-06
 5.00e+00,        +1.569994912064e+05,        -1.660279404050e-05
 6.00e+00,        +3.550979861845e+06,        -7.711230612159e-07
 7.00e+00,        +1.105212625524e+04,        +2.479492322400e-04
 8.00e+00,        +1.467024020560e+04,        +1.874613967122e-04
