        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13]
 1.00e+00,        +3.459059667205e-10,        +3.458874429161e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.198959750672e-12,        +1.792093906169e-02,        +3.020382432751e-14,        +8.732269686598e-05,        +6.198959750672e-12,        +1.792093906169e-02,        +3.020382432751e-14,        +8.732269686598e-05,        +3.235893338809e-12,        +9.354835273552e-03,        +3.790195495143e-14,        +1.095788694492e-04,        +3.341305088234e-10,        +9.659576329119e-01,        +3.458079327692e-10,        +9.997701271077e-01,        +2.340604807598e-12,        +6.766592752906e-03,        +1.140436761922e-14,        +3.297132594083e-05
 2.00e+00,        +3.459059667205e-10,        +3.458912914003e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.261445000492e-13,        +3.646785895173e-04,        +5.073469556716e-12,        +1.466781524385e-02,        +1.261445000492e-13,        +3.646785895173e-04,        +5.073469556716e-12,        +1.466781524385e-02,        +1.570255968698e-13,        +4.539545771892e-04,        +2.593702053520e-12,        +7.498604671483e-03,        +3.455751665398e-10,        +9.990436702094e-01,        +3.363083978877e-10,        +9.722950714547e-01,        +4.763008380439e-14,        +1.376966239003e-04,        +1.915721902444e-12,        +5.538508629945e-03
 3.00e+00,        +3.459059667205e-10,        +3.458912881234e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.261479878810e-13,        +3.646886726963e-04,        +5.073686725215e-12,        +1.466844323470e-02,        +1.261479878810e-13,        +3.646886726963e-04,        +5.073686725215e-12,        +1.466844323470e-02,        +1.570301538570e-13,        +4.539677512527e-04,        +2.593768000496e-12,        +7.498795400626e-03,        +3.455751569379e-10,        +9.990436424507e-01,        +3.363081498884e-10,        +9.722943636801e-01,        +4.763164086850e-14,        +1.377011253090e-04,        +1.915683509267e-12,        +5.538397684602e-03
 4.00e+00,        +3.459059667205e-10,        +3.458897073119e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.276319115559e-12,        +1.236266363400e-02,        +2.206500513386e-12,        +6.379202580307e-03,        +4.276319115559e-12,        +1.236266363400e-02,        +2.206500513386e-12,        +6.379202580307e-03,        +1.844955079453e-12,        +5.333689664116e-03,        +1.480558435703e-12,        +4.280435076283e-03,        +3.392194061908e-10,        +9.806694270324e-01,        +3.405315277924e-10,        +9.845089940339e-01,        +5.652863346232e-13,        +1.634219669532e-03,        +1.671120570478e-12,        +4.831368309467e-03
 5.00e+00,        +3.459059667205e-10,        +3.458897070968e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +4.276359682099e-12,        +1.236278091021e-02,        +2.206483409048e-12,        +6.379153134011e-03,        +4.276359682099e-12,        +1.236278091021e-02,        +2.206483409048e-12,        +6.379153134011e-03,        +1.844976732329e-12,        +5.333752261693e-03,        +1.480577861170e-12,        +4.280491239814e-03,        +3.392193275420e-10,        +9.806691996618e-01,        +3.405314571155e-10,        +9.845087903127e-01,        +5.653027640341e-13,        +1.634267166287e-03,        +1.671188711105e-12,        +4.831565313500e-03
 6.00e+00,        +3.459059667205e-10,        +3.458848695177e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.478502345946e-12,        +4.274289801832e-03,        +2.365418362577e-14,        +6.838744828229e-05,        +1.478502345946e-12,        +4.274289801832e-03,        +2.365418362577e-14,        +6.838744828229e-05,        +9.947348963027e-13,        +2.875737894127e-03,        +3.789663269743e-14,        +1.095642973637e-04,        +3.423270346185e-10,        +9.896534536946e-01,        +3.458053707475e-10,        +9.997701582891e-01,        +1.105694859736e-12,        +3.196518609433e-03,        +1.794795384500e-14,        +5.188996520729e-05
 7.00e+00,        +3.459059667205e-10,        +3.458905545854e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.888029638109e-14,        +1.702205282532e-04,        +2.256539477737e-14,        +6.523853998969e-05,        +5.888029638109e-14,        +1.702205282532e-04,        +2.256539477737e-14,        +6.523853998969e-05,        +6.052979965797e-14,        +1.749891747513e-04,        +3.606865987959e-14,        +1.042776664509e-04,        +3.457787747717e-10,        +9.996322932791e-01,        +3.458148787346e-10,        +9.997812144629e-01,        +7.781852740565e-15,        +2.249701794492e-05,        +1.704179609259e-14,        +4.926933062111e-05
 8.00e+00,        +3.459059667205e-10,        +3.458905547771e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.886553698440e-14,        +1.701778594411e-04,        +2.256420794436e-14,        +6.523510871495e-05,        +5.886553698440e-14,        +1.701778594411e-04,        +2.256420794436e-14,        +6.523510871495e-05,        +6.051717330840e-14,        +1.749526724912e-04,        +3.606833037275e-14,        +1.042767137599e-04,        +3.457788012863e-10,        +9.996323699317e-01,        +3.458148795581e-10,        +9.997812162894e-01,        +7.782723875199e-15,        +2.249953635951e-05,        +1.704268071074e-14,        +4.927188810266e-05
 9.00e+00,        +3.459059667205e-10,        +3.458932795095e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.340055963177e-15,        +6.765006066137e-06,        +1.572614163124e-13,        +4.546529974082e-04,        +2.340055963177e-15,        +6.765006066137e-06,        +1.572614163124e-13,        +4.546529974082e-04,        +5.250297843293e-15,        +1.517839629386e-05,        +1.936950751713e-13,        +5.599850781894e-04,        +3.458974928389e-10,        +9.999755023551e-01,        +3.454829410943e-10,        +9.988136849150e-01,        +8.835277360845e-16,        +2.554242543027e-06,        +5.938192378854e-14,        +1.716770093734e-04
 1.00e+01,        +3.459059667205e-10,        +3.458932796738e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.340302776071e-15,        +6.765719592116e-06,        +1.572807426219e-13,        +4.547088708118e-04,        +2.340302776071e-15,        +6.765719592116e-06,        +1.572807426219e-13,        +4.547088708118e-04,        +5.250848639913e-15,        +1.517998862435e-05,        +1.937136794038e-13,        +5.600388639713e-04,        +3.458974919650e-10,        +9.999754998285e-01,        +3.454829018813e-10,        +9.988135710736e-01,        +8.836040868977e-16,        +2.554463270105e-06,        +5.938337043695e-14,        +1.716811916466e-04
