        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +1.512972256786e+05,        +1.612246664208e-05
 2.00e+00,        +6.035906814912e+09,        -4.304600682444e-10
 3.00e+00,        +2.733642882824e+04,        +9.533756710663e-05
 4.00e+00,        +2.076140368814e+08,        -1.301080475576e-08
 5.00e+00,        +1.094541393003e+11,        +2.468108397511e-11
 6.00e+00,        +8.379486953460e+11,        -3.269509460405e-12
 7.00e+00,        +1.329713783462e+10,        +2.104846599116e-10
 8.00e+00,        +2.963195738814e+10,        +9.721512982567e-11
