        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        +1.084304132961e-03,        +3.980299140849e-04
 2.00e+00,        -5.674040502863e-06,        -1.850967135145e-06
 3.00e+00,        +2.574331484036e-03,        +1.123412301487e-03
 4.00e+00,        -3.103312700009e-05,        -1.065816619687e-05
 5.00e+00,        +1.351745650221e-06,        +4.638506271373e-07
 6.00e+00,        -4.914909303904e-07,        -1.702657595304e-07
 7.00e+00,        +3.961195524378e-06,        +1.314022484641e-06
 8.00e+00,        +2.697460501422e-06,        +8.765352318936e-07
