        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.439284474042e+00,        +6.044052974163e-05,        +2.017921157557e+04,        +3.608456485564e-15,        +9.734348543636e-08
 2.00e+00,        +2.598216859464e+00,        +8.052722740273e-05,        +1.613253643837e+04,        +1.945974410431e-15,        +5.249557054877e-08
 3.00e+00,        +2.606188617868e+00,        +2.480271434810e-04,        +5.253837529821e+03,        +1.605845379033e-15,        +4.332008174252e-08
 4.00e+00,        +2.701225698420e+00,        +6.353263906264e-05,        +2.125856676994e+04,        +2.009472592768e-15,        +5.420853859303e-08
 5.00e+00,        +2.701446803494e+00,        +6.359576799843e-05,        +2.123920261729e+04,        +1.443819688586e-15,        +3.894920270214e-08
 6.00e+00,        +2.739681186768e+00,        +7.360057339626e-05,        +1.861181959144e+04,        +1.316188375719e-15,        +3.550615887995e-08
 7.00e+00,        +2.798843534918e+00,        +9.608548560982e-05,        +1.456434090333e+04,        +3.595783170547e-15,        +9.700166344279e-08
 8.00e+00,        +2.880674584477e+00,        +1.033073069494e-04,        +1.394225961063e+04,        +2.732297002330e-15,        +7.370783509419e-08
