        f (GHz),         Re{B_x[1]} (Wb/m²),         Im{B_x[1]} (Wb/m²),         Re{B_y[1]} (Wb/m²),         Im{B_y[1]} (Wb/m²),         Re{B_z[1]} (Wb/m²),         Im{B_z[1]} (Wb/m²),         Re{B_x[2]} (Wb/m²),         Im{B_x[2]} (Wb/m²),         Re{B_y[2]} (Wb/m²),         Im{B_y[2]} (Wb/m²),         Re{B_z[2]} (Wb/m²),         Im{B_z[2]} (Wb/m²),         Re{B_x[3]} (Wb/m²),         Im{B_x[3]} (Wb/m²),         Re{B_y[3]} (Wb/m²),         Im{B_y[3]} (Wb/m²),         Re{B_z[3]} (Wb/m²),         Im{B_z[3]} (Wb/m²),         Re{B_x[4]} (Wb/m²),         Im{B_x[4]} (Wb/m²),         Re{B_y[4]} (Wb/m²),         Im{B_y[4]} (Wb/m²),         Re{B_z[4]} (Wb/m²),         Im{B_z[4]} (Wb/m²)
 2.40000000e+00,        +5.330218470989e-10,        +9.399593907690e-10,        +5.523353210742e-10,        +5.506217039802e-10,        +1.526006775117e-07,        +2.912782375367e-07,        +4.032506208631e-10,        +1.239433724203e-09,        +4.602558293964e-10,        +6.722018112650e-10,        +1.373414062106e-07,        +3.069193112796e-07,        +1.267808789059e-10,        +1.597665238728e-09,        +1.312052681639e-10,        +1.006130302654e-09,        +6.843439283260e-08,        +3.528170539550e-07,        -5.323282600751e-10,        +1.884818698102e-09,        -1.259379580339e-11,        +1.788366689425e-10,        +1.293181938950e-08,        +1.703382436650e-07
 2.40002500e+00,        +5.337584970696e-10,        +9.404710131010e-10,        +5.528862438943e-10,        +5.508467216940e-10,        +1.527188463896e-07,        +2.914213572639e-07,        +4.039416697831e-10,        +1.240121114148e-09,        +4.607687299474e-10,        +6.724515531211e-10,        +1.374530264835e-07,        +3.070728537618e-07,        +1.273694565924e-10,        +1.598639321049e-09,        +1.316048687281e-10,        +1.006541269295e-09,        +6.851203374400e-08,        +3.530029301797e-07,        -5.324836254890e-10,        +1.884966957756e-09,        -1.253140104890e-11,        +1.788956841824e-10,        +1.295067461991e-08,        +1.703911936701e-07
 2.40005000e+00,        +5.344947757650e-10,        +9.409824046621e-10,        +5.534369066675e-10,        +5.510714438624e-10,        +1.528371791679e-07,        +2.915646125458e-07,        +4.046323671974e-10,        +1.240808481998e-09,        +4.612814123267e-10,        +6.727009937249e-10,        +1.375648014867e-07,        +3.072265400595e-07,        +1.279577283867e-10,        +1.599613598274e-09,        +1.320043747908e-10,        +1.006951911140e-09,        +6.858979420265e-08,        +3.531889865777e-07,        -5.326395042403e-10,        +1.885114730527e-09,        -1.246908416340e-11,        +1.789542811859e-10,        +1.296956155827e-08,        +1.704441962440e-07
 2.40007500e+00,        +5.352306835010e-10,        +9.414935664222e-10,        +5.539873095829e-10,        +5.512958709155e-10,        +1.529556761638e-07,        +2.917080035548e-07,        +4.053227134827e-10,        +1.241495829042e-09,        +4.617938766684e-10,        +6.729501334777e-10,        +1.376767315275e-07,        +3.073803703691e-07,        +1.285456946439e-10,        +1.600588072137e-09,        +1.324037863124e-10,        +1.007362228637e-09,        +6.866767447057e-08,        +3.533752234282e-07,        -5.327958973041e-10,        +1.885262016588e-09,        -1.240684550898e-11,        +1.790124599635e-10,        +1.298848027363e-08,        +1.704972514659e-07
 2.40010000e+00,        +5.359662205949e-10,        +9.420044993487e-10,        +5.545374528289e-10,        +5.515200032829e-10,        +1.530743376956e-07,        +2.918515304632e-07,        +4.060127090173e-10,        +1.242183156576e-09,        +4.623061231077e-10,        +6.731989727818e-10,        +1.377888169140e-07,        +3.075343448876e-07,        +1.291333557192e-10,        +1.601562744366e-09,        +1.328031032519e-10,        +1.007772222231e-09,        +6.874567481050e-08,        +3.535616410105e-07,        -5.329528056575e-10,        +1.885408816115e-09,        -1.234468544806e-11,        +1.790702205251e-10,        +1.300743083526e-08,        +1.705503594154e-07
 2.40012500e+00,        +5.367013873649e-10,        +9.425152044095e-10,        +5.550873365933e-10,        +5.517438413930e-10,        +1.531931640819e-07,        +2.919951934438e-07,        +4.067023541788e-10,        +1.242870465884e-09,        +4.628181517785e-10,        +6.734475120366e-10,        +1.379010579552e-07,        +3.076884638119e-07,        +1.297207119731e-10,        +1.602537616708e-09,        +1.332023255676e-10,        +1.008181892364e-09,        +6.882379548585e-08,        +3.537482396047e-07,        -5.331102302799e-10,        +1.885555129280e-09,        -1.228260434341e-11,        +1.791275628793e-10,        +1.302641331261e-08,        +1.706035201721e-07
 2.40015000e+00,        +5.374361841265e-10,        +9.430256825734e-10,        +5.556369610639e-10,        +5.519673856736e-10,        +1.533121556425e-07,        +2.921389926696e-07,        +4.073916493460e-10,        +1.243557758264e-09,        +4.633299628146e-10,        +6.736957516419e-10,        +1.380134549607e-07,        +3.078427273395e-07,        +1.303077637630e-10,        +1.603512690896e-09,        +1.336014532184e-10,        +1.008591239481e-09,        +6.890203676079e-08,        +3.539350194912e-07,        -5.332681721515e-10,        +1.885700956257e-09,        -1.222060255809e-11,        +1.791844870342e-10,        +1.304542777533e-08,        +1.706567338158e-07
 2.40017500e+00,        +5.381706111975e-10,        +9.435359348059e-10,        +5.561863264292e-10,        +5.521906365521e-10,        +1.534313126977e-07,        +2.922829283138e-07,        +4.080805948971e-10,        +1.244245035004e-09,        +4.638415563511e-10,        +6.739436919966e-10,        +1.381260082410e-07,        +3.079971356681e-07,        +1.308945114492e-10,        +1.604487968670e-09,        +1.340004861640e-10,        +1.009000264024e-09,        +6.898039890018e-08,        +3.541219809509e-07,        -5.334266322549e-10,        +1.885846297219e-09,        -1.215868045552e-11,        +1.792409929967e-10,        +1.306447429326e-08,        +1.707100004265e-07
 2.40020000e+00,        +5.389046688939e-10,        +9.440459620757e-10,        +5.567354328758e-10,        +5.524135944544e-10,        +1.535506355688e-07,        +2.924270005499e-07,        +4.087691912115e-10,        +1.244932297398e-09,        +4.643529325206e-10,        +6.741913334990e-10,        +1.382387181072e-07,        +3.081516889956e-07,        +1.314809553896e-10,        +1.605463451772e-09,        +1.343994243649e-10,        +1.009408966437e-09,        +6.905888216958e-08,        +3.543091242652e-07,        -5.335856115749e-10,        +1.885991152337e-09,        -1.209683839946e-11,        +1.792970807729e-10,        +1.308355293643e-08,        +1.707633200843e-07
 2.40022500e+00,        +5.396383575347e-10,        +9.445557653474e-10,        +5.572842805908e-10,        +5.526362598062e-10,        +1.536701245778e-07,        +2.925712095517e-07,        +4.094574386683e-10,        +1.245619546740e-09,        +4.648640914571e-10,        +6.744386765470e-10,        +1.383515848715e-07,        +3.083063875204e-07,        +1.320670959459e-10,        +1.606439141943e-09,        +1.347982677792e-10,        +1.009817347159e-09,        +6.913748683531e-08,        +3.544964497161e-07,        -5.337451110975e-10,        +1.886135521782e-09,        -1.203507675397e-11,        +1.793527503682e-10,        +1.310266377507e-08,        +1.708166928693e-07
