        f (GHz),               I_inc[1] (A),               Re{I[1]} (A),               Im{I[1]} (A)
 2.40000000e+00,        +1.414213562373e-01,        +3.035691070726e-02,        +8.552241198540e-02
 2.40002500e+00,        +1.414213562373e-01,        +3.049745243721e-02,        +8.570760576171e-02
 2.40005000e+00,        +1.414213562373e-01,        +3.063802133559e-02,        +8.589219632824e-02
 2.40007500e+00,        +1.414213562373e-01,        +3.077861614970e-02,        +8.607618585562e-02
 2.40010000e+00,        +1.414213562373e-01,        +3.091923563891e-02,        +8.625957650691e-02
 2.40012500e+00,        +1.414213562373e-01,        +3.105987857463e-02,        +8.644237043759e-02
 2.40015000e+00,        +1.414213562373e-01,        +3.120054374018e-02,        +8.662456979557e-02
 2.40017500e+00,        +1.414213562373e-01,        +3.134122993067e-02,        +8.680617672125e-02
 2.40020000e+00,        +1.414213562373e-01,        +3.148193595294e-02,        +8.698719334745e-02
 2.40022500e+00,        +1.414213562373e-01,        +3.162266062543e-02,        +8.716762179948e-02
 2.40025000e+00,        +1.414213562373e-01,        +3.176340277810e-02,        +8.734746419512e-02
 2.40027500e+00,        +1.414213562373e-01,        +3.190416125235e-02,        +8.752672264462e-02
 2.40030000e+00,        +1.414213562373e-01,        +3.204493490089e-02,        +8.770539925075e-02
 2.40032500e+00,        +1.414213562373e-01,        +3.218572258766e-02,        +8.788349610878e-02
 2.40035000e+00,        +1.414213562373e-01,        +3.232652318773e-02,        +8.806101530648e-02
 2.40037500e+00,        +1.414213562373e-01,        +3.246733558725e-02,        +8.823795892417e-02
 2.40040000e+00,        +1.414213562373e-01,        +3.260815868327e-02,        +8.841432903468e-02
 2.40042500e+00,        +1.414213562373e-01,        +3.274899138375e-02,        +8.859012770341e-02
 2.40045000e+00,        +1.414213562373e-01,        +3.288983260739e-02,        +8.876535698831e-02
 2.40047500e+00,        +1.414213562373e-01,        +3.303068128357e-02,        +8.894001893990e-02
 2.40050000e+00,        +1.414213562373e-01,        +3.317153635228e-02,        +8.911411560130e-02
 2.40052500e+00,        +1.414213562373e-01,        +3.331239676399e-02,        +8.928764900820e-02
 2.40055000e+00,        +1.414213562373e-01,        +3.345326147960e-02,        +8.946062118891e-02
 2.40057500e+00,        +1.414213562373e-01,        +3.359412947032e-02,        +8.963303416435e-02
 2.40060000e+00,        +1.414213562373e-01,        +3.373499971761e-02,        +8.980488994810e-02
 2.40062500e+00,        +1.414213562373e-01,        +3.387587121308e-02,        +8.997619054636e-02
 2.40065000e+00,        +1.414213562373e-01,        +3.401674295842e-02,        +9.014693795800e-02
 2.40067500e+00,        +1.414213562373e-01,        +3.415761396528e-02,        +9.031713417457e-02
 2.40070000e+00,        +1.414213562373e-01,        +3.429848325523e-02,        +9.048678118028e-02
 2.40072500e+00,        +1.414213562373e-01,        +3.443934985963e-02,        +9.065588095207e-02
 2.40075000e+00,        +1.414213562373e-01,        +3.458021281960e-02,        +9.082443545958e-02
 2.40077500e+00,        +1.414213562373e-01,        +3.472107118592e-02,        +9.099244666519e-02
 2.40080000e+00,        +1.414213562373e-01,        +3.486192401890e-02,        +9.115991652402e-02
 2.40082500e+00,        +1.414213562373e-01,        +3.500277038838e-02,        +9.132684698394e-02
 2.40085000e+00,        +1.414213562373e-01,        +3.514360937358e-02,        +9.149323998560e-02
 2.40087500e+00,        +1.414213562373e-01,        +3.528444006308e-02,        +9.165909746245e-02
 2.40090000e+00,        +1.414213562373e-01,        +3.542526155467e-02,        +9.182442134072e-02
 2.40092500e+00,        +1.414213562373e-01,        +3.556607295536e-02,        +9.198921353949e-02
 2.40095000e+00,        +1.414213562373e-01,        +3.570687338123e-02,        +9.215347597064e-02
 2.40097500e+00,        +1.414213562373e-01,        +3.584766195739e-02,        +9.231721053894e-02
 2.40100000e+00,        +1.414213562373e-01,        +3.598843781787e-02,        +9.248041914200e-02
 2.40102500e+00,        +1.414213562373e-01,        +3.612920010560e-02,        +9.264310367031e-02
 2.40105000e+00,        +1.414213562373e-01,        +3.626994797229e-02,        +9.280526600730e-02
 2.40107500e+00,        +1.414213562373e-01,        +3.641068057836e-02,        +9.296690802927e-02
 2.40110000e+00,        +1.414213562373e-01,        +3.655139709288e-02,        +9.312803160546e-02
 2.40112500e+00,        +1.414213562373e-01,        +3.669209669349e-02,        +9.328863859810e-02
 2.40115000e+00,        +1.414213562373e-01,        +3.683277856634e-02,        +9.344873086234e-02
