        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +1.107940770728e+00,        -2.987735019654e-12,        +1.854148315429e+11,        +6.587853848931e-12,        +8.367477419127e-08
 2.00e+00,        +1.765316654316e+00,        +9.904693035477e-11,        +8.911516227676e+09,        +1.208427777691e-11,        +1.535376161867e-07
 3.00e+00,        +1.765383898800e+00,        +8.074070118551e-11,        +1.093242858236e+10,        +8.821434020873e-12,        +1.120813367718e-07
 4.00e+00,        +1.893776665934e+00,        +1.989939397454e-10,        +4.758377738431e+09,        +1.130576068954e-11,        +1.436579240486e-07
 5.00e+00,        +1.893803653830e+00,        -1.380266985617e-10,        +6.860280197834e+09,        +1.223019004574e-11,        +1.554042927626e-07
 6.00e+00,        +2.023465234376e+00,        +8.999716170137e-10,        +1.124182805393e+09,        +6.248881377917e-11,        +7.940917126096e-07
 7.00e+00,        +2.201549641869e+00,        +5.776489760687e-10,        +1.905612000606e+09,        +4.288410978810e-11,        +5.450319014392e-07
 8.00e+00,        +2.201621137664e+00,        +1.294979058791e-10,        +8.500605174729e+09,        +3.059515266751e-11,        +3.888464802814e-07
 9.00e+00,        +2.366141096776e+00,        +2.223379298113e-10,        +5.321046882967e+09,        +1.321721979130e-11,        +1.680051995257e-07
 1.00e+01,        +2.366226484042e+00,        +1.193457714054e-10,        +9.913323514431e+09,        +2.638170025848e-11,        +3.353400487292e-07
 1.10e+01,        +2.446048390995e+00,        -2.491088460088e-10,        +4.909597612018e+09,        +1.203612802111e-11,        +1.530025274202e-07
 1.20e+01,        +2.446093684116e+00,        +1.837008959883e-10,        +6.657816422061e+09,        +9.857802364370e-12,        +1.253117890020e-07
 1.30e+01,        +2.446146397261e+00,        +1.828742532122e-10,        +6.688055738560e+09,        +1.950552530165e-11,        +2.479530721781e-07
 1.40e+01,        +2.543415896022e+00,        +3.495451122487e-10,        +3.638179746899e+09,        +1.136167237262e-10,        +1.444411545367e-06
 1.50e+01,        +2.571622378533e+00,        +1.275351579482e-09,        +1.008201354005e+09,        +5.896451104962e-11,        +7.496358435053e-07
 1.60e+01,        +2.571750940680e+00,        +3.193152048037e-10,        +4.026978518391e+09,        +2.574030001020e-11,        +3.272452089752e-07
 1.70e+01,        +2.909553014451e+00,        +6.166638774839e-10,        +2.359107708986e+09,        +2.274565552394e-11,        +2.892668667602e-07
 1.80e+01,        +2.909632262251e+00,        -2.694110826856e-10,        +5.399986209265e+09,        +1.959196457222e-11,        +2.491599618317e-07
 1.90e+01,        +2.939675629042e+00,        -2.278114748671e-11,        +6.451992005137e+10,        +2.232755191754e-11,        +2.839583951667e-07
 2.00e+01,        +2.939852729833e+00,        +6.505411875180e-10,        +2.259543889180e+09,        +2.525173335122e-11,        +3.211477464584e-07
 2.10e+01,        +2.978127521398e+00,        +3.054759877627e-10,        +4.874568936187e+09,        +3.002020193718e-11,        +3.818075240287e-07
 2.20e+01,        +2.978307219732e+00,        -7.107903659125e-11,        +2.095067239627e+10,        +7.076030202372e-12,        +8.999546646820e-08
 2.30e+01,        +2.983562560255e+00,        -3.617019771795e-11,        +4.124338196214e+10,        +1.967297415125e-11,        +2.502092455320e-07
 2.40e+01,        +2.983723822799e+00,        -2.587481873774e-10,        +5.765690289547e+09,        +3.863290543370e-11,        +4.913497914595e-07
 2.50e+01,        +3.055498674499e+00,        -3.895379635520e-10,        +3.921952364587e+09,        +1.845831121929e-10,        +2.347784663466e-06
 2.60e+01,        +3.232835538271e+00,        +6.052882737850e-10,        +2.670492456475e+09,        +4.670345435142e-11,        +5.941552094433e-07
 2.70e+01,        +3.233013219337e+00,        -3.316509367970e-10,        +4.874120439039e+09,        +2.357729684043e-11,        +2.999473325520e-07
