        m,                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13],             E_elec[14] (J),                 p_elec[14],              E_mag[14] (J),                  p_mag[14],             E_elec[15] (J),                 p_elec[15],              E_mag[15] (J),                  p_mag[15],             E_elec[16] (J),                 p_elec[16],              E_mag[16] (J),                  p_mag[16],             E_elec[17] (J),                 p_elec[17],              E_mag[17] (J),                  p_mag[17],             E_elec[18] (J),                 p_elec[18],              E_mag[18] (J),                  p_mag[18]
 1.00e+00,        +3.292540468113e-10,        +3.291891158169e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.490526740512e-14,        +7.564149217397e-05,        +1.719966600322e-13,        +5.224858653220e-04,        +2.490526740512e-14,        +7.564149217397e-05,        +1.719966600322e-13,        +5.224858653220e-04,        +2.326579311347e-13,        +7.066213259577e-04,        +9.838940431423e-14,        +2.988841355525e-04,        +1.347969565726e-10,        +4.094010624261e-01,        +1.347261787621e-10,        +4.092668083141e-01,        +4.385072688496e-11,        +1.331820438037e-01,        +5.181339963789e-11,        +1.573970618965e-01,        +4.969312748594e-11,        +1.509263985278e-01,        +5.376931614510e-11,        +1.633386815104e-01,        +4.617272236210e-11,        +1.402343351867e-01,        +4.209658122586e-11,        +1.278796266438e-01,        +5.444810527718e-11,        +1.653680670124e-01,        +4.646591717387e-11,        +1.411526534180e-01,        +2.433377097474e-14,        +7.390576125154e-05,        +4.731398044230e-14,        +1.437288724595e-04,        +1.051125896135e-14,        +3.192446399109e-05,        +2.282724597815e-17,        +6.934386612847e-08
 2.00e+00,        +3.292540468113e-10,        +3.292362734627e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.218886669567e-11,        +3.701964125790e-02,        +3.269374160092e-13,        +9.930176057781e-04,        +1.218886669567e-11,        +3.701964125790e-02,        +3.269374160092e-13,        +9.930176057781e-04,        +7.529758693164e-11,        +2.286914547015e-01,        +4.752823480048e-12,        +1.443590473814e-02,        +4.701214260471e-11,        +1.427837958561e-01,        +6.459381363657e-11,        +1.961928828717e-01,        +4.728686486102e-11,        +1.436181736230e-01,        +6.492005219781e-11,        +1.971837778232e-01,        +4.695349061390e-11,        +1.426056598807e-01,        +6.457841128627e-11,        +1.961461008141e-01,        +4.704940531869e-11,        +1.428969689951e-01,        +6.462566290324e-11,        +1.962896196812e-01,        +4.704353362645e-11,        +1.428791356767e-01,        +6.457423316405e-11,        +1.961334104681e-01,        +6.422031098197e-12,        +1.950479017765e-02,        +8.633042394088e-13,        +2.622141935726e-03,        +1.250610120617e-16,        +3.798313590156e-07,        +1.035139300025e-15,        +3.144062132456e-06
 3.00e+00,        +3.292540468113e-10,        +3.292381089959e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +5.021215928691e-16,        +1.525027855335e-06,        +3.526910335370e-16,        +1.071233930400e-06,        +5.021215928691e-16,        +1.525027855335e-06,        +3.526910335370e-16,        +1.071233930400e-06,        +3.272328656952e-15,        +9.938613325010e-06,        +1.046573897990e-15,        +3.178775085247e-06,        +6.590652940483e-11,        +2.001692311548e-01,        +6.622822319905e-11,        +2.011560065177e-01,        +7.197527871090e-11,        +2.186010450227e-01,        +6.014945471743e-11,        +1.826928690026e-01,        +6.961591221245e-11,        +2.114352515532e-01,        +6.202352292549e-11,        +1.883850053527e-01,        +6.218041685729e-11,        +1.888523997184e-01,        +6.925872570978e-11,        +2.103605986592e-01,        +5.957153655201e-11,        +1.809287907892e-01,        +7.155667439972e-11,        +2.173401937520e-01,        +1.150195127140e-16,        +3.493336340979e-07,        +1.831479428573e-16,        +5.562780791564e-07,        +4.836040379183e-16,        +1.468786921837e-06,        +1.992563151668e-14,        +6.052042874822e-05
 4.00e+00,        +3.292540468113e-10,        +3.292376705390e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.660510391798e-12,        +8.080418198544e-03,        +6.328918490762e-12,        +1.922294760621e-02,        +2.660510391798e-12,        +8.080418198544e-03,        +6.328918490762e-12,        +1.922294760621e-02,        +9.586106692161e-12,        +2.911462071613e-02,        +4.924076920525e-12,        +1.495599489714e-02,        +4.244129214648e-11,        +1.289013530965e-01,        +5.714084388076e-11,        +1.735549999100e-01,        +7.580745033910e-11,        +2.302399957518e-01,        +6.726904659167e-11,        +2.043175876003e-01,        +6.400975037342e-11,        +1.944083937413e-01,        +6.315962944045e-11,        +1.918359747141e-01,        +4.741158831259e-11,        +1.439969797539e-01,        +5.734271633593e-11,        +1.741681510565e-01,        +8.566470210717e-11,        +2.601781297354e-01,        +7.036461888060e-11,        +2.137198297066e-01,        +1.672607853634e-12,        +5.079991786989e-03,        +2.704788847579e-12,        +8.215307935910e-03,        +3.859493376202e-17,        +1.172193147990e-07,        +3.031150683853e-15,        +9.206573108391e-06
 5.00e+00,        +3.292540468113e-10,        +3.292388498030e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.714582322045e-12,        +8.244643758628e-03,        +6.417458363806e-12,        +1.949180167422e-02,        +2.714582322045e-12,        +8.244643758628e-03,        +6.417458363806e-12,        +1.949180167422e-02,        +9.671181091736e-12,        +2.937300599764e-02,        +4.961505288965e-12,        +1.506962283441e-02,        +8.555138438559e-11,        +2.598339647276e-01,        +7.072979502903e-11,        +2.148282168747e-01,        +5.008929426297e-11,        +1.521296237603e-01,        +5.865373369565e-11,        +1.781494915644e-01,        +6.160714071017e-11,        +1.871112634964e-01,        +6.254208709924e-11,        +1.899596209155e-01,        +7.831227765082e-11,        +2.378475782128e-01,        +6.820712238464e-11,        +2.071660814800e-01,        +3.963921879764e-11,        +1.203909843525e-01,        +5.502094156485e-11,        +1.671155806727e-01,        +1.668961355238e-12,        +5.068916757139e-03,        +2.704303770643e-12,        +8.213805182047e-03,        +6.235077023698e-18,        +1.893697916269e-08,        +1.902606124668e-15,        +5.778802002882e-06
 6.00e+00,        +3.292540468113e-10,        +3.291139477372e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.328090870599e-13,        +4.033635678774e-04,        +2.636411888853e-13,        +8.010635547292e-04,        +1.328090870599e-13,        +4.033635678774e-04,        +2.636411888853e-13,        +8.010635547292e-04,        +3.959001980005e-13,        +1.202415587097e-03,        +1.379957379947e-13,        +4.192947121915e-04,        +2.351638411519e-10,        +7.142321967773e-01,        +2.354888469833e-10,        +7.155237527986e-01,        +2.176582627588e-11,        +6.610648065431e-02,        +2.375875134632e-11,        +7.219004697208e-02,        +2.039289059272e-11,        +6.193664372608e-02,        +2.481434646633e-11,        +7.539743191358e-02,        +2.784298985533e-11,        +8.456385008773e-02,        +2.469523339206e-11,        +7.503551144474e-02,        +2.354521860803e-11,        +7.151079488941e-02,        +1.990990958691e-11,        +6.049549016016e-02,        +1.202874112706e-14,        +3.653331293436e-05,        +4.351294003750e-14,        +1.322123852139e-04,        +2.542301282290e-15,        +7.721397221725e-06,        +1.710095392868e-15,        +5.196058704366e-06
 7.00e+00,        +3.292540468113e-10,        +3.292363765492e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +6.228177055824e-15,        +1.891602279803e-05,        +2.912574153806e-13,        +8.846453069168e-04,        +6.228177055824e-15,        +1.891602279803e-05,        +2.912574153806e-13,        +8.846453069168e-04,        +1.410801767955e-13,        +4.284842605940e-04,        +3.974872903667e-13,        +1.207300646827e-03,        +5.660553469241e-11,        +1.719205435457e-01,        +6.539997375451e-11,        +1.986413969197e-01,        +7.464859871093e-11,        +2.267203681591e-01,        +6.591925788211e-11,        +2.002186349304e-01,        +8.060054480481e-11,        +2.447974309971e-01,        +6.624145722941e-11,        +2.011972611401e-01,        +6.602583407010e-11,        +2.005315795190e-01,        +6.569630087386e-11,        +1.995414405979e-01,        +5.122406859374e-11,        +1.555761245453e-01,        +6.518855840332e-11,        +1.979992584251e-01,        +2.111339750560e-15,        +6.412494458329e-06,        +9.828570635676e-14,        +2.985262667112e-04,        +4.624567290617e-17,        +1.404558982769e-07,        +3.797993935876e-15,        +1.153576641707e-05
 8.00e+00,        +3.292540468113e-10,        +3.292319419664e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +1.147155460230e-11,        +3.484104360568e-02,        +3.737824886791e-13,        +1.135316599132e-03,        +1.147155460230e-11,        +3.484104360568e-02,        +3.737824886791e-13,        +1.135316599132e-03,        +5.433820391170e-11,        +1.650342780535e-01,        +3.591293454095e-12,        +1.090809546803e-02,        +5.223841601531e-11,        +1.586568685221e-01,        +6.510912691907e-11,        +1.977606623774e-01,        +5.227239693553e-11,        +1.587600743006e-01,        +6.510837957400e-11,        +1.977583924121e-01,        +5.175069582131e-11,        +1.571755801409e-01,        +6.460513104904e-11,        +1.962298392530e-01,        +5.199249729913e-11,        +1.579099719583e-01,        +6.478769247361e-11,        +1.967843462777e-01,        +5.245125979703e-11,        +1.593033109388e-01,        +6.519845335658e-11,        +1.980319800295e-01,        +2.738553865789e-12,        +8.317449374763e-03,        +4.567213104902e-13,        +1.387232683932e-03,        +4.685631853345e-16,        +1.423105319046e-06,        +1.361340863577e-15,        +4.134899109261e-06
