        m,           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m),           Re{E_x[5]} (V/m),           Im{E_x[5]} (V/m),           Re{E_y[5]} (V/m),           Im{E_y[5]} (V/m),           Re{E_z[5]} (V/m),           Im{E_z[5]} (V/m),           Re{E_x[6]} (V/m),           Im{E_x[6]} (V/m),           Re{E_y[6]} (V/m),           Im{E_y[6]} (V/m),           Re{E_z[6]} (V/m),           Im{E_z[6]} (V/m),           Re{E_x[7]} (V/m),           Im{E_x[7]} (V/m),           Re{E_y[7]} (V/m),           Im{E_y[7]} (V/m),           Re{E_z[7]} (V/m),           Im{E_z[7]} (V/m),           Re{E_x[8]} (V/m),           Im{E_x[8]} (V/m),           Re{E_y[8]} (V/m),           Im{E_y[8]} (V/m),           Re{E_z[8]} (V/m),           Im{E_z[8]} (V/m),           Re{E_x[9]} (V/m),           Im{E_x[9]} (V/m),           Re{E_y[9]} (V/m),           Im{E_y[9]} (V/m),           Re{E_z[9]} (V/m),           Im{E_z[9]} (V/m),          Re{E_x[10]} (V/m),          Im{E_x[10]} (V/m),          Re{E_y[10]} (V/m),          Im{E_y[10]} (V/m),          Re{E_z[10]} (V/m),          Im{E_z[10]} (V/m),          Re{E_x[11]} (V/m),          Im{E_x[11]} (V/m),          Re{E_y[11]} (V/m),          Im{E_y[11]} (V/m),          Re{E_z[11]} (V/m),          Im{E_z[11]} (V/m),          Re{E_x[12]} (V/m),          Im{E_x[12]} (V/m),          Re{E_y[12]} (V/m),          Im{E_y[12]} (V/m),          Re{E_z[12]} (V/m),          Im{E_z[12]} (V/m),          Re{E_x[13]} (V/m),          Im{E_x[13]} (V/m),          Re{E_y[13]} (V/m),          Im{E_y[13]} (V/m),          Re{E_z[13]} (V/m),          Im{E_z[13]} (V/m),          Re{E_x[14]} (V/m),          Im{E_x[14]} (V/m),          Re{E_y[14]} (V/m),          Im{E_y[14]} (V/m),          Re{E_z[14]} (V/m),          Im{E_z[14]} (V/m),          Re{E_x[15]} (V/m),          Im{E_x[15]} (V/m),          Re{E_y[15]} (V/m),          Im{E_y[15]} (V/m),          Re{E_z[15]} (V/m),          Im{E_z[15]} (V/m),          Re{E_x[16]} (V/m),          Im{E_x[16]} (V/m),          Re{E_y[16]} (V/m),          Im{E_y[16]} (V/m),          Re{E_z[16]} (V/m),          Im{E_z[16]} (V/m),          Re{E_x[17]} (V/m),          Im{E_x[17]} (V/m),          Re{E_y[17]} (V/m),          Im{E_y[17]} (V/m),          Re{E_z[17]} (V/m),          Im{E_z[17]} (V/m),          Re{E_x[18]} (V/m),          Im{E_x[18]} (V/m),          Re{E_y[18]} (V/m),          Im{E_y[18]} (V/m),          Re{E_z[18]} (V/m),          Im{E_z[18]} (V/m)
 1.00e+00,        -2.909738095625e+01,        -1.969400115847e-03,        -1.479681878365e+02,        -4.908042826168e-02,        -1.193648339927e-01,        -1.851433333886e-05,        -2.908972897207e+01,        -1.972558539376e-03,        -1.479759969039e+02,        -4.907759981269e-02,        -6.092283871857e-02,        +1.313318731150e-05,        -2.899254614870e+01,        -1.965488485485e-03,        -1.480602727158e+02,        -4.909736177754e-02,        -1.987798222477e-01,        -1.228225310912e-05,        -2.881973876183e+01,        -1.942794822121e-03,        -1.481552753102e+02,        -4.912398207121e-02,        -2.726203762363e-01,        -1.082618343910e-05,        -2.864701348198e+01,        -1.939707725368e-03,        -1.483287527777e+02,        -4.917276991824e-02,        -2.643099853220e-01,        +1.867683660772e-05,        -2.834153490010e+01,        -1.911990275935e-03,        -1.485875909511e+02,        -4.925395192987e-02,        -4.412245882624e-01,        -2.232022189430e-05,        -2.799693849558e+01,        -1.874715344155e-03,        -1.489374050367e+02,        -4.936666572919e-02,        -4.822308281127e-01,        -1.180546730570e-05,        -2.771568716866e+01,        -1.841024564821e-03,        -1.491198083635e+02,        -4.942894953700e-02,        -5.087748963467e-01,        -4.956186176860e-06,        -2.735108952943e+01,        -1.807696184281e-03,        -1.493393514711e+02,        -4.950237727435e-02,        -5.750793625976e-01,        -6.933577651840e-06,        -2.698649189019e+01,        -1.774367803741e-03,        -1.496588523979e+02,        -4.961124512425e-02,        -6.408394238738e-01,        -8.880931594321e-06,        -2.687255512793e+01,        -1.763952684822e-03,        -1.497791955996e+02,        -4.965253431917e-02,        -6.612777974712e-01,        -9.483319660496e-06,        -3.558175072040e+00,        -2.969037125125e-04,        -1.404479564206e+02,        -4.655633767903e-02,        -7.419418634991e-01,        -9.357262755871e-06,        -5.376111467609e+01,        -2.211838203180e-03,        -1.335115720439e+02,        -4.394984595022e-02,        -4.847521647317e-01,        +6.840537049575e-05,        -4.904144394595e+01,        -1.992856575603e-03,        -1.465888733196e+02,        -4.715169623624e-02,        -3.416659738370e-01,        +1.017709161712e-04,        -4.209827216590e+01,        -1.674658564276e-03,        -1.572636013369e+02,        -4.970653358412e-02,        -4.168426055416e-01,        +7.909355097730e-05,        -3.407058124389e+01,        -1.405302399532e-03,        -1.598580503169e+02,        -4.960329515772e-02,        -4.218470779687e-01,        +5.044291524996e-05,        -1.641452640161e+01,        +3.266299157220e-04,        -1.367250504166e+02,        -4.197121866434e-02,        -1.299766787271e+00,        -5.465784145414e-05,        +1.241429382241e+00,        +1.244853201228e-03,        -9.942413660906e+01,        -2.989232558125e-02,        -1.606329140744e+00,        -2.644722678041e-04
 2.00e+00,        +1.479466089761e+02,        +1.852997259749e-02,        -2.911382356124e+01,        +4.020006949712e-03,        +3.861032227189e-01,        +1.524392165964e-05,        +1.478279401772e+02,        +1.851301151881e-02,        -2.910607308099e+01,        +4.003743304487e-03,        +5.628771926589e-01,        +1.799480668443e-05,        +1.472992754459e+02,        +1.843423420085e-02,        -2.913421159905e+01,        +3.969168580307e-03,        +8.448724506946e-01,        +2.721273886377e-05,        +1.465579571817e+02,        +1.832150388876e-02,        -2.921410153146e+01,        +3.928109066118e-03,        +1.242072509982e+00,        +4.824115324361e-05,        +1.454209951684e+02,        +1.815395047338e-02,        -2.919898354570e+01,        +3.903809479619e-03,        +1.642421153282e+00,        +6.623220079005e-05,        +1.438614698835e+02,        +1.792144744806e-02,        -2.925854902946e+01,        +3.873777996995e-03,        +1.886483460538e+00,        +7.419108570206e-05,        +1.422290436838e+02,        +1.767579284449e-02,        -2.932111759536e+01,        +3.848401229037e-03,        +2.247967015797e+00,        +9.117188007849e-05,        +1.409637323485e+02,        +1.748571004318e-02,        -2.944283914938e+01,        +3.820550114958e-03,        +2.493059132003e+00,        +1.057974384871e-04,        +1.391102456800e+02,        +1.720784742341e-02,        -2.955358170756e+01,        +3.790246621093e-03,        +2.804192212064e+00,        +1.250447668928e-04,        +1.372567590115e+02,        +1.692998480363e-02,        -2.968352886052e+01,        +3.762513479808e-03,        +3.112852313521e+00,        +1.440740373819e-04,        +1.366775444276e+02,        +1.684315273495e-02,        -2.972807578811e+01,        +3.754373996244e-03,        +3.208801441412e+00,        +1.499759655010e-04,        +1.812219787043e+01,        +2.560551270384e-03,        -2.723636255819e+01,        +3.543751455184e-03,        +3.722957968194e+00,        +2.106688430571e-04,        +2.724374098592e+02,        +2.666330690033e-02,        -2.607111658264e+01,        +3.383887427913e-03,        +3.925591214529e+00,        +2.032232862290e-04,        +2.491098532191e+02,        +2.436820079211e-02,        -2.421392802795e+01,        +4.159119136717e-03,        +3.822891235211e+00,        +1.720947299826e-04,        +2.134192798558e+02,        +2.062973216463e-02,        -2.828790963141e+01,        +4.474156607503e-03,        +3.479751798371e+00,        +1.317026428900e-04,        +1.688594541272e+02,        +1.550262373711e-02,        -2.768869997643e+01,        +4.715079946869e-03,        +2.802979832691e+00,        +7.566630302737e-05,        +9.022508476418e+01,        +5.642104831500e-03,        -2.950387505825e+01,        +3.393673201508e-03,        +5.373795673105e+00,        +2.795007467261e-04,        -3.341900898406e+00,        -5.637197425767e-03,        -2.067214969409e+01,        +2.176055178512e-03,        +3.040118343361e+00,        +4.448300552072e-05
 3.00e+00,        -1.952821744583e-01,        -3.827828282228e-04,        -7.309727252438e+00,        +2.754924985646e-04,        -3.248905650575e-02,        -4.703573467039e-06,        -1.950216370950e-01,        -3.824745786829e-04,        -1.455920938184e+01,        +5.852886061215e-04,        -3.313550453897e-02,        -5.111128194842e-06,        -1.952094082262e-01,        -3.810668964698e-04,        -2.903934799330e+01,        +1.204491692473e-03,        -3.073444115954e-02,        -5.963604038339e-06,        -1.929591109543e-01,        -3.791236070471e-04,        -4.348159817973e+01,        +1.822864769381e-03,        -3.184421730658e-02,        -6.994526487664e-06,        -1.936860905673e-01,        -3.761109641607e-04,        -5.786112779968e+01,        +2.439432066198e-03,        -3.200858467535e-02,        -8.017756345078e-06,        -1.894144786458e-01,        -3.720546553738e-04,        -7.215557842238e+01,        +3.054076088228e-03,        -2.680467615885e-02,        -8.792025360441e-06,        -1.908085837779e-01,        -3.676680950275e-04,        -8.634595756858e+01,        +3.666153049021e-03,        -2.699647194895e-02,        -9.718987917556e-06,        -1.874884859474e-01,        -3.644206061404e-04,        -9.479746087671e+01,        +4.032125321219e-03,        -3.004344283981e-02,        -1.026770970640e-05,        -1.875302210989e-01,        -3.594843288042e-04,        -1.059971068236e+02,        +4.518364848053e-03,        -3.382961661421e-02,        -1.090450461659e-05,        -1.875719562504e-01,        -3.545480514680e-04,        -1.171143341781e+02,        +5.002616567583e-03,        -3.793305028549e-02,        -1.152435364083e-05,        -1.875849984852e-01,        -3.530054648005e-04,        -1.205715654760e+02,        +5.153537574142e-03,        -3.928043637253e-02,        -1.171458123039e-05,        -2.359546293438e-02,        -4.732356008173e-05,        -1.298349692451e+02,        +5.547060873779e-03,        -3.391353464075e-02,        -1.302251330321e-05,        -3.311221027823e-01,        -6.965504692904e-04,        -1.420184956160e+02,        +6.009729755272e-03,        -5.344431675022e-02,        -1.157769907090e-05,        -3.363672957315e-01,        -6.350078272040e-04,        -1.555317274669e+02,        +6.499713670585e-03,        -1.179589823647e-01,        -8.211650035760e-06,        -2.534312234322e-01,        -5.451596119322e-04,        -1.817640863059e+02,        +7.528007035833e-03,        -8.431217895139e-02,        -9.464276387541e-06,        -5.276642578981e-01,        -4.225167236246e-04,        -2.230126395772e+02,        +9.276429890275e-03,        +7.288450322492e-02,        -1.064631168771e-05,        +5.992782631233e-01,        -2.436305125169e-04,        -2.870463566155e+02,        +1.255017291101e-02,        +9.794921758071e-03,        -1.697218720751e-05,        -3.159501879655e-01,        +1.632028919274e-05,        -3.201784420161e+02,        +1.541755377760e-02,        +8.443080612714e-01,        -3.698641892401e-05
 4.00e+00,        -8.577749245284e-01,        -5.186217308408e-05,        +6.742032444957e-02,        +1.168635011508e-05,        -3.737498242503e+02,        -5.063190311828e-02,        -1.939427538330e+00,        -1.257274828521e-04,        -5.345807499756e-02,        -3.250219609001e-06,        -3.734935953912e+02,        -5.059364231061e-02,        -4.008513743663e+00,        -2.638490471506e-04,        -1.089383943171e-02,        +2.985656667795e-06,        -3.725285331769e+02,        -5.044693700166e-02,        -5.980680068867e+00,        -3.880448968053e-04,        +2.756410699937e-02,        +7.483609748459e-06,        -3.709457882274e+02,        -5.020370863947e-02,        -7.939258300295e+00,        -5.130289320476e-04,        +1.076109055846e-01,        +1.625289810637e-05,        -3.686536101029e+02,        -4.985388826511e-02,        -9.924669396096e+00,        -6.436230842454e-04,        +1.840401148525e-02,        +7.158507719447e-06,        -3.658889556154e+02,        -4.942487685607e-02,        -1.171366781448e+01,        -7.501250608644e-04,        -1.683737844205e-02,        +2.652930696704e-06,        -3.623851782954e+02,        -4.888497656372e-02,        -1.284563795316e+01,        -8.214705116099e-04,        +5.118280298034e-02,        +1.067927771717e-05,        -3.600411156461e+02,        -4.852339390650e-02,        -1.424629638407e+01,        -9.054739455705e-04,        +6.916065187327e-02,        +1.295932525872e-05,        -3.566506179284e+02,        -4.799877951461e-02,        -1.564695481498e+01,        -9.894773795312e-04,        +8.710915204602e-02,        +1.521584130881e-05,        -3.530496569820e+02,        -4.743670353800e-02,        -1.608466057464e+01,        -1.015728452644e-03,        +9.271203956911e-02,        +1.591617678028e-05,        -3.518811952819e+02,        -4.725337224376e-02,        -3.629289950876e+00,        -2.680889952236e-04,        -9.340274183395e-02,        -8.535979418089e-06,        -3.451842143129e+02,        -4.620790260398e-02,        -6.815126892913e+01,        -2.271204091849e-03,        -2.226613207359e-01,        -2.149655915261e-05,        -3.216360210355e+02,        -4.293326246260e-02,        -6.382627855799e+01,        -2.221655423701e-03,        -1.909705218141e+00,        -8.755591795205e-05,        -2.899424427699e+02,        -3.885657008175e-02,        -5.724298738638e+01,        -2.102576047766e-03,        -4.433662244862e-01,        +4.672617640026e-05,        -2.311733063366e+02,        -3.115430728002e-02,        -4.723098532754e+01,        -1.673495234711e-03,        -2.436480720962e+00,        -9.118838077549e-05,        -1.415598986817e+02,        -1.916793091678e-02,        -3.126700390509e+01,        -7.283432466171e-04,        +2.222558826832e+00,        +1.992517349350e-04,        +5.712488569590e-01,        +7.404733234937e-04,        -1.177330702525e+01,        +4.950392458831e-04,        +4.326207023417e+00,        +4.387350558386e-04,        +1.158377655261e+02,        +1.653523047949e-02
