        m,           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m),           Re{E_x[5]} (V/m),           Im{E_x[5]} (V/m),           Re{E_y[5]} (V/m),           Im{E_y[5]} (V/m),           Re{E_z[5]} (V/m),           Im{E_z[5]} (V/m),           Re{E_x[6]} (V/m),           Im{E_x[6]} (V/m),           Re{E_y[6]} (V/m),           Im{E_y[6]} (V/m),           Re{E_z[6]} (V/m),           Im{E_z[6]} (V/m)
 1.00e+00,        -1.273640336392e-01,        -3.703837304809e-06,        +3.180042001153e+02,        +3.606467878414e-04,        -6.127794473906e-01,        -4.868286272011e-06,        -2.012564909383e+02,        -2.350037482327e-04,        +2.388884541285e+02,        +2.774028261298e-04,        +2.292690438114e+00,        +3.770555219768e-06,        -3.069589234940e+02,        -3.594798641665e-04,        +5.506312329397e+01,        +6.200038302998e-05,        +3.420333039959e-01,        +7.019253837641e-06,        -3.010653275706e+00,        -1.453360547947e-05,        +2.413271907706e+02,        -1.553827400123e-04,        -3.664125397639e-02,        -8.943314141880e-06,        -1.549059037364e+02,        +8.834330806762e-05,        +1.856538115644e+02,        -1.060257972259e-04,        +4.756331034216e-01,        -4.560881613076e-06,        -2.360325679649e+02,        +1.230647909448e-04,        +4.475287770776e+01,        -2.843310433238e-06,        -3.562012068400e-01,        +3.776152576399e-05
 2.00e+00,        +6.451608967453e+00,        +2.808610265550e-04,        +1.295840752610e+00,        -3.104849916224e-04,        -7.827889521147e+01,        +4.056683027769e-03,        -1.024128642442e+00,        -4.575324488963e-04,        -2.047142493452e-01,        -3.163686726234e-04,        -8.284063103620e+01,        +3.536531611926e-03,        +1.244767415541e-01,        -1.483669766546e-04,        +6.198119160921e+00,        +3.926357704395e-04,        -7.715354874794e+01,        +4.305822921288e-03,        -2.277426260319e+00,        +3.379044923459e-04,        -1.730446380071e+00,        +1.287090953447e-05,        +1.686606183570e+02,        +2.974587975474e-03,        -3.011114014894e+00,        +1.389329414901e-04,        +7.788295504601e-01,        +1.486983187348e-05,        +1.661863539865e+02,        +2.736985784130e-03,        -4.512728913476e+00,        +1.952636479401e-04,        -2.426357852806e+00,        +3.221617071066e-04,        +1.701656893752e+02,        +3.013744975352e-03
 3.00e+00,        -1.039258201027e+02,        -2.800651653318e-03,        -1.354345540747e+02,        -3.852576615056e-04,        +1.707630839595e-01,        +1.225436160844e-04,        -1.594307888241e+02,        -6.671912078417e-04,        +4.971746257512e+01,        +2.268050068585e-03,        +1.286782594270e+00,        +1.631075633977e-04,        +3.924730832547e+01,        +2.015178707643e-03,        +1.896442193091e+02,        +1.465602555285e-03,        +6.441150342104e-01,        +1.234732850495e-04,        -3.385024323876e+01,        -9.143380735010e-04,        -5.093297255722e+01,        -1.178709506247e-04,        -1.344645064674e+00,        -3.516322079958e-04,        -5.703285920294e+01,        -2.966394216045e-04,        +2.289930181256e+01,        +8.495336614468e-04,        -4.053844154216e-01,        -3.207616066074e-04,        +1.282044976466e+01,        +7.345961780219e-04,        +6.305401440163e+01,        +4.899950993342e-04,        -1.251254067310e+00,        -3.165189429467e-04
 4.00e+00,        +1.647000463547e+02,        -6.668593397786e-04,        -8.659470494218e+01,        -9.439763499609e-04,        +6.490277839395e-01,        +1.992614478677e-04,        -8.253413986920e+01,        -1.085719229656e-03,        -1.653788294816e+02,        +2.754286229536e-04,        -6.911129307485e-01,        +2.257937320181e-04,        -1.524082761538e+02,        +2.172057925011e-04,        +3.410064901540e+01,        +1.254227106768e-03,        +8.181160662398e-01,        +1.931006271197e-04,        +5.406746244623e+01,        -2.126633878045e-04,        -3.468423332682e+01,        -3.506200202638e-04,        -1.224215443215e+00,        -5.398103048749e-04,        -2.419874242581e+01,        -3.849293884993e-04,        -5.847520587959e+01,        +1.244285308875e-04,        -2.270471872489e+00,        -5.265086834864e-04,        -5.636811993912e+01,        +8.023074060663e-05,        +1.138996840847e+01,        +4.216279608523e-04,        -4.030121536597e+00,        -5.511400914844e-04
 5.00e+00,        +4.087407601611e+00,        -1.024194895958e-04,        +3.575622973240e+00,        -2.347086625225e-05,        -1.404418399104e+01,        -9.327960010320e-04,        +3.426442870139e-01,        -7.608255897976e-06,        +1.205931753147e+00,        -5.186521901696e-05,        -3.313653528834e+01,        -1.978967890493e-03,        +1.680744835598e+00,        -3.899418655775e-06,        +3.520696979594e+00,        -1.092012391109e-04,        -6.730805424668e+00,        -4.810947908167e-04,        +1.502007259104e+00,        -1.461000476481e-04,        +9.144531399294e-01,        +9.945682647473e-07,        +1.325442693131e+01,        -1.595738167400e-03,        +1.313169652389e+00,        -8.743963957079e-05,        +3.853409618055e+00,        -1.647701093552e-04,        +1.034002680896e+01,        -2.244500579431e-03,        -4.259000649633e-01,        -2.349148619019e-06,        -2.702262847246e-02,        -1.320969544193e-04,        +1.679960987395e+01,        -1.360768680493e-03
 6.00e+00,        -2.017235084232e+00,        +3.502797303617e-05,        +1.163273508791e+00,        -1.511828336937e-06,        -8.813501342955e+00,        -2.481180504601e-04,        -9.765312830555e-01,        +6.711009248094e-06,        -2.807959424899e-01,        -2.452603601162e-05,        +3.746074669212e+00,        +2.332209880440e-04,        -1.133325464335e+00,        -1.849413926484e-05,        +2.566061000382e+00,        -2.964357647521e-05,        +1.001858899944e+01,        +2.774156432673e-04,        -1.368294091419e+00,        +1.663383887951e-05,        +1.414601189661e+00,        -6.664282012565e-06,        -1.966407618791e+01,        +3.914094647607e-04,        -1.717218700594e+00,        +2.891347014212e-06,        +2.109024394132e+00,        -1.539655483744e-05,        +2.543103431691e+00,        +8.552123348750e-05,        -2.667048388519e+00,        -5.239408713670e-06,        +1.566809220663e+00,        -1.038284915099e-05,        +2.164309430573e+01,        -3.937576246248e-04
 7.00e+00,        +8.678410445690e+00,        -6.744670183231e-04,        +9.182643223820e+00,        -2.188331376883e-04,        -5.112762320379e+01,        +3.867533954772e-04,        +9.552202911701e+00,        -5.404822613582e-04,        +5.835215329373e+00,        -4.408248695356e-04,        -2.214945201905e+02,        +2.051869984670e-03,        +9.330402886639e+00,        -2.857282730705e-04,        +3.751038545753e+00,        -5.790233608225e-04,        +1.579226161819e+01,        -2.537987004366e-04,        +6.927460893849e+00,        -1.227585033077e-03,        +2.218166701018e+00,        -3.164440752630e-05,        -2.786507079258e+01,        -9.244398495419e-04,        +1.015492941185e+01,        -1.007323511905e-03,        +4.348901703544e+00,        -8.195447161107e-04,        -9.684492583156e+01,        -2.659207498522e-04,        +2.777939017471e+00,        -2.483381031336e-04,        +3.996513036282e+00,        -1.161102620055e-03,        -2.004324155381e-01,        -1.184848334120e-03
 8.00e+00,        -5.919016038588e+00,        +1.193375978395e-04,        +4.889757140125e+00,        -7.529194466129e-05,        +2.496070091623e+02,        -4.927293125671e-03,        -2.832054260844e+00,        +4.680395487578e-05,        +1.420826903477e+00,        -1.152784119839e-05,        -3.463538940794e+01,        +6.908779155439e-04,        -4.507840898578e-01,        -7.417640207145e-06,        +5.739402541939e+00,        -9.987372289483e-05,        -2.606905210180e+02,        +5.140136244648e-03,        -2.002205887213e+00,        +5.258783660906e-05,        +4.001941633294e+00,        -7.383271531461e-05,        +1.004441921093e+02,        -2.017884587936e-03,        -2.325186874679e+00,        +4.846370951759e-05,        +2.688143900859e+00,        -3.710337820983e-05,        -1.442290995460e+01,        +2.882073504937e-04,        -2.071972047830e+00,        +3.257212620446e-05,        +2.899431347979e+00,        -4.439673779025e-05,        -1.054074311146e+02,        +2.106643286244e-03
 9.00e+00,        +3.259713913047e+00,        -7.121981504781e-03,        -3.767547043864e-02,        -8.935970148523e-06,        +1.498353958730e+02,        -2.876853672944e-01,        +4.066017706632e+00,        -8.455128373934e-03,        +5.358823615394e+00,        -1.084919853785e-02,        +1.630571875815e+02,        -3.136413627599e-01,        +3.654937467623e+00,        -7.207574303886e-03,        +1.822613780560e+00,        -4.327190651179e-03,        +1.492266833912e+02,        -2.862699407277e-01,        +6.710092485572e+00,        -1.449955505254e-02,        -4.581158124140e-01,        +8.971723979417e-04,        +1.116651649875e+02,        -2.180624028066e-01,        +7.517099764845e+00,        -1.567676120198e-02,        +2.893044992714e+00,        -6.632459038674e-03,        +1.147105698701e+02,        -2.241615857955e-01,        +3.718670254142e+00,        -7.420859862003e-03,        +6.543402252068e+00,        -1.415711383899e-02,        +1.087506786770e+02,        -2.123589525425e-01
 1.00e+01,        -1.012365542294e+02,        -1.934931919408e-03,        -1.238897821563e+01,        -9.662127375272e-04,        -1.227685982269e+01,        -1.144819449164e-03,        -8.129298990730e+01,        -1.827619132161e-03,        -6.818585314558e+01,        -1.395377445387e-03,        -2.492581444780e+01,        -2.005158942823e-04,        -2.556851927804e+01,        -1.255807204095e-03,        -9.514209150945e+01,        -1.564784428133e-03,        -3.711668627418e+00,        -1.567092562212e-03,        -1.865679926517e+02,        -1.227289825008e-03,        -2.239539969717e+00,        -6.417125002822e-04,        +8.690533643692e-01,        -1.070496041624e-03,        -1.464916328428e+02,        -1.406423334602e-03,        -1.230574260397e+02,        -1.000129493939e-03,        -8.800768580650e+00,        -6.878754030308e-04,        -3.675884020730e+01,        -8.894426608575e-04,        -1.815668980978e+02,        -8.975815858132e-04,        +4.799190142732e+00,        -1.207258983663e-03
