        m,               Re{I[1]} (A),               Im{I[1]} (A)
 1.00e+00,        -1.108177631388e-03,        +2.441869198541e-02
 2.00e+00,        +1.229962384972e-04,        -1.158122700707e-03
 3.00e+00,        -3.861382119485e-03,        -5.789017682269e-03
 4.00e+00,        +7.955850002392e-03,        +6.647687562184e-02
 5.00e+00,        +2.142583283305e-04,        -2.163325352314e-04
 6.00e+00,        +1.439657334890e-03,        -3.212127138826e-03
