        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        -5.540888156940e-02,        +1.220934599270e+00
 2.00e+00,        +6.149811924860e-03,        -5.790613503533e-02
 3.00e+00,        -1.930691059743e-01,        -2.894508841134e-01
 4.00e+00,        +3.977925001196e-01,        +3.323843781092e+00
 5.00e+00,        +1.071291641653e-02,        -1.081662676157e-02
 6.00e+00,        +7.198286674449e-02,        -1.606063569413e-01
