        m,               Re{V[1]} (V),               Im{V[1]} (V)
 1.00e+00,        +2.082595363251e-01,        -5.404853166248e-01
 2.00e+00,        -9.876377753225e-02,        +3.660613157232e-02
 3.00e+00,        -3.090068654095e-02,        +5.806638619436e-01
 4.00e+00,        -4.719076567592e-02,        -4.947966190532e-01
 5.00e+00,        -2.088034345938e-01,        +1.453172278935e+00
 6.00e+00,        -2.357075822698e-04,        +1.483587939980e-03
 7.00e+00,        +4.340381862848e-05,        -2.688854324349e-04
 8.00e+00,        +3.083616933275e-04,        -1.764496322539e-03
