        m,           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m),           Re{E_x[5]} (V/m),           Im{E_x[5]} (V/m),           Re{E_y[5]} (V/m),           Im{E_y[5]} (V/m),           Re{E_z[5]} (V/m),           Im{E_z[5]} (V/m),           Re{E_x[6]} (V/m),           Im{E_x[6]} (V/m),           Re{E_y[6]} (V/m),           Im{E_y[6]} (V/m),           Re{E_z[6]} (V/m),           Im{E_z[6]} (V/m),           Re{E_x[7]} (V/m),           Im{E_x[7]} (V/m),           Re{E_y[7]} (V/m),           Im{E_y[7]} (V/m),           Re{E_z[7]} (V/m),           Im{E_z[7]} (V/m),           Re{E_x[8]} (V/m),           Im{E_x[8]} (V/m),           Re{E_y[8]} (V/m),           Im{E_y[8]} (V/m),           Re{E_z[8]} (V/m),           Im{E_z[8]} (V/m),           Re{E_x[9]} (V/m),           Im{E_x[9]} (V/m),           Re{E_y[9]} (V/m),           Im{E_y[9]} (V/m),           Re{E_z[9]} (V/m),           Im{E_z[9]} (V/m)
 1.00e+00,        -1.653303172988e+01,        -1.103489816439e+00,        -1.949100242919e+02,        +2.595569556577e+02,        +1.711491281005e-01,        +2.126372447151e-01,        +1.385638267064e+02,        -1.638137016888e+02,        -1.419768077928e+02,        +1.987259816190e+02,        +1.912234393592e+00,        -1.730642217042e+00,        +2.083170435510e+02,        -2.494099309325e+02,        -5.768316489657e+01,        +4.435760312628e+01,        +2.094144058929e+00,        -1.385243861030e+00,        +5.954909635932e+00,        -5.412060823202e-01,        -1.514852585584e+02,        +1.937407237224e+02,        -2.563707908662e-01,        +5.534981033311e-02,        +1.059534735379e+02,        -1.237995199202e+02,        -1.154811423856e+02,        +1.473305281760e+02,        +1.155152429461e-01,        -2.053643462892e-01,        +1.594544194061e+02,        -1.900715394842e+02,        -3.451347343753e+01,        +3.329532218520e+01,        -1.124801459205e-01,        -1.397383488504e-01,        +1.067030954618e+00,        -2.315432218582e-03,        -7.326672234863e+01,        +9.477154355886e+01,        -1.070756361064e+00,        -1.132438852110e-01,        +1.071752469606e+01,        -2.023189726547e-01,        -3.548008468768e+01,        +4.772245570376e+01,        -1.212519847302e+00,        -1.056066436439e-01,        -1.885580258915e+03,        -3.612785165705e+01,        -1.292683227030e+03,        -7.911137736996e+00,        -1.723520220875e+02,        -4.398907232398e+00
 2.00e+00,        -9.629772080625e+00,        +6.255552920086e-01,        -2.008697209225e+00,        -1.368986046098e+00,        +7.557632788017e+01,        -2.465167444333e-01,        -1.397813766475e+01,        -1.412156267344e+00,        -2.045452731131e+01,        -8.203366293251e-01,        +7.485488409281e+01,        -2.524986758125e-01,        -7.361543225388e+00,        -7.615853607336e-01,        -1.326355079621e+01,        +1.388888139812e+00,        +7.853664099633e+01,        -2.708961918426e-01,        -3.705321241824e+01,        +3.426372204287e-01,        +5.889106030616e-01,        -5.398570418298e-01,        -1.871964465213e+02,        +6.988925651260e-01,        -3.151799196568e+01,        -3.509722077907e-01,        -2.670795172658e+01,        -1.746964402518e-01,        -1.851024395834e+02,        +6.841760142186e-01,        -8.897375488914e+00,        -2.792238734365e-01,        -4.086094798214e+01,        +6.265447564342e-01,        -1.861594362006e+02,        +6.947091946763e-01,        -1.495567198297e+00,        +7.486395700743e-03,        -1.020350930102e+00,        -5.696542816651e-02,        -4.282558472213e+02,        +1.568301445552e+00,        -7.738376406516e+00,        +3.295938206575e-02,        -1.599934924558e-01,        -2.786598119855e-02,        -4.476329606394e+02,        +1.637559196559e+00,        +9.212595034084e+01,        -1.311666025944e+01,        +6.321791314570e+01,        -9.419065718465e+00,        +1.867150134877e+01,        -7.987461245965e-01
 3.00e+00,        -3.164131175588e+01,        -1.026411446210e+02,        -6.319164181081e+01,        -1.276883081580e+02,        +5.100304187676e-01,        +4.569885200611e-01,        -7.196973562416e+01,        -1.497047396444e+02,        +8.018170569673e+00,        +4.930055723228e+01,        +1.186951306872e-01,        -3.461383528207e-01,        +7.495893818884e+00,        +4.377651372562e+01,        +8.193588886951e+01,        +1.814041272731e+02,        +4.628771054747e-01,        +6.871568199355e-01,        -1.000165729782e+01,        -3.296505979888e+01,        -2.547947546633e+01,        -5.140737662190e+01,        -1.420238385456e+00,        -1.749783403557e+00,        -2.484101238689e+01,        -5.266815871007e+01,        +3.962288362310e+00,        +2.017615373155e+01,        -1.582630753346e+00,        -2.005415314681e+00,        +1.665439409971e+00,        +1.357736507618e+01,        +2.732086938966e+01,        +6.045157050972e+01,        -1.306258498872e+00,        -1.438867368786e+00,        -5.772985967906e-02,        -2.295027249413e-01,        -2.924662353063e+00,        -5.514047991525e+00,        -3.103419744540e+00,        -3.676511686844e+00,        +4.389555631853e-02,        -2.178982141349e-01,        -1.354328681044e+00,        -2.438565022115e+00,        -3.240725463500e+00,        -3.828350002387e+00,        -6.463486124176e+02,        -1.245914380963e+03,        -4.535458637757e+02,        -8.700850729714e+02,        -3.788532252310e+01,        -7.035266200588e+01
 4.00e+00,        +1.417287019717e+02,        -8.587873582113e+01,        -1.091034127167e+02,        +3.269603835072e+01,        -1.159779106664e+00,        +6.801746592716e-01,        -6.150903179947e+01,        +2.790181581269e+01,        -1.618850950703e+02,        +8.244184335519e+01,        -1.009067541441e+00,        +9.170002499918e-01,        -1.243001154607e+02,        +6.811720496782e+01,        -1.050251565716e+01,        -1.167813022400e+01,        -1.725267233984e+00,        +1.854560304049e+00,        +6.001691106699e+01,        -2.851081031294e+01,        -6.755766580768e+01,        +9.272115127099e+00,        +7.302444502984e+00,        -1.055290218963e+00,        -1.227720802853e+01,        +4.862313993486e+00,        -8.775749978378e+01,        +2.280862426785e+01,        +6.575442983636e+00,        -7.750961102405e-01,        -3.593651127132e+01,        +2.486174428755e+01,        -1.883646039107e+01,        -9.683889793163e+00,        +6.607581067232e+00,        -1.046151134228e+00,        +1.561372684033e+00,        -1.980168205230e-01,        -2.505699541802e+01,        -1.016628361145e+00,        +1.490875382880e+01,        -3.032900024886e+00,        +1.194249048185e+01,        +1.804928850367e-01,        -1.702808202534e+01,        -1.604159694564e+00,        +1.530778628806e+01,        -3.248395157687e+00,        -5.160960776454e+03,        -1.240946876932e+02,        -3.548061426193e+03,        -5.902725476192e+01,        -4.427063304340e+02,        -1.963197586382e+01
 5.00e+00,        -1.307061152019e-01,        -2.898155902875e-01,        +1.018513741510e+01,        +6.999485674532e-01,        +1.212020123364e+00,        +5.354710358037e-02,        -2.379801147553e+00,        +4.371052612084e-02,        +3.065189400385e+00,        +4.526577411347e-01,        +1.263496530783e+00,        +3.524634923020e-02,        +1.157406714365e+00,        +3.829384175829e-01,        +2.147679110210e+00,        +2.138660531905e-01,        +6.464884956449e+00,        +2.411295902987e-01,        -1.374625010136e-01,        -1.337952510801e-01,        +7.351610437911e+00,        +5.249437472294e-01,        -6.535442714002e+00,        -4.256328007235e-01,        -1.640027308044e+00,        -1.310742585563e-02,        +4.421270807121e+00,        +4.446809427730e-01,        -1.950291076453e+01,        -9.342280258942e-01,        -2.526902269138e-01,        +1.022003323588e-01,        +2.021409165906e+00,        +2.077673872477e-01,        -2.459229418138e+01,        -1.067621946244e+00,        +2.676032028888e-01,        +8.935947225733e-03,        +7.895972505081e+00,        +4.247643089483e-01,        -1.573305697522e+01,        -1.003339725260e+00,        +1.529226358089e+00,        +5.014654289698e-02,        +6.825200565674e+00,        +3.562364328913e-01,        -8.432800593283e+00,        -5.512746900212e-01,        +1.609300142456e+01,        +2.017833794467e+01,        +1.142905886425e+01,        +1.378424223075e+01,        +1.602419487274e+00,        +1.768331954556e+00
 6.00e+00,        +1.128954011390e+00,        +3.374300097145e-01,        -1.405332456052e+00,        -3.612607483698e-01,        +2.337683552586e+00,        -1.216901918375e-01,        +2.763394881987e+00,        -2.719988769316e-01,        -7.152351787529e+00,        -2.031293928171e-01,        +1.723385546039e+00,        -8.726551841580e-02,        +8.181581283959e+00,        -7.210615110646e-01,        -2.757030571934e-01,        -1.654237279443e-01,        -2.443634281991e-01,        -1.639056271813e-02,        +2.185835042663e+00,        +9.574978433736e-02,        -9.274390809464e-01,        -2.900746079315e-01,        -2.428578702882e+01,        +1.015938534986e+00,        +3.453986994032e+00,        -1.822870002334e-01,        -3.951003628099e+00,        -2.318719334969e-01,        -1.455792416957e+01,        +6.959258270013e-01,        +7.142148769065e+00,        -3.872909138277e-01,        -2.456681844600e+00,        -9.108878610063e-02,        +2.628426705191e+00,        +4.764908607711e-02,        +5.583668188788e-01,        -1.694935991174e-02,        -2.373940663780e+00,        -8.179883335054e-02,        -5.991860332679e+01,        +2.520354568647e+00,        +6.227360262633e+00,        -1.976324767169e-01,        -1.758251324714e+00,        -6.617115650637e-02,        -3.012044725472e+01,        +1.301497843131e+00,        -2.719196092690e+01,        -2.496414074820e+01,        -1.916969898820e+01,        -1.701429731803e+01,        -2.108437290538e+00,        -2.198420893525e+00
