        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.442294998375e+00,        +4.016480481084e-03,        +3.040346283929e+02,        +1.068754006124e-13,        +7.060268031781e-09
 2.00e+00,        +2.598989575428e+00,        +8.358052605479e-05,        +1.554781777198e+04,        +9.338928965716e-14,        +6.169709887281e-09
 3.00e+00,        +2.604409641631e+00,        +3.514790415009e-04,        +3.704928826234e+03,        +1.051157989692e-13,        +6.944428738068e-09
 4.00e+00,        +2.638645219226e+00,        +2.685745175193e-02,        +4.912569376187e+01,        +4.675330339067e-14,        +3.088775266584e-09
 5.00e+00,        +2.701605058298e+00,        +6.456851955720e-05,        +2.092045069019e+04,        +1.231549721829e-13,        +8.136471683664e-09
 6.00e+00,        +2.701803708322e+00,        +6.507587584195e-05,        +2.075887319340e+04,        +1.107317443003e-13,        +7.315707626354e-09
