        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +3.069804921117e+02,        +7.955863845206e-03
 2.00e+00,        +4.279838646813e+05,        -6.072634484394e-06
 3.00e+00,        +4.522442157776e+03,        -5.758856721147e-04
 4.00e+00,        +4.934253395675e+01,        +5.347607849931e-02
 5.00e+00,        +1.615847483305e+06,        +1.671943104910e-06
 6.00e+00,        +9.213436822866e+05,        -2.932460232013e-06
