        f (GHz),               Φ_pow[1] (W),               Φ_pow[2] (W),               Φ_pow[3] (W)
 2.43648500e+00,        +6.961815928833e-04,        +1.339128518625e-03,        -1.019025145836e-04
 2.43649000e+00,        +6.984392729565e-04,        +1.339284782133e-03,        -1.019205117951e-04
 2.43649500e+00,        +7.007115789917e-04,        +1.339441696439e-03,        -1.019385924677e-04
 2.43650000e+00,        +7.029986384472e-04,        +1.339599265574e-03,        -1.019567571976e-04
 2.43650500e+00,        +7.053005801741e-04,        +1.339757494257e-03,        -1.019750066133e-04
 2.43651000e+00,        +7.076175344386e-04,        +1.339916386191e-03,        -1.019933413273e-04
 2.43651500e+00,        +7.099496329349e-04,        +1.340075946429e-03,        -1.020117619711e-04
 2.43652000e+00,        +7.122970088110e-04,        +1.340236178565e-03,        -1.020302691717e-04
 2.43652500e+00,        +7.146597966815e-04,        +1.340397087837e-03,        -1.020488635769e-04
 2.43653000e+00,        +7.170381326517e-04,        +1.340558678199e-03,        -1.020675458235e-04
 2.43653500e+00,        +7.194321543347e-04,        +1.340720954200e-03,        -1.020863165711e-04
 2.43654000e+00,        +7.218420008731e-04,        +1.340883920108e-03,        -1.021051764705e-04
 2.43654500e+00,        +7.242678129587e-04,        +1.341047580874e-03,        -1.021241261927e-04
