        m,                   Q_ext[1],             κ_ext[1] (GHz)
 1.00e+00,        +5.311240055291e+04,        +4.592509953197e-05
 2.00e+00,        +4.682171481375e+09,        -5.549083124915e-10
 3.00e+00,        +5.549398281292e+06,        +4.693430349232e-07
 4.00e+00,        +7.842144396971e+03,        +3.322674432992e-04
 5.00e+00,        +5.388326912994e+07,        -5.013327931568e-08
 6.00e+00,        +9.300638229261e+08,        -2.904890884923e-09
 7.00e+00,        +1.437776657636e+10,        +1.946895358384e-10
 8.00e+00,        +3.204248685156e+13,        +8.989980528705e-14
