        m,           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m),           Re{E_x[5]} (V/m),           Im{E_x[5]} (V/m),           Re{E_y[5]} (V/m),           Im{E_y[5]} (V/m),           Re{E_z[5]} (V/m),           Im{E_z[5]} (V/m),           Re{E_x[6]} (V/m),           Im{E_x[6]} (V/m),           Re{E_y[6]} (V/m),           Im{E_y[6]} (V/m),           Re{E_z[6]} (V/m),           Im{E_z[6]} (V/m)
 1.00e+00,        -2.092025077947e+01,        +3.318955719723e-02,        -6.787800468022e+01,        +6.235926427109e-02,        -1.578831717514e+00,        +2.007105411838e-03,        -9.698263031549e+00,        +1.813229678725e-02,        -4.797526320221e+00,        +1.718051260562e-02,        -1.247403306626e+00,        +1.462393057291e-03,        -8.199082793762e+01,        +7.988625183119e-02,        -2.715586946522e+00,        +4.817494170031e-03,        -1.802711959005e-01,        -2.008035469721e-04,        -1.438067970358e+02,        +1.511218961072e-01,        -1.032994186537e+02,        +8.628495098441e-02,        -2.770002116134e+00,        +2.817854249406e-03,        -1.435768193613e+02,        +1.428415662708e-01,        -1.048570442439e+02,        +8.869804971275e-02,        -3.748709523342e+00,        +3.420498492662e-03,        -1.398775398860e+02,        +1.331515785788e-01,        -1.116677700307e+02,        +8.520002802589e-02,        -3.522920872734e+00,        +3.014436947710e-03
 2.00e+00,        -9.485617995404e+00,        +2.960140201918e+00,        +9.197355077269e+01,        -2.849581256075e+01,        -2.157633636312e+00,        +6.709539717163e-01,        -6.894327042572e+01,        +2.132464992995e+01,        +8.648671526737e+01,        -2.675499158080e+01,        +1.635054189147e+00,        -5.050748633930e-01,        -7.635697979437e+01,        +2.363222186120e+01,        +2.529475369198e+01,        -7.881632009107e+00,        +3.813545766665e+00,        -1.182990835101e+00,        -9.734587614015e+01,        +3.022705209074e+01,        +1.288868898385e+02,        -3.996867169006e+01,        -2.146485714521e+00,        +6.661204284378e-01,        -9.730348721187e+01,        +3.015444895707e+01,        +1.306298700113e+02,        -4.052116257006e+01,        +3.321932560066e-01,        -1.031094808121e-01,        -9.971738494228e+01,        +3.088158109898e+01,        +1.333286626420e+02,        -4.142099207402e+01,        +6.439645947498e-01,        -2.002527097168e-01
 3.00e+00,        -3.316390086009e-01,        +1.131674538600e-01,        +3.336626323779e+02,        +3.698213644403e+01,        +2.735052816546e-01,        +2.048714894862e-02,        -2.101264097938e+02,        -2.293989879619e+01,        +2.523874972644e+02,        +2.747806046483e+01,        -2.399845792804e+00,        -2.828207247799e-01,        -3.233320987938e+02,        -3.591066731586e+01,        +5.796046731901e+01,        +6.451229881061e+00,        -1.836502652458e+00,        -2.086040134812e-01,        -6.805116995356e-01,        -1.742426769351e-01,        +2.507676622666e+02,        +2.779311897039e+01,        +8.101254151820e-02,        +6.862226678286e-03,        -1.593180869383e+02,        -1.759658577218e+01,        +1.900625294494e+02,        +2.099338588753e+01,        -2.772029726556e-01,        -3.367124847315e-02,        -2.453713968966e+02,        -2.716496859598e+01,        +4.481398352655e+01,        +5.128385327557e+00,        -1.416828096738e-01,        -1.684938425214e-02
 4.00e+00,        -7.871780849161e+01,        -4.942604987422e-02,        +1.569042714796e+02,        -3.146124711263e-01,        +5.133110167023e+00,        -1.258065487748e-02,        +1.738984938514e+02,        -3.402448818239e-01,        +1.012371996970e+02,        -1.949731595204e-02,        +5.986290775936e+00,        -1.366559822774e-02,        +9.000694616883e+01,        +6.788866247133e-03,        -1.646177732887e+02,        +3.725597977035e-01,        +7.405386747731e+00,        -1.570758194829e-02,        -2.862038186607e+01,        +1.838441842755e-04,        +5.767890620905e+01,        -1.259463143746e-01,        -1.311796310903e+01,        +3.751002144556e-02,        +5.045243734052e+01,        -8.883303144554e-02,        +2.413499442125e+01,        +3.680138281882e-03,        -1.209841072654e+01,        +3.598116910954e-02,        +3.601177197834e+01,        +6.907375759149e-03,        -6.232876686121e+01,        +1.276167869328e-01,        -1.303955962490e+01,        +3.764980271139e-02
 5.00e+00,        -1.078616625993e+01,        -5.735700287976e-03,        -1.251412171811e+01,        +1.608325004910e-02,        +7.600977542590e+01,        +5.968688398735e-03,        -2.578200076702e+01,        +2.264392310005e-02,        -2.220035090384e+01,        +1.963882603005e-02,        +7.459976781216e+01,        +6.214698399336e-03,        -8.857707256586e+00,        +1.370502526435e-02,        -7.861637842199e-01,        -8.389968411148e-03,        +7.792380732850e+01,        +5.952427758618e-03,        -3.738149127776e+01,        +8.710091320120e-03,        -3.777101613895e+00,        +5.208713731175e-03,        -1.870059459832e+02,        +6.918857000587e-02,        -3.530474433883e+01,        +1.501622153272e-02,        -2.707489263006e+01,        +1.200001528223e-02,        -1.848111911830e+02,        +6.836370462728e-02,        -9.524033054967e+00,        +7.043499303088e-03,        -3.660386523442e+01,        +8.114334133453e-03,        -1.858664620588e+02,        +6.867885334265e-02
 6.00e+00,        -1.748228380166e+02,        -9.641045780913e+01,        -3.624228957731e+01,        -1.891737754007e+01,        -6.888590797534e-01,        -4.261166517004e-01,        -6.598074482333e+01,        -3.660137370119e+01,        +1.366304721815e+02,        +7.515739624315e+01,        -1.010875107370e+00,        -6.292595124339e-01,        +1.141025338180e+02,        +6.160870765790e+01,        +1.214887983096e+02,        +6.790021488187e+01,        +7.180368316627e-01,        +3.684211749921e-01,        -5.979546489050e+01,        -3.348381846003e+01,        -1.169421573099e+01,        -5.442500838103e+00,        -4.083816576760e-01,        -2.146203232576e-01,        -2.941461469096e+01,        -1.692725823646e+01,        +5.469791083404e+01,        +3.094500955646e+01,        -1.367318422517e-01,        -6.380062953905e-02,        +3.780315927567e+01,        +1.989962904951e+01,        +4.242602386637e+01,        +2.433753115770e+01,        +1.040234130461e-01,        +7.964000630233e-02
 7.00e+00,        +6.481756713871e-01,        +1.196242414944e-02,        -7.986089494301e+00,        +1.390832501816e-01,        +1.501958421634e+00,        -3.138655917566e-02,        +3.577908808223e+00,        -5.425718536631e-02,        -5.771254377912e+00,        +8.451099372598e-02,        -1.238844852106e-01,        +1.533314453100e-02,        +3.259569958677e+00,        -6.097774804455e-02,        -1.867299943836e+00,        +1.232945963071e-02,        -5.499122542112e+00,        +1.210586194534e-01,        +7.825158787901e-01,        -9.065043024854e-04,        -6.485647629163e+00,        +1.098283310104e-01,        -5.999608576387e+00,        +8.868435055097e-02,        +3.120907977154e+00,        -4.548578970121e-02,        -5.409034610301e+00,        +8.249330505309e-02,        +9.908206067661e+00,        -1.736347933700e-01,        +3.791126948820e+00,        -6.289605483248e-02,        -2.778431995969e+00,        +3.669212587676e-02,        +2.270280327606e+01,        -3.817095462723e-01
 8.00e+00,        +5.873845177611e-01,        +1.812971512482e-03,        +3.995862727158e+00,        +3.125072234901e-03,        +2.621713810706e+00,        -2.615002906958e-02,        +1.380806560898e+00,        -1.304783165139e-03,        -4.494720567755e+00,        +8.160600566531e-04,        +2.007429829751e+00,        -2.596376800952e-02,        +8.154735119126e+00,        -2.228470452455e-03,        +9.538466888351e-01,        -1.682743953019e-03,        +3.115233447077e+00,        -9.603639573292e-03,        +1.692870567349e+00,        +4.673025471386e-04,        +3.007007752530e+00,        +2.258207773590e-03,        -2.463830706617e+01,        -1.827235838222e-02,        +2.291055473795e+00,        -9.116034207755e-04,        -1.098435192687e+00,        +8.624786398460e-04,        -2.241026394834e+01,        -2.459185352074e-02,        +6.235195883917e+00,        -1.855414721471e-03,        -1.104715772660e+00,        -3.344610922540e-04,        -9.901856981530e+00,        -1.985540616824e-02
 9.00e+00,        +2.501915599896e-01,        -8.034283547382e-04,        +2.226019490559e+00,        +5.109645812674e-03,        -9.489579834029e+01,        -2.323935254423e-01,        +1.844805790514e-01,        +2.236706929886e-04,        +6.167428018067e-01,        +1.862314398587e-03,        -2.680287125460e+02,        -4.893408905940e-01,        -5.311081870829e-01,        +2.331972837266e-04,        -8.740197593695e-01,        -2.351902733868e-05,        +2.668768145433e+00,        +6.402360442100e-02,        -2.099339408685e-01,        -9.958346607441e-04,        -2.321623368166e-01,        +1.189048218119e-04,        -3.803997842343e+01,        -9.316481185866e-02,        -8.503954788039e-01,        -1.720243775230e-03,        -9.381785787636e-02,        +7.016908328268e-04,        -1.089503753197e+02,        -1.993020848080e-01,        +1.674483032429e-01,        +4.301078018588e-04,        -3.625190517941e-02,        +6.847596654700e-04,        +6.160285193578e-01,        +2.597034909777e-02
 1.00e+01,        +7.619227807898e-01,        -2.605247965069e-03,        -3.026707406602e+00,        -9.267746533511e-04,        +2.582655006002e+02,        +1.729821134489e-01,        -5.078074423973e-01,        -1.452706182760e-03,        +6.323156156698e-03,        +2.104941809166e-03,        -4.896704006969e+01,        -9.464726056104e-02,        -3.582785671756e+00,        -1.932236127019e-03,        -1.659499037487e+00,        +1.935125797185e-03,        -2.732329886537e+02,        -2.045082977628e-01,        +1.392692500657e-01,        -1.737351705527e-03,        -5.606175265716e-01,        +4.475597763895e-04,        +1.048453217246e+02,        +7.177240191671e-02,        -6.578666009853e-01,        -1.819192380395e-03,        -1.778299646529e-01,        +1.827088329008e-03,        -2.031725569761e+01,        -3.884418755265e-02,        -6.715278198734e-01,        -7.702972194345e-04,        +6.808903454090e-01,        +2.752650228991e-03,        -1.119861451748e+02,        -8.508146535607e-02
