        m,         Re{B_x[1]} (Wb/m²),         Im{B_x[1]} (Wb/m²),         Re{B_y[1]} (Wb/m²),         Im{B_y[1]} (Wb/m²),         Re{B_z[1]} (Wb/m²),         Im{B_z[1]} (Wb/m²),         Re{B_x[2]} (Wb/m²),         Im{B_x[2]} (Wb/m²),         Re{B_y[2]} (Wb/m²),         Im{B_y[2]} (Wb/m²),         Re{B_z[2]} (Wb/m²),         Im{B_z[2]} (Wb/m²),         Re{B_x[3]} (Wb/m²),         Im{B_x[3]} (Wb/m²),         Re{B_y[3]} (Wb/m²),         Im{B_y[3]} (Wb/m²),         Re{B_z[3]} (Wb/m²),         Im{B_z[3]} (Wb/m²),         Re{B_x[4]} (Wb/m²),         Im{B_x[4]} (Wb/m²),         Re{B_y[4]} (Wb/m²),         Im{B_y[4]} (Wb/m²),         Re{B_z[4]} (Wb/m²),         Im{B_z[4]} (Wb/m²),         Re{B_x[5]} (Wb/m²),         Im{B_x[5]} (Wb/m²),         Re{B_y[5]} (Wb/m²),         Im{B_y[5]} (Wb/m²),         Re{B_z[5]} (Wb/m²),         Im{B_z[5]} (Wb/m²),         Re{B_x[6]} (Wb/m²),         Im{B_x[6]} (Wb/m²),         Re{B_y[6]} (Wb/m²),         Im{B_y[6]} (Wb/m²),         Re{B_z[6]} (Wb/m²),         Im{B_z[6]} (Wb/m²)
 1.00e+00,        -5.785522197807e-12,        -8.800059251966e-09,        +5.261356039702e-12,        +5.816241427079e-09,        +4.776909889859e-12,        +4.694656573715e-08,        +2.081669205727e-12,        -8.588346866233e-10,        +8.220003797290e-12,        +7.760968488081e-09,        -4.942999573396e-11,        +5.396975087665e-09,        -1.079601607514e-11,        -1.594996185435e-08,        +1.661219302323e-11,        +1.963613715247e-08,        -1.117557245215e-10,        -5.289762095544e-08,        -8.693076119948e-12,        -1.171657513509e-08,        +1.296108896354e-11,        +1.346953493406e-08,        +6.486097824141e-12,        +7.912807638685e-08,        -7.095465500686e-12,        -1.042504266190e-08,        +1.377144885745e-11,        +1.465725990943e-08,        -8.467951317720e-11,        -6.442638942330e-09,        -5.625315631156e-12,        -8.586786839318e-09,        +1.328947753990e-11,        +1.370811897364e-08,        -1.574342363204e-10,        -8.958423309965e-08
 2.00e+00,        +4.256910250462e-09,        +1.371217886759e-08,        +1.995198299176e-09,        +6.446158501465e-09,        -1.269344718891e-08,        -3.984675541632e-08,        +4.142466070982e-09,        +1.331877659963e-08,        +3.159389095366e-09,        +1.018061313794e-08,        -1.630361462332e-08,        -5.152711518720e-08,        +2.083659455906e-09,        +6.677539758389e-09,        +7.992694970899e-10,        +2.585657985502e-09,        -1.117190374655e-08,        -3.505025772605e-08,        +3.762689503815e-09,        +1.211915193886e-08,        +3.014838402599e-09,        +9.720108103908e-09,        -2.818027989325e-08,        -8.944846283493e-08,        +4.465794216730e-09,        +1.438266203916e-08,        +3.383312903322e-09,        +1.091346854059e-08,        -3.555943258647e-08,        -1.131737318943e-07,        +4.490185022489e-09,        +1.446425942125e-08,        +4.275266780264e-09,        +1.378890676864e-08,        -2.688424508260e-08,        -8.537143486464e-08
 3.00e+00,        +2.629378120869e-10,        -2.485890774860e-09,        -1.111693240029e-10,        +1.254443191318e-09,        -5.265988260386e-08,        +4.896418339903e-07,        +3.488909991890e-10,        -3.753034122480e-09,        -4.593087368969e-10,        +3.947375891513e-09,        -5.321724803115e-08,        +4.891156077694e-07,        +7.684477794619e-10,        -7.509711330577e-09,        -1.335259023675e-10,        +1.272861383852e-09,        -5.083451722475e-08,        +4.731680052982e-07,        -4.181410358587e-10,        +3.679088301815e-09,        +3.555294286821e-11,        -3.114981264231e-10,        -1.365196848744e-07,        +1.244432208793e-06,        +3.170067468157e-11,        -4.177723773378e-10,        -3.519623321341e-10,        +3.245870249598e-09,        -1.356157822905e-07,        +1.236927505129e-06,        +4.547622196303e-11,        -5.333542252121e-10,        -3.894447766424e-10,        +3.602761616469e-09,        -1.366972674592e-07,        +1.245546709723e-06
 4.00e+00,        +8.944441361264e-12,        +4.891803850744e-09,        -1.288256704962e-10,        -4.570825266096e-08,        -7.006084493752e-10,        -3.623159559076e-07,        +9.115871823263e-11,        +3.073141822325e-08,        -8.215908350561e-11,        -3.320408044528e-08,        +4.472006815117e-10,        +6.948082579969e-08,        +1.177871151483e-10,        +3.507555101856e-08,        -1.363370851628e-11,        -4.072861807195e-09,        +1.392827727204e-10,        +2.631135544512e-07,        +5.963469920732e-12,        +3.251840503295e-09,        -2.030089126433e-10,        -7.411890788865e-08,        -7.463226319360e-11,        -5.606519244322e-08,        +1.295259966487e-10,        +4.672085916159e-08,        -1.567804349203e-10,        -5.753455947246e-08,        +9.827041308764e-11,        +1.200471935805e-08,        +2.076203572138e-10,        +7.451936774548e-08,        -2.992871858395e-11,        -9.803625259406e-09,        +3.894122797370e-11,        +3.642250328215e-08
 5.00e+00,        -1.581815552796e-12,        -5.779746008264e-09,        -2.354698236542e-10,        -6.048538803759e-07,        +3.425118873283e-11,        +2.485173586434e-08,        +1.568275044075e-10,        +4.084898014223e-07,        -1.800951795059e-10,        -4.545959645335e-07,        -1.001208179599e-13,        -7.560808032705e-09,        +2.325194029071e-10,        +5.910590590662e-07,        -3.897662138974e-11,        -9.362892867328e-08,        -3.389016196236e-11,        -2.201737839904e-08,        +1.117139613991e-13,        +3.753059062632e-09,        -2.935410399218e-10,        -1.022349251259e-06,        +4.362887142617e-12,        +6.145909921662e-10,        +1.877771969227e-10,        +6.541486915698e-07,        -2.266221944356e-10,        -7.901704954305e-07,        +2.271033674418e-13,        -1.396496087671e-09,        +2.960414532416e-10,        +1.035703053414e-06,        -4.516906550453e-11,        -1.543065937968e-07,        -4.519805848434e-12,        -2.552033141497e-09
 6.00e+00,        -6.251715117337e-11,        -7.222404047321e-11,        +1.603363009494e-10,        -3.403385926023e-10,        -4.797430894715e-08,        +9.073796277486e-08,        +1.371529298870e-10,        -6.355448131192e-10,        +5.566086999507e-09,        -1.029611328265e-08,        +2.056189635276e-07,        -3.687632967593e-07,        +1.870347840269e-09,        -3.657127183286e-09,        +8.985046716226e-10,        -1.619121028867e-09,        -1.169644137360e-07,        +2.165721041510e-07,        -8.074079685859e-10,        +1.230981905957e-09,        +3.501617163539e-10,        -9.157309471547e-10,        -1.518166856326e-08,        +2.551204159170e-08,        -1.200621831578e-09,        +2.078084085345e-09,        +4.869042049395e-10,        -1.095367715462e-09,        +3.053318810341e-08,        -5.608781420451e-08,        -1.603627730880e-10,        +3.003462534791e-10,        -1.004796488924e-09,        +1.747741779642e-09,        -3.030185203251e-08,        +5.265746611514e-08
 7.00e+00,        +1.141575030021e-08,        +6.501161931333e-07,        +3.730745101045e-09,        +2.340957708718e-07,        -1.323147482691e-10,        -6.989936437189e-09,        +1.256592304043e-08,        +7.114924396078e-07,        +1.515730436315e-09,        +1.085503994887e-07,        -4.008567080367e-10,        -1.895641733313e-08,        +1.468027901217e-08,        +8.307672151896e-07,        +2.195594687992e-09,        +1.429849655051e-07,        -2.706585470610e-10,        -1.604087939897e-08,        +1.679738223335e-08,        +9.571351527500e-07,        +4.311216358545e-09,        +2.715547277021e-07,        -2.245464221795e-10,        -1.294984778237e-08,        +1.652605466159e-08,        +9.406667128664e-07,        +3.880870109032e-09,        +2.474235686920e-07,        -2.564396685565e-10,        -1.403450581999e-08,        +1.694744068941e-08,        +9.641206008343e-07,        +3.945973158497e-09,        +2.505313601181e-07,        -2.131351630835e-10,        -1.309147429045e-08
 8.00e+00,        +2.933556325585e-10,        -1.701443973784e-07,        +1.665528104200e-10,        +8.455314642771e-07,        -4.544207300876e-12,        +1.293705770163e-09,        +2.744297764927e-10,        -2.953376383281e-07,        +9.085358077400e-11,        +8.034703484865e-07,        -1.516134705903e-11,        +5.003185711839e-09,        +3.358109517789e-10,        -2.653090151138e-07,        +5.812107239384e-11,        +6.565267621356e-07,        -5.304803315463e-12,        -6.234524328281e-09,        +4.339812646938e-10,        -2.636638053648e-07,        +1.204945689451e-10,        +9.760402380363e-07,        -5.847342224802e-12,        +3.352529009648e-09,        +4.068083994270e-10,        -2.763646473480e-07,        +1.000070840872e-10,        +9.590709850422e-07,        -7.123822038601e-12,        -3.911522254223e-09,        +4.188589545117e-10,        -2.614178767734e-07,        +7.964651444037e-11,        +9.463019549553e-07,        -3.616759140015e-12,        -1.828938953641e-08
 9.00e+00,        +1.338857749892e-09,        -7.731561029159e-07,        -2.758498818906e-10,        +1.178735822957e-07,        -1.443664159118e-11,        +8.902353305294e-09,        +6.270128020734e-11,        -1.298838508831e-07,        -7.582569708581e-10,        +3.830616740514e-07,        +5.462378191200e-12,        -1.001842292252e-09,        -3.700627507490e-10,        +1.577397665868e-07,        -1.391091681892e-09,        +7.771528664449e-07,        +6.684938890293e-12,        -3.295250276522e-09,        +1.023904075508e-09,        -5.860076218708e-07,        -4.419066623934e-10,        +1.837298288236e-07,        -7.097636178263e-13,        +5.904409342308e-10,        +3.479471787406e-10,        -2.557744467848e-07,        -9.282761949110e-10,        +4.736037595685e-07,        +1.275714980906e-12,        -3.287576009251e-13,        -3.260063874205e-10,        +1.152969136403e-07,        -1.101574266603e-09,        +6.148568296772e-07,        +9.105477441171e-13,        -6.916577281929e-10
 1.00e+01,        +3.722680720562e-10,        -2.944239833067e-07,        +1.874897402845e-10,        -3.606543607588e-07,        -3.502055010124e-13,        +1.921736114717e-09,        +4.894287665769e-10,        -6.686035190742e-07,        +2.433513977945e-10,        -4.550321539438e-07,        +1.418543063086e-11,        -3.572393604605e-09,        +1.922755151522e-10,        -3.859258685981e-07,        -2.102757284480e-10,        +7.449212662377e-08,        +3.007590596865e-13,        +2.737943214670e-09,        +2.781679794248e-10,        -2.137223522517e-07,        +3.167364663458e-10,        -5.062999979261e-07,        +5.551239505374e-13,        -2.709602882766e-10,        +4.324407100942e-10,        -5.297107677003e-07,        +1.275897675990e-10,        -3.174677457140e-07,        +3.457773943425e-12,        -5.033098084037e-10,        +3.465186099771e-10,        -5.296196069608e-07,        -2.006937838066e-10,        +1.004283098069e-07,        +4.011472890902e-13,        -4.578126398520e-10
 1.10e+01,        -5.288283330793e-12,        +3.661692562672e-09,        -4.233493574788e-10,        +5.575642754933e-07,        -9.329028703898e-13,        +1.729436149675e-09,        +2.763034320750e-10,        -3.586689687475e-07,        -3.297315389055e-10,        +4.377094920258e-07,        -1.323261092142e-11,        +1.176994348303e-08,        +4.208695061520e-10,        -5.597008624734e-07,        -6.923421836380e-11,        +9.206114469560e-08,        -1.889719435705e-12,        -2.991046184117e-09,        -1.668182528457e-14,        -7.172757469454e-10,        -3.704052892137e-10,        +3.236520694335e-07,        -1.384854251764e-12,        +1.185328427218e-09,        +2.336046218059e-10,        -2.037549036102e-07,        -2.816461231361e-10,        +2.422788164006e-07,        -1.750122532287e-12,        -1.181332246688e-09,        +3.662025724732e-10,        -3.152213447022e-07,        -5.972830075088e-11,        +5.230354199220e-08,        +1.305233977959e-12,        -5.505028150856e-09
 1.20e+01,        -1.622716905192e-12,        -7.556906383696e-09,        -3.079249968493e-11,        -1.906176278071e-08,        -1.894237183409e-11,        +1.722260888494e-08,        +1.850032368338e-11,        +1.234577404340e-08,        -2.828687915842e-11,        -2.432376619836e-08,        -3.835715434660e-11,        +1.312071494855e-09,        +2.776159321849e-11,        +7.677097612789e-09,        -9.647700992853e-12,        -9.090371197352e-09,        -2.127092534769e-11,        -1.339114537443e-08,        -2.782958336457e-12,        -8.247713116249e-09,        +7.058715914476e-11,        +1.456885897079e-07,        -1.129622889767e-11,        +8.023482305650e-09,        -4.713284625244e-11,        -9.629658487122e-08,        +5.440283779522e-11,        +1.117524780869e-07,        -2.267104816022e-11,        -3.058582343330e-09,        -7.664615620316e-11,        -1.546797247420e-07,        +8.907816041240e-12,        +2.048461115545e-08,        -1.363725056113e-11,        -1.807386701634e-08
 1.30e+01,        +6.221815897847e-12,        +8.534618283597e-10,        -5.842326612361e-12,        -1.880887816887e-09,        +1.343975782854e-10,        +7.837440222425e-08,        +4.030457577457e-12,        +5.234210366754e-10,        +1.367413597576e-11,        +6.204316437807e-09,        -8.443680985482e-11,        +2.004511134992e-09,        +1.348347746416e-11,        +4.451770803448e-09,        -2.541220109462e-12,        +3.656219173709e-10,        -2.770194145658e-10,        -8.007013840925e-08,        -6.461549845361e-13,        -1.865640231697e-09,        -9.429715546958e-12,        -3.374060194681e-09,        +6.322872815043e-11,        +4.857579108354e-08,        +9.002752167821e-12,        +2.591070306508e-09,        -2.173936622131e-12,        -1.424938148876e-10,        -8.543809049358e-11,        -3.603299155131e-09,        +1.022420101490e-11,        +3.618215487802e-09,        -2.141062587040e-12,        -3.207898510313e-10,        -1.719168536972e-10,        -5.254968700669e-08
 1.40e+01,        +2.698659488192e-10,        -8.386158312472e-09,        +7.152574986869e-11,        -2.090147677418e-09,        -3.407658174667e-10,        +1.556762382981e-08,        -5.606295817266e-11,        +1.480983074263e-09,        -5.883940968019e-11,        +1.873220981225e-09,        -1.095621122781e-09,        +3.920653613514e-08,        +1.373804275898e-10,        -4.242411703343e-09,        -5.677152082439e-10,        +1.732242303504e-08,        +2.511275030294e-10,        -3.924061096469e-09,        +1.792079501294e-10,        -5.642194542030e-09,        +6.512915788770e-12,        -1.794494830072e-10,        -1.716971879324e-10,        +8.767384661800e-09,        +6.099583057460e-11,        -2.006240141368e-09,        -9.506186372445e-11,        +2.927175675633e-09,        -6.319454726171e-10,        +2.414090640019e-08,        +2.717526155899e-11,        -9.036715732713e-10,        +1.839386017725e-11,        -5.312778809497e-10,        -8.822641532585e-11,        +5.426352901159e-09
 1.50e+01,        +4.224980831060e-10,        +3.127565315143e-07,        -1.452345974757e-10,        +2.973412259505e-07,        -2.596622831490e-11,        +6.425578153987e-10,        +5.503492129931e-10,        +4.892713975263e-07,        -7.581775064037e-10,        -2.323882834126e-07,        -4.131060769825e-11,        -1.095738337531e-08,        +9.910191505857e-11,        +4.198192553530e-07,        -4.929595159976e-10,        -3.194561351055e-07,        -2.161193758484e-11,        -9.000665180679e-09,        +2.933898229046e-10,        +2.225865477211e-07,        -9.597789087149e-11,        +1.449377791369e-07,        -2.245874582246e-11,        -4.306608364909e-10,        +2.082983653943e-10,        +2.644274470655e-07,        -3.208681768996e-10,        -7.631369172725e-08,        -3.196729294429e-11,        +2.744001980206e-10,        -2.430293254273e-11,        +1.871294131024e-07,        -3.013577700853e-10,        -2.012875067707e-07,        -1.342305795594e-11,        +3.165095204931e-09
 1.60e+01,        +8.934271591108e-10,        -1.634532182256e-07,        -1.583637218750e-09,        +5.428706991439e-07,        +6.381921181970e-12,        +2.141994215353e-09,        +4.905916577954e-10,        -3.147969035619e-08,        -1.945943680279e-09,        +4.929052524917e-07,        -3.294313901209e-12,        +2.098829275311e-09,        -1.142639338476e-09,        +4.420861467952e-07,        -1.055159705032e-09,        +2.022768252747e-07,        +6.469383829602e-11,        -1.693383282712e-08,        +6.613914863197e-10,        -1.210920485111e-07,        -8.268168076595e-10,        +2.614786573878e-07,        +7.701486186681e-12,        +9.034412742936e-10,        +1.296541039491e-10,        +2.611336204494e-08,        -1.057268151875e-09,        +2.654114750785e-07,        +8.938155232718e-12,        +2.446699970201e-09,        -6.340191189842e-10,        +2.202834987176e-07,        -7.571290978883e-10,        +1.493449939852e-07,        +3.985761699347e-11,        -6.778457460579e-09
