        f (GHz),           Re{E_x[1]} (V/m),           Im{E_x[1]} (V/m),           Re{E_y[1]} (V/m),           Im{E_y[1]} (V/m),           Re{E_z[1]} (V/m),           Im{E_z[1]} (V/m),           Re{E_x[2]} (V/m),           Im{E_x[2]} (V/m),           Re{E_y[2]} (V/m),           Im{E_y[2]} (V/m),           Re{E_z[2]} (V/m),           Im{E_z[2]} (V/m),           Re{E_x[3]} (V/m),           Im{E_x[3]} (V/m),           Re{E_y[3]} (V/m),           Im{E_y[3]} (V/m),           Re{E_z[3]} (V/m),           Im{E_z[3]} (V/m),           Re{E_x[4]} (V/m),           Im{E_x[4]} (V/m),           Re{E_y[4]} (V/m),           Im{E_y[4]} (V/m),           Re{E_z[4]} (V/m),           Im{E_z[4]} (V/m)
 2.40000000e+00,        +2.246403558634e+00,        +1.659247227170e-02,        +3.562383931647e+00,        +5.457364790118e-02,        -2.022921860718e-02,        -7.294012071336e-04,        +2.784783012613e+00,        +5.473228707413e-02,        +1.010727704344e+01,        +1.136946972627e-01,        -1.147215838045e-02,        +2.823700014749e-04,        +3.585809299527e+00,        +6.774841202221e-02,        +2.198910420134e+01,        +2.577600601268e-01,        +1.239987988124e-02,        +1.096485491245e-03,        -2.083594045969e+00,        -2.093430668698e-02,        +5.827676852934e+01,        +7.466993679328e-01,        +2.864750379835e-02,        +6.669798888074e-04
 2.40002500e+00,        +2.247773344776e+00,        +1.659505979051e-02,        +3.563981457042e+00,        +5.455727357676e-02,        -2.022129901557e-02,        -7.292767113421e-04,        +2.786079323596e+00,        +5.474654996602e-02,        +1.011316960896e+01,        +1.136596465162e-01,        -1.145847460787e-02,        +2.831052261160e-04,        +3.586884834587e+00,        +6.775125283012e-02,        +2.200278765402e+01,        +2.577219751844e-01,        +1.242650930172e-02,        +1.097508727961e-03,        -2.086992458968e+00,        -2.096604989137e-02,        +5.831861169178e+01,        +7.467439627351e-01,        +2.859069634512e-02,        +6.663764570809e-04
 2.40005000e+00,        +2.249141296879e+00,        +1.659758775711e-02,        +3.565586381690e+00,        +5.454095972360e-02,        -2.021340192730e-02,        -7.291525631643e-04,        +2.787373830448e+00,        +5.476073085385e-02,        +1.011907495334e+01,        +1.136246476255e-01,        -1.144482235352e-02,        +2.838390706492e-04,        +3.587958626662e+00,        +6.775401661638e-02,        +2.201649366232e+01,        +2.576839001361e-01,        +1.245309658714e-02,        +1.098529769187e-03,        -2.090391083641e+00,        -2.099774502064e-02,        +5.836051113404e+01,        +7.467883884898e-01,        +2.853380123906e-02,        +6.657726874341e-04
 2.40007500e+00,        +2.250507417926e+00,        +1.660005626338e-02,        +3.567198709894e+00,        +5.452470610236e-02,        -2.020552728961e-02,        -7.290287610552e-04,        +2.788666536098e+00,        +5.477482986184e-02,        +1.012499309100e+01,        +1.135897002074e-01,        -1.143120155439e-02,        +2.845715382735e-04,        +3.589030678467e+00,        +6.775670349287e-02,        +2.203022225907e+01,        +2.576458344036e-01,        +1.247964182484e-02,        +1.099548619247e-03,        -2.093789919296e+00,        -2.102939201449e-02,        +5.840246695586e+01,        +7.468326441074e-01,        +2.847681830138e-02,        +6.651685808285e-04
 2.40010000e+00,        +2.251871710890e+00,        +1.660246540062e-02,        +3.568818445989e+00,        +5.450851247429e-02,        -2.019767504984e-02,        -7.289053034853e-04,        +2.789957443468e+00,        +5.478884711354e-02,        +1.013092403647e+01,        +1.135548038791e-01,        -1.141761214764e-02,        +2.853026321671e-04,        +3.590100992707e+00,        +6.775931357078e-02,        +2.204397347721e+01,        +2.576077774084e-01,        +1.250614510198e-02,        +1.100565282439e-03,        -2.097188965237e+00,        -2.106099081261e-02,        +5.844447925725e+01,        +7.468767284957e-01,        +2.841974735289e-02,        +6.645641382296e-04
 2.40012500e+00,        +2.253234178738e+00,        +1.660481525953e-02,        +3.570445594346e+00,        +5.449237860116e-02,        -2.018984515546e-02,        -7.287821889295e-04,        +2.791246555472e+00,        +5.480278273178e-02,        +1.013686780431e+01,        +1.135199582580e-01,        -1.140405407060e-02,        +2.860323554978e-04,        +3.591169572084e+00,        +6.776184696066e-02,        +2.205774734981e+01,        +2.575697285717e-01,        +1.253260650548e-02,        +1.101579763044e-03,        -2.100588220772e+00,        -2.109254135487e-02,        +5.848654813849e+01,        +7.469206405596e-01,        +2.836258821399e-02,        +6.639593606081e-04
 2.40015000e+00,        +2.254594824425e+00,        +1.660710593139e-02,        +3.572080159368e+00,        +5.447630424349e-02,        -2.018203755405e-02,        -7.286594158519e-04,        +2.792533875015e+00,        +5.481663683987e-02,        +1.014282440914e+01,        +1.134851629597e-01,        -1.139052726074e-02,        +2.867607114435e-04,        +3.592236419288e+00,        +6.776430377350e-02,        +2.207154391000e+01,        +2.575316873120e-01,        +1.255902612208e-02,        +1.102592065356e-03,        -2.103987685204e+00,        -2.112404358041e-02,        +5.852867370011e+01,        +7.469643791993e-01,        +2.830534070465e-02,        +6.633542489350e-04
 2.40017500e+00,        +2.255953650904e+00,        +1.660933750634e-02,        +3.573722145494e+00,        +5.446028916316e-02,        -2.017425219332e-02,        -7.285369827348e-04,        +2.793819404997e+00,        +5.483040955990e-02,        +1.014879386566e+01,        +1.134504176012e-01,        -1.137703165568e-02,        +2.874877031561e-04,        +3.593301537005e+00,        +6.776668411912e-02,        +2.208536319106e+01,        +2.574936530485e-01,        +1.258540403832e-02,        +1.103602193633e-03,        -2.107387357837e+00,        -2.115549742905e-02,        +5.857085604293e+01,        +7.470079433125e-01,        +2.824800464440e-02,        +6.627488041900e-04
 2.40020000e+00,        +2.257310661115e+00,        +1.661151007443e-02,        +3.575371557195e+00,        +5.444433312194e-02,        -2.016648902108e-02,        -7.284148880617e-04,        +2.795103148307e+00,        +5.484410101379e-02,        +1.015477618859e+01,        +1.134157217990e-01,        -1.136356719321e-02,        +2.882133337825e-04,        +3.594364927911e+00,        +6.776898810718e-02,        +2.209920522636e+01,        +2.574556251998e-01,        +1.261174034054e-02,        +1.104610152126e-03,        -2.110787237976e+00,        -2.118690284021e-02,        +5.861309526805e+01,        +7.470513317955e-01,        +2.819057985238e-02,        +6.621430273507e-04
 2.40022500e+00,        +2.258665857994e+00,        +1.661362372520e-02,        +3.577028398977e+00,        +5.442843588176e-02,        -2.015874798526e-02,        -7.282931303135e-04,        +2.796385107830e+00,        +5.485771132281e-02,        +1.016077139276e+01,        +1.133810751692e-01,        -1.135013381128e-02,        +2.889376064669e-04,        +3.595426594677e+00,        +6.777121584673e-02,        +2.211307004937e+01,        +2.574176031829e-01,        +1.263803511488e-02,        +1.105615945078e-03,        -2.114187324921e+00,        -2.121825975333e-02,        +5.865539147680e+01,        +7.470945435376e-01,        +2.813306614730e-02,        +6.615369194049e-04
