        f (GHz),         Re{B_x[1]} (Wb/m²),         Im{B_x[1]} (Wb/m²),         Re{B_y[1]} (Wb/m²),         Im{B_y[1]} (Wb/m²),         Re{B_z[1]} (Wb/m²),         Im{B_z[1]} (Wb/m²),         Re{B_x[2]} (Wb/m²),         Im{B_x[2]} (Wb/m²),         Re{B_y[2]} (Wb/m²),         Im{B_y[2]} (Wb/m²),         Re{B_z[2]} (Wb/m²),         Im{B_z[2]} (Wb/m²),         Re{B_x[3]} (Wb/m²),         Im{B_x[3]} (Wb/m²),         Re{B_y[3]} (Wb/m²),         Im{B_y[3]} (Wb/m²),         Re{B_z[3]} (Wb/m²),         Im{B_z[3]} (Wb/m²),         Re{B_x[4]} (Wb/m²),         Im{B_x[4]} (Wb/m²),         Re{B_y[4]} (Wb/m²),         Im{B_y[4]} (Wb/m²),         Re{B_z[4]} (Wb/m²),         Im{B_z[4]} (Wb/m²)
 2.40000000e+00,        +6.434592351505e-12,        -1.028016525924e-10,        +7.183685986687e-12,        -1.613727174326e-10,        -4.736730472303e-09,        +3.939892339502e-07,        +3.828034604467e-12,        +2.949391070982e-11,        +7.134042207767e-12,        -1.697846182332e-10,        -4.789780673703e-09,        +3.934812648620e-07,        -1.935405283641e-13,        +2.376003664009e-10,        +6.561658470804e-12,        -1.577445019599e-10,        -4.977117277912e-09,        +3.878563531382e-07,        -1.930428911591e-11,        +1.265734989295e-09,        +2.031905932324e-12,        -8.082455085612e-11,        -2.436863591480e-09,        +1.798719353362e-07
 2.40002500e+00,        +6.446644155728e-12,        -1.031487593781e-10,        +7.192021287545e-12,        -1.616577791551e-10,        -4.736451940489e-09,        +3.942354782241e-07,        +3.839578516278e-12,        +2.922652507414e-11,        +7.142212154616e-12,        -1.700719206038e-10,        -4.789512071758e-09,        +3.937255063455e-07,        -1.829576537488e-13,        +2.374705252644e-10,        +6.569380603544e-12,        -1.580121753223e-10,        -4.976962343366e-09,        +3.880936663426e-07,        -1.928869114052e-11,        +1.265228242778e-09,        +2.034186791758e-12,        -8.102674319838e-11,        -2.436328363498e-09,        +1.799387640986e-07
 2.40005000e+00,        +6.458671141374e-12,        -1.034953131269e-10,        +7.200340042980e-12,        -1.619425250599e-10,        -4.736171577787e-09,        +3.944820324661e-07,        +3.851097447536e-12,        +2.895980047083e-11,        +7.150365842015e-12,        -1.703589188422e-10,        -4.789241737616e-09,        +3.939700561150e-07,        -1.723986115970e-13,        +2.373414750041e-10,        +6.577087320185e-12,        -1.582795574309e-10,        -4.976805989870e-09,        +3.883312807084e-07,        -1.927309132635e-11,        +1.264720690272e-09,        +2.036469606188e-12,        -8.122934009602e-11,        -2.435792486678e-09,        +1.800056741737e-07
 2.40007500e+00,        +6.470673349243e-12,        -1.038413144641e-10,        +7.208642279945e-12,        -1.622269556818e-10,        -4.735889377773e-09,        +3.947288972589e-07,        +3.862591439935e-12,        +2.869373646242e-11,        +7.158503296090e-12,        -1.706456134804e-10,        -4.788969664937e-09,        +3.942149147483e-07,        -1.618633605598e-13,        +2.372132154991e-10,        +6.584778645013e-12,        -1.585466487571e-10,        -4.976648211533e-09,        +3.885691967971e-07,        -1.925748967793e-11,        +1.264212330426e-09,        +2.038754364001e-12,        -8.143234184817e-11,        -2.435255959125e-09,        +1.800726657171e-07
 2.40010000e+00,        +6.482650819978e-12,        -1.041867640135e-10,        +7.216928025243e-12,        -1.625110715535e-10,        -4.735605334006e-09,        +3.949760731866e-07,        +3.874060534963e-12,        +2.842833261707e-11,        +7.166624542870e-12,        -1.709320050491e-10,        -4.788695847360e-09,        +3.944600828250e-07,        -1.513518594395e-13,        +2.370857466507e-10,        +6.592454602176e-12,        -1.588134497787e-10,        -4.976489002449e-09,        +3.888074151718e-07,        -1.924188619976e-11,        +1.263703161877e-09,        +2.041041053615e-12,        -8.163574875577e-11,        -2.434718778936e-09,        +1.801397388847e-07
 2.40012500e+00,        +6.494603593991e-12,        -1.045316623964e-10,        +7.225197305563e-12,        -1.627948732072e-10,        -4.735319440023e-09,        +3.952235608349e-07,        +3.885504773921e-12,        +2.816358850220e-11,        +7.174729608229e-12,        -1.712180940768e-10,        -4.788420278501e-09,        +3.947055609259e-07,        -1.408640673171e-13,        +2.369590683415e-10,        +6.600115215763e-12,        -1.590799609633e-10,        -4.976328356689e-09,        +3.890459363968e-07,        -1.922628089647e-11,        +1.263193183265e-09,        +2.043329663467e-12,        -8.183956112164e-11,        -2.434180944203e-09,        +1.802068938330e-07
 2.40015000e+00,        +6.506531711833e-12,        -1.048760102321e-10,        +7.233450147656e-12,        -1.630783611724e-10,        -4.735031689332e-09,        +3.954713607906e-07,        +3.896924198271e-12,        +2.789950369260e-11,        +7.182818518107e-12,        -1.715038810916e-10,        -4.788142951952e-09,        +3.949513496333e-07,        -1.303999430585e-13,        +2.368331804804e-10,        +6.607760509876e-12,        -1.593461827878e-10,        -4.976166268301e-09,        +3.892847610381e-07,        -1.921067377263e-11,        +1.262682393222e-09,        +2.045620181924e-12,        -8.204377925032e-11,        -2.433642453008e-09,        +1.802741307185e-07
 2.40017500e+00,        +6.518435213713e-12,        -1.052198081363e-10,        +7.241686578064e-12,        -1.633615359791e-10,        -4.734742075420e-09,        +3.957194736426e-07,        +3.908318849087e-12,        +2.763607775965e-11,        +7.190891298258e-12,        -1.717893666208e-10,        -4.787863861282e-09,        +3.951974495310e-07,        -1.199594458686e-13,        +2.367080829645e-10,        +6.615390508446e-12,        -1.596121157192e-10,        -4.976002731312e-09,        +3.895238896630e-07,        -1.919506483290e-11,        +1.262170790379e-09,        +2.047912597421e-12,        -8.224840344815e-11,        -2.433103303427e-09,        +1.803414496986e-07
 2.40020000e+00,        +6.530314139780e-12,        -1.055630567236e-10,        +7.249906623279e-12,        -1.636443981542e-10,        -4.734450591764e-09,        +3.959678999807e-07,        +3.919688767447e-12,        +2.737331028525e-11,        +7.198947974358e-12,        -1.720745511884e-10,        -4.787583000049e-09,        +3.954438612044e-07,        -1.095425350376e-13,        +2.365837756994e-10,        +6.623005235361e-12,        -1.598777602263e-10,        -4.975837739742e-09,        +3.897633228402e-07,        -1.917945408188e-11,        +1.261658373359e-09,        +2.050206898388e-12,        -8.245343402343e-11,        -2.432563493535e-09,        +1.804088509305e-07
 2.40022500e+00,        +6.542168530039e-12,        -1.059057566039e-10,        +7.258110309685e-12,        -1.639269482244e-10,        -4.734157231794e-09,        +3.962166403965e-07,        +3.931033994252e-12,        +2.711120084936e-11,        +7.206988572032e-12,        -1.723594353190e-10,        -4.787300361770e-09,        +3.956905852401e-07,        -9.914916986803e-14,        +2.364602585965e-10,        +6.630604714384e-12,        -1.601431167786e-10,        -4.975671287569e-09,        +3.900030611400e-07,        -1.916384152430e-11,        +1.261145140788e-09,        +2.052503073250e-12,        -8.265887128614e-11,        -2.432023021390e-09,        +1.804763345723e-07
