        m,                Re{f} (GHz),                Im{f} (GHz),                          Q,              Error (Bkwd.),               Error (Abs.)
 1.00e+00,        +2.431595033617e+00,        +6.076863792225e-05,        +2.000698976902e+04,        +4.784307032198e-13,        +2.953712080957e-09
 2.00e+00,        +2.431681294393e+00,        +6.078066973446e-05,        +2.000373890067e+04,        +4.787733318701e-13,        +2.955827928489e-09
 3.00e+00,        +2.442026522421e+00,        +2.752865450985e-05,        +4.435426587417e+04,        +1.478671020034e-13,        +9.129150269479e-10
 4.00e+00,        +2.623005820593e+00,        +5.386173196231e-05,        +2.434943814081e+04,        +3.062937163606e-13,        +1.891783102798e-09
