        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13],             E_elec[14] (J),                 p_elec[14],              E_mag[14] (J),                  p_mag[14],             E_elec[15] (J),                 p_elec[15],              E_mag[15] (J),                  p_mag[15],             E_elec[16] (J),                 p_elec[16],              E_mag[16] (J),                  p_mag[16],             E_elec[17] (J),                 p_elec[17],              E_mag[17] (J),                  p_mag[17]
 2.41837000e+00,        +1.206921653428e-10,        +1.029612304620e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.496903610564e-13,        +2.897374158988e-03,        +1.392275726682e-12,        +1.352232991422e-02,        +3.496903610564e-13,        +2.897374158988e-03,        +1.392275726682e-12,        +1.352232991422e-02,        +2.058410897596e-13,        +1.705504985970e-03,        +8.473123355542e-13,        +8.229430939706e-03,        +5.836098071767e-11,        +4.835523544708e-01,        +4.465486318084e-11,        +4.337056091936e-01,        +2.305864108055e-11,        +1.910533381771e-01,        +1.834682096811e-11,        +1.781915473016e-01,        +5.994535182679e-12,        +4.966797277731e-02,        +8.106278702760e-12,        +7.873136972417e-02,        +1.042206019551e-11,        +8.635241704312e-02,        +1.017178246190e-11,        +9.879235529974e-02,        +2.217137599052e-11,        +1.837018660454e-01,        +1.853376417451e-11,        +1.800072133108e-01,        +1.290407249992e-13,        +1.069172341326e-03,        +9.081329116461e-13,        +8.820144316178e-03
 2.41837500e+00,        +1.207153410241e-10,        +1.029839968350e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.498126306063e-13,        +2.897830778080e-03,        +1.392690997116e-12,        +1.352337295034e-02,        +3.498126306063e-13,        +2.897830778080e-03,        +1.392690997116e-12,        +1.352337295034e-02,        +2.059088686384e-13,        +1.705739029452e-03,        +8.475670450997e-13,        +8.230084975804e-03,        +5.836540538079e-11,        +4.834961727782e-01,        +4.465987138383e-11,        +4.336583620404e-01,        +2.306553852688e-11,        +1.910737966789e-01,        +1.835204368274e-11,        +1.782028688608e-01,        +5.994992006027e-12,        +4.966222151357e-02,        +8.108223592374e-12,        +7.873285016669e-02,        +1.042734412284e-11,        +8.637961036579e-02,        +1.017598068813e-11,        +9.881128137251e-02,        +2.217726082729e-11,        +1.837153475203e-01,        +1.853920824879e-11,        +1.800202829426e-01,        +1.290786610817e-13,        +1.069281335633e-03,        +9.084111968972e-13,        +8.820896690900e-03
 2.41838000e+00,        +1.207385323281e-10,        +1.030067787411e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.499349918826e-13,        +2.898287606575e-03,        +1.393106532531e-12,        +1.352441605841e-02,        +3.499349918826e-13,        +2.898287606575e-03,        +1.393106532531e-12,        +1.352441605841e-02,        +2.059766970514e-13,        +1.705973172604e-03,        +8.478219197733e-13,        +8.230739084703e-03,        +5.836983388383e-11,        +4.834399819041e-01,        +4.466488327234e-11,        +4.336111061644e-01,        +2.307244018537e-11,        +1.910942574875e-01,        +1.835726932137e-11,        +1.782141869276e-01,        +5.995446773800e-12,        +4.965644900758e-02,        +8.110168800808e-12,        +7.873432117702e-02,        +1.043263524908e-11,        +8.640684169270e-02,        +1.018018355152e-11,        +9.883022919401e-02,        +2.218314792244e-11,        +1.837288187516e-01,        +1.854465567563e-11,        +1.800333521957e-01,        +1.291166246451e-13,        +1.069390377334e-03,        +9.086896670844e-13,        +8.821649198144e-03
 2.41838500e+00,        +1.207617392851e-10,        +1.030295762106e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.500574450793e-13,        +2.898744645049e-03,        +1.393522333408e-12,        +1.352545923861e-02,        +3.500574450793e-13,        +2.898744645049e-03,        +1.393522333408e-12,        +1.352545923861e-02,        +2.060445751019e-13,        +1.706207415708e-03,        +8.480769598821e-13,        +8.231393266613e-03,        +5.837426623647e-11,        +4.833837818341e-01,        +4.466989885417e-11,        +4.335638415406e-01,        +2.307934606257e-11,        +1.911147205995e-01,        +1.836249788842e-11,        +1.782255014898e-01,        +5.995899479446e-12,        +4.965065520705e-02,        +8.112114327697e-12,        +7.873578273402e-02,        +1.043793359360e-11,        +8.643411112988e-02,        +1.018439106379e-11,        +9.884919882590e-02,        +2.218903727704e-11,        +1.837422797022e-01,        +1.855010646068e-11,        +1.800464210661e-01,        +1.291546157484e-13,        +1.069499466578e-03,        +9.089683225627e-13,        +8.822401838329e-03
 2.41839000e+00,        +1.207849619262e-10,        +1.030523892748e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.501799903947e-13,        +2.899201894094e-03,        +1.393938400243e-12,        +1.352650249113e-02,        +3.501799903947e-13,        +2.899201894094e-03,        +1.393938400243e-12,        +1.352650249113e-02,        +2.061125028962e-13,        +1.706441759050e-03,        +8.483321657419e-13,        +8.232047521764e-03,        +5.837870244869e-11,        +4.833275725527e-01,        +4.467491813734e-11,        +4.335165681427e-01,        +2.308625616522e-11,        +1.911351860119e-01,        +1.836772938846e-11,        +1.782368125349e-01,        +5.996350116068e-12,        +4.964484005658e-02,        +8.114060172583e-12,        +7.873723481503e-02,        +1.044323917642e-11,        +8.646141878815e-02,        +1.018860323705e-11,        +9.886819033258e-02,        +2.219492889212e-11,        +1.837557303340e-01,        +1.855556060974e-11,        +1.800594895500e-01,        +1.291926344525e-13,        +1.069608603523e-03,        +9.092471636969e-13,        +8.823154611892e-03
 2.41839500e+00,        +1.208082002820e-10,        +1.030752179640e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.503026280217e-13,        +2.899659354282e-03,        +1.394354733520e-12,        +1.352754581616e-02,        +3.503026280217e-13,        +2.899659354282e-03,        +1.394354733520e-12,        +1.352754581616e-02,        +2.061804805372e-13,        +1.706676202906e-03,        +8.485875376594e-13,        +8.232701850366e-03,        +5.838314253015e-11,        +4.832713540460e-01,        +4.467994112961e-11,        +4.334692859461e-01,        +2.309317049977e-11,        +1.911556537211e-01,        +1.837296382590e-11,        +1.782481200507e-01,        +5.996798677287e-12,        +4.963900350546e-02,        +8.116006335171e-12,        +7.873867739967e-02,        +1.044855201666e-11,        +8.648876477148e-02,        +1.019282008291e-11,        +9.888720377450e-02,        +2.220082276877e-11,        +1.837691706105e-01,        +1.856101812842e-11,        +1.800725576432e-01,        +1.292306808162e-13,        +1.069717788317e-03,        +9.095261908413e-13,        +8.823907519251e-03
 2.41840000e+00,        +1.208314543835e-10,        +1.030980623092e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.504253581582e-13,        +2.900117026202e-03,        +1.394771333728e-12,        +1.352858921388e-02,        +3.504253581582e-13,        +2.900117026202e-03,        +1.394771333728e-12,        +1.352858921388e-02,        +2.062485081307e-13,        +1.706910747563e-03,        +8.488430759485e-13,        +8.233356252640e-03,        +5.838758649078e-11,        +4.832151262988e-01,        +4.468496783896e-11,        +4.334219949250e-01,        +2.310008907293e-11,        +1.911761237237e-01,        +1.837820120530e-11,        +1.782594240247e-01,        +5.997245156359e-12,        +4.963314549974e-02,        +8.117952815066e-12,        +7.874011046608e-02,        +1.045387213415e-11,        +8.651614918888e-02,        +1.019704161336e-11,        +9.890623921504e-02,        +2.220671890806e-11,        +1.837826004940e-01,        +1.856647902249e-11,        +1.800856253418e-01,        +1.292687549000e-13,        +1.069827021114e-03,        +9.098054043589e-13,        +8.824660560839e-03
 2.41840500e+00,        +1.208547242622e-10,        +1.031209223419e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.505481810053e-13,        +2.900574910458e-03,        +1.395188201372e-12,        +1.352963268449e-02,        +3.505481810053e-13,        +2.900574910458e-03,        +1.395188201372e-12,        +1.352963268449e-02,        +2.063165857842e-13,        +1.707145393312e-03,        +8.490987809287e-13,        +8.234010728817e-03,        +5.839203434066e-11,        +4.831588892957e-01,        +4.468999827348e-11,        +4.333746950528e-01,        +2.310701189148e-11,        +1.911965960168e-01,        +1.838344153124e-11,        +1.782707244441e-01,        +5.997689546310e-12,        +4.962726598340e-02,        +8.119899611806e-12,        +7.874153399137e-02,        +1.045919954917e-11,        +8.654357215260e-02,        +1.020126784066e-11,        +9.892529671949e-02,        +2.221261731103e-11,        +1.837960199457e-01,        +1.857194329780e-11,        +1.800986926418e-01,        +1.293068567652e-13,        +1.069936302074e-03,        +9.100848046186e-13,        +8.825413737099e-03
 2.41841000e+00,        +1.208780099491e-10,        +1.031437980929e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.506710967585e-13,        +2.901033007626e-03,        +1.395605336942e-12,        +1.353067622820e-02,        +3.506710967585e-13,        +2.901033007626e-03,        +1.395605336942e-12,        +1.353067622820e-02,        +2.063847136021e-13,        +1.707380140433e-03,        +8.493546529124e-13,        +8.234665279119e-03,        +5.839648608968e-11,        +4.831026430223e-01,        +4.469503244113e-11,        +4.333273863045e-01,        +2.311393896200e-11,        +1.912170705965e-01,        +1.838868480822e-11,        +1.782820212966e-01,        +5.998131840603e-12,        +4.962136490441e-02,        +8.121846725065e-12,        +7.874294795453e-02,        +1.046453428123e-11,        +8.657103376898e-02,        +1.020549877664e-11,        +9.894437634960e-02,        +2.221851797875e-11,        +1.838094289284e-01,        +1.857741096006e-11,        +1.801117595391e-01,        +1.293449864717e-13,        +1.070045631345e-03,        +9.103643919802e-13,        +8.826167048452e-03
 2.41841500e+00,        +1.209013114758e-10,        +1.031666895939e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.507941056197e-13,        +2.901491318314e-03,        +1.396022740937e-12,        +1.353171984516e-02,        +3.507941056197e-13,        +2.901491318314e-03,        +1.396022740937e-12,        +1.353171984516e-02,        +2.064528916924e-13,        +1.707614989220e-03,        +8.496106922183e-13,        +8.235319903767e-03,        +5.840094174790e-11,        +4.830463874629e-01,        +4.470007034998e-11,        +4.332800686533e-01,        +2.312087029130e-11,        +1.912375474598e-01,        +1.839393104085e-11,        +1.782933145694e-01,        +5.998572032386e-12,        +4.961544220790e-02,        +8.123794154450e-12,        +7.874435233339e-02,        +1.046987635050e-11,        +8.659853414906e-02,        +1.020973443350e-11,        +9.896347817003e-02,        +2.222442091229e-11,        +1.838228274037e-01,        +1.858288201514e-11,        +1.801248260295e-01,        +1.293831440811e-13,        +1.070155009088e-03,        +9.106441668134e-13,        +8.826920495347e-03
 2.41842000e+00,        +1.209246288736e-10,        +1.031895968760e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.509172077887e-13,        +2.901949843117e-03,        +1.396440413854e-12,        +1.353276353557e-02,        +3.509172077887e-13,        +2.901949843117e-03,        +1.396440413854e-12,        +1.353276353557e-02,        +2.065211201616e-13,        +1.707849939961e-03,        +8.498668991629e-13,        +8.235974602982e-03,        +5.840540132534e-11,        +4.829901226027e-01,        +4.470511200806e-11,        +4.332327420736e-01,        +2.312780588607e-11,        +1.912580266030e-01,        +1.839918023370e-11,        +1.783046042501e-01,        +5.999010114922e-12,        +4.960949784011e-02,        +8.125741899592e-12,        +7.874574710622e-02,        +1.047522577693e-11,        +8.662607340215e-02,        +1.021397482333e-11,        +9.898260224433e-02,        +2.223032611273e-11,        +1.838362153335e-01,        +1.858835646883e-11,        +1.801378921091e-01,        +1.294213296545e-13,        +1.070264435459e-03,        +9.109241294845e-13,        +8.827674078221e-03
 2.41842500e+00,        +1.209479621741e-10,        +1.032125199708e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.510404034650e-13,        +2.902408582624e-03,        +1.396858356197e-12,        +1.353380729966e-02,        +3.510404034650e-13,        +2.902408582624e-03,        +1.396858356197e-12,        +1.353380729966e-02,        +2.065893991167e-13,        +1.708084992943e-03,        +8.501232740658e-13,        +8.236629376998e-03,        +5.840986483211e-11,        +4.829338484267e-01,        +4.471015742351e-11,        +4.331854065393e-01,        +2.313474575303e-11,        +1.912785080225e-01,        +1.840443239136e-11,        +1.783158903257e-01,        +5.999446081493e-12,        +4.960353174745e-02,        +8.127689960137e-12,        +7.874713225133e-02,        +1.048058258050e-11,        +8.665365163753e-02,        +1.021821995824e-11,        +9.900174863599e-02,        +2.223623358114e-11,        +1.838495926796e-01,        +1.859383432697e-11,        +1.801509577736e-01,        +1.294595432528e-13,        +1.070373910611e-03,        +9.112042803607e-13,        +8.828427797501e-03
 2.41843000e+00,        +1.209713114095e-10,        +1.032354589105e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.511636928549e-13,        +2.902867537462e-03,        +1.397276568472e-12,        +1.353485113757e-02,        +3.511636928549e-13,        +2.902867537462e-03,        +1.397276568472e-12,        +1.353485113757e-02,        +2.066577286676e-13,        +1.708320148469e-03,        +8.503798172515e-13,        +8.237284226039e-03,        +5.841433227848e-11,        +4.828775649188e-01,        +4.471520660456e-11,        +4.331380620230e-01,        +2.314168989912e-11,        +1.912989917152e-01,        +1.840968751852e-11,        +1.783271727835e-01,        +5.999879925006e-12,        +4.959754387297e-02,        +8.129638335637e-12,        +7.874850774562e-02,        +1.048594678191e-11,        +8.668126896975e-02,        +1.022246985074e-11,        +9.902091741171e-02,        +2.224214331857e-11,        +1.838629594026e-01,        +1.859931559552e-11,        +1.801640230189e-01,        +1.294977849391e-13,        +1.070483434711e-03,        +9.114846198193e-13,        +8.829181653654e-03
 2.41843500e+00,        +1.209946766114e-10,        +1.032584137265e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.512870761583e-13,        +2.903326708219e-03,        +1.397695051183e-12,        +1.353589504953e-02,        +3.512870761583e-13,        +2.903326708219e-03,        +1.397695051183e-12,        +1.353589504953e-02,        +2.067261089212e-13,        +1.708555406823e-03,        +8.506365290391e-13,        +8.237939150336e-03,        +5.841880367456e-11,        +4.828212720644e-01,        +4.472025955931e-11,        +4.330907084992e-01,        +2.314863833102e-11,        +1.913194776772e-01,        +1.841494561975e-11,        +1.783384516106e-01,        +6.000311638810e-12,        +4.959153416377e-02,        +8.131587025771e-12,        +7.874987356777e-02,        +1.049131840109e-11,        +8.670892550736e-02,        +1.022672451291e-11,        +9.904010863458e-02,        +2.224805532610e-11,        +1.838763154643e-01,        +1.860480028031e-11,        +1.801770878408e-01,        +1.295360547745e-13,        +1.070593007909e-03,        +9.117651482275e-13,        +8.829935647109e-03
 2.41844000e+00,        +1.210180578121e-10,        +1.032813844510e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.514105535806e-13,        +2.903786095513e-03,        +1.398113804841e-12,        +1.353693903574e-02,        +3.514105535806e-13,        +2.903786095513e-03,        +1.398113804841e-12,        +1.353693903574e-02,        +2.067945399874e-13,        +1.708790768305e-03,        +8.508934097546e-13,        +8.238594150120e-03,        +5.842327903065e-11,        +4.827649698475e-01,        +4.472531629605e-11,        +4.330433459406e-01,        +2.315559105565e-11,        +1.913399659050e-01,        +1.842020669978e-11,        +1.783497267943e-01,        +6.000741215968e-12,        +4.958550256431e-02,        +8.133536030157e-12,        +7.875122969535e-02,        +1.049669745855e-11,        +8.673662136320e-02,        +1.023098395718e-11,        +9.905932237023e-02,        +2.225396960485e-11,        +1.838896608257e-01,        +1.861028838731e-11,        +1.801901522353e-01,        +1.295743528217e-13,        +1.070702630370e-03,        +9.120458659624e-13,        +8.830689778320e-03
 2.41844500e+00,        +1.210414550434e-10,        +1.033043711161e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.515341253255e-13,        +2.904245699949e-03,        +1.398532829952e-12,        +1.353798309639e-02,        +3.515341253255e-13,        +2.904245699949e-03,        +1.398532829952e-12,        +1.353798309639e-02,        +2.068630219749e-13,        +1.709026233208e-03,        +8.511504597212e-13,        +8.239249225621e-03,        +5.842775835701e-11,        +4.827086582530e-01,        +4.473037682300e-11,        +4.329959743209e-01,        +2.316254807982e-11,        +1.913604563950e-01,        +1.842547076324e-11,        +1.783609983215e-01,        +6.001168649617e-12,        +4.957944901987e-02,        +8.135485348427e-12,        +7.875257610627e-02,        +1.050208397469e-11,        +8.676435664888e-02,        +1.023524819589e-11,        +9.907855868358e-02,        +2.225988615586e-11,        +1.839029954479e-01,        +1.861577992242e-11,        +1.802032161980e-01,        +1.296126791430e-13,        +1.070812302252e-03,        +9.123267733975e-13,        +8.831444047732e-03
 2.41845000e+00,        +1.210648683381e-10,        +1.033273737540e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.516577915999e-13,        +2.904705522150e-03,        +1.398952127033e-12,        +1.353902723168e-02,        +3.516577915999e-13,        +2.904705522150e-03,        +1.398952127033e-12,        +1.353902723168e-02,        +2.069315549943e-13,        +1.709261801834e-03,        +8.514076792668e-13,        +8.239904377072e-03,        +5.843224166405e-11,        +4.826523372650e-01,        +4.473544114849e-11,        +4.329485936128e-01,        +2.316950941047e-11,        +1.913809491435e-01,        +1.843073781484e-11,        +1.783722661792e-01,        +6.001593932733e-12,        +4.957337347424e-02,        +8.137434980178e-12,        +7.875391277777e-02,        +1.050747797022e-11,        +8.679213147848e-02,        +1.023951724160e-11,        +9.909781764099e-02,        +2.226580498019e-11,        +1.839163192911e-01,        +1.862127489167e-11,        +1.802162797247e-01,        +1.296510338016e-13,        +1.070922023717e-03,        +9.126078709118e-13,        +8.832198455800e-03
 2.41845500e+00,        +1.210882977281e-10,        +1.033503923969e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.517815526086e-13,        +2.905165562725e-03,        +1.399371696591e-12,        +1.354007144179e-02,        +3.517815526086e-13,        +2.905165562725e-03,        +1.399371696591e-12,        +1.354007144179e-02,        +2.070001391550e-13,        +1.709497474478e-03,        +8.516650687159e-13,        +8.240559604699e-03,        +5.843672896201e-11,        +4.825960068680e-01,        +4.474050928076e-11,        +4.329012037896e-01,        +2.317647505443e-11,        +1.914014441468e-01,        +1.843600785929e-11,        +1.783835303546e-01,        +6.002017058615e-12,        +4.956727587412e-02,        +8.139384925131e-12,        +7.875523968860e-02,        +1.051287946539e-11,        +8.681994596210e-02,        +1.024379110658e-11,        +9.911709930656e-02,        +2.227172607900e-11,        +1.839296323169e-01,        +1.862677330097e-11,        +1.802293428112e-01,        +1.296894168602e-13,        +1.071031794926e-03,        +9.128891588812e-13,        +8.832953002977e-03
 2.41846000e+00,        +1.211117432466e-10,        +1.033734270780e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.519054085623e-13,        +2.905625822309e-03,        +1.399791539154e-12,        +1.354111572695e-02,        +3.519054085623e-13,        +2.905625822309e-03,        +1.399791539154e-12,        +1.354111572695e-02,        +2.070687745696e-13,        +1.709733251448e-03,        +8.519226284037e-13,        +8.241214908752e-03,        +5.844122026159e-11,        +4.825396670459e-01,        +4.474558122834e-11,        +4.328538048235e-01,        +2.318344501878e-11,        +1.914219414014e-01,        +1.844128090137e-11,        +1.783947908341e-01,        +6.002438019870e-12,        +4.956115616011e-02,        +8.141335182766e-12,        +7.875655681442e-02,        +1.051828848163e-11,        +8.684780021873e-02,        +1.024806980376e-11,        +9.913640374945e-02,        +2.227764945327e-11,        +1.839429344841e-01,        +1.863227515646e-11,        +1.802424054531e-01,        +1.297278283831e-13,        +1.071141616044e-03,        +9.131706376919e-13,        +8.833707689726e-03
 2.41846500e+00,        +1.211352049258e-10,        +1.033964778291e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.520293596656e-13,        +2.906086301510e-03,        +1.400211655228e-12,        +1.354216008733e-02,        +3.520293596656e-13,        +2.906086301510e-03,        +1.400211655228e-12,        +1.354216008733e-02,        +2.071374613475e-13,        +1.709969133038e-03,        +8.521803586535e-13,        +8.241870289450e-03,        +5.844571557298e-11,        +4.824833177833e-01,        +4.475065699945e-11,        +4.328063966881e-01,        +2.319041931031e-11,        +1.914424409032e-01,        +1.844655694577e-11,        +1.784060476051e-01,        +6.002856809990e-12,        +4.955501428066e-02,        +8.143285752891e-12,        +7.875786413489e-02,        +1.052370503893e-11,        +8.687569435632e-02,        +1.025235334533e-11,        +9.915573103251e-02,        +2.228357510419e-11,        +1.839562257548e-01,        +1.863778046405e-11,        +1.802554676462e-01,        +1.297662684328e-13,        +1.071251487231e-03,        +9.134523077190e-13,        +8.834462516497e-03
 2.41847000e+00,        +1.211586827989e-10,        +1.034195446836e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.521534061299e-13,        +2.906547000964e-03,        +1.400632045341e-12,        +1.354320452316e-02,        +3.521534061299e-13,        +2.906547000964e-03,        +1.400632045341e-12,        +1.354320452316e-02,        +2.072061996015e-13,        +1.710205119557e-03,        +8.524382598014e-13,        +8.242525747040e-03,        +5.845021490689e-11,        +4.824269590640e-01,        +4.475573660265e-11,        +4.327589793553e-01,        +2.319739793612e-11,        +1.914629426487e-01,        +1.845183599730e-11,        +1.784173006540e-01,        +6.003273421642e-12,        +4.954885017696e-02,        +8.145236635024e-12,        +7.875916162604e-02,        +1.052912915870e-11,        +8.690362849335e-02,        +1.025664174421e-11,        +9.917508122464e-02,        +2.228950303277e-11,        +1.839695060878e-01,        +1.864328922989e-11,        +1.802685293861e-01,        +1.298047370741e-13,        +1.071361408653e-03,        +9.137341693500e-13,        +8.835217483753e-03
 2.41847500e+00,        +1.211821768989e-10,        +1.034426276742e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.522775481648e-13,        +2.907007921296e-03,        +1.401052710017e-12,        +1.354424903464e-02,        +3.522775481648e-13,        +2.907007921296e-03,        +1.401052710017e-12,        +1.354424903464e-02,        +2.072749894437e-13,        +1.710441211307e-03,        +8.526963321800e-13,        +8.243181281760e-03,        +5.845471827388e-11,        +4.823705908722e-01,        +4.476082004638e-11,        +4.327115527978e-01,        +2.320438090320e-11,        +1.914834466339e-01,        +1.845711806074e-11,        +1.784285499676e-01,        +6.003687847872e-12,        +4.954266379356e-02,        +8.147187828834e-12,        +7.876044926560e-02,        +1.053456086180e-11,        +8.693160274378e-02,        +1.026093501303e-11,        +9.919445439216e-02,        +2.229543324013e-11,        +1.839827754435e-01,        +1.864880146004e-11,        +1.802815906686e-01,        +1.298432343709e-13,        +1.071471380476e-03,        +9.140162229693e-13,        +8.835972591958e-03
 2.41848000e+00,        +1.212056872584e-10,        +1.034657268338e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.524017859795e-13,        +2.907469063132e-03,        +1.401473649772e-12,        +1.354529362195e-02,        +3.524017859795e-13,        +2.907469063132e-03,        +1.401473649772e-12,        +1.354529362195e-02,        +2.073438309858e-13,        +1.710677408592e-03,        +8.529545761201e-13,        +8.243836893840e-03,        +5.845922568442e-11,        +4.823142131919e-01,        +4.476590733906e-11,        +4.326641169882e-01,        +2.321136821848e-11,        +1.915039528549e-01,        +1.846240314087e-11,        +1.784397955328e-01,        +6.004100081845e-12,        +4.953645507611e-02,        +8.149139334040e-12,        +7.876172703193e-02,        +1.054000016889e-11,        +8.695961722013e-02,        +1.026523316436e-11,        +9.921385060057e-02,        +2.230136572741e-11,        +1.839960337823e-01,        +1.865431716056e-11,        +1.802946514891e-01,        +1.298817603871e-13,        +1.071581402862e-03,        +9.142984689601e-13,        +8.836727841570e-03
 2.41848500e+00,        +1.212292139114e-10,        +1.034888421960e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.525261197892e-13,        +2.907930427123e-03,        +1.401894865144e-12,        +1.354633828533e-02,        +3.525261197892e-13,        +2.907930427123e-03,        +1.401894865144e-12,        +1.354633828533e-02,        +2.074127243429e-13,        +1.710913711727e-03,        +8.532129919633e-13,        +8.244492583533e-03,        +5.846373714940e-11,        +4.822578260066e-01,        +4.477099848940e-11,        +4.326166718979e-01,        +2.321835988919e-11,        +1.915244613081e-01,        +1.846769124258e-11,        +1.784510373360e-01,        +6.004510116120e-12,        +4.953022396489e-02,        +8.151091150164e-12,        +7.876299490071e-02,        +1.054544710175e-11,        +8.698767204293e-02,        +1.026953621134e-11,        +9.923326991999e-02,        +2.230730049562e-11,        +1.840092810626e-01,        +1.865983633769e-11,        +1.803077118434e-01,        +1.299203151887e-13,        +1.071691475981e-03,        +9.145809077170e-13,        +8.837483233070e-03
 2.41849000e+00,        +1.212527568911e-10,        +1.035119737941e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.526505498053e-13,        +2.908392013900e-03,        +1.402316356659e-12,        +1.354738302497e-02,        +3.526505498053e-13,        +2.908392013900e-03,        +1.402316356659e-12,        +1.354738302497e-02,        +2.074816696279e-13,        +1.711150121017e-03,        +8.534715800447e-13,        +8.245148351076e-03,        +5.846825267949e-11,        +4.822014293004e-01,        +4.477609350592e-11,        +4.325692174995e-01,        +2.322535592234e-11,        +1.915449719894e-01,        +1.847298237068e-11,        +1.784622753637e-01,        +6.004917943675e-12,        +4.952397040398e-02,        +8.153043276868e-12,        +7.876425284952e-02,        +1.055090168142e-11,        +8.701576732724e-02,        +1.027384416673e-11,        +9.925271241736e-02,        +2.231323754587e-11,        +1.840225172440e-01,        +1.866535899753e-11,        +1.803207717270e-01,        +1.299588988403e-13,        +1.071801600000e-03,        +9.148635396271e-13,        +8.838238766921e-03
 2.41849500e+00,        +1.212763162306e-10,        +1.035351216611e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.527750762393e-13,        +2.908853824093e-03,        +1.402738124842e-12,        +1.354842784108e-02,        +3.527750762393e-13,        +2.908853824093e-03,        +1.402738124842e-12,        +1.354842784108e-02,        +2.075506669537e-13,        +1.711386636770e-03,        +8.537303406993e-13,        +8.245804196706e-03,        +5.847277228530e-11,        +4.821450230572e-01,        +4.478119239714e-11,        +4.325217537652e-01,        +2.323235632495e-11,        +1.915654848947e-01,        +1.847827652999e-11,        +1.784735096027e-01,        +6.005323557656e-12,        +4.951769433891e-02,        +8.154995713894e-12,        +7.876550085670e-02,        +1.055636392878e-11,        +8.704390318638e-02,        +1.027815704322e-11,        +9.927217815866e-02,        +2.231917687932e-11,        +1.840357422869e-01,        +1.867088514621e-11,        +1.803338311354e-01,        +1.299975114064e-13,        +1.071911775084e-03,        +9.151463650782e-13,        +8.838994443586e-03
 2.41850000e+00,        +1.212998919641e-10,        +1.035582858311e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +3.528996993084e-13,        +2.909315858359e-03,        +1.403160170236e-12,        +1.354947273388e-02,        +3.528996993084e-13,        +2.909315858359e-03,        +1.403160170236e-12,        +1.354947273388e-02,        +2.076197164365e-13,        +1.711623259301e-03,        +8.539892742720e-13,        +8.246460120678e-03,        +5.847729597783e-11,        +4.820886072604e-01,        +4.478629517184e-11,        +4.324742806663e-01,        +2.323936110428e-11,        +1.915860000201e-01,        +1.848357372546e-11,        +1.784847400391e-01,        +6.005726950624e-12,        +4.951139571007e-02,        +8.156948460791e-12,        +7.876673889807e-02,        +1.056183386571e-11,        +8.707207974126e-02,        +1.028247485402e-11,        +9.929166721422e-02,        +2.232511849700e-11,        +1.840489561491e-01,        +1.867641479002e-11,        +1.803468900642e-01,        +1.300361529535e-13,        +1.072022001404e-03,        +9.154293844683e-13,        +8.839750263550e-03
