        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13],             E_elec[14] (J),                 p_elec[14],              E_mag[14] (J),                  p_mag[14],             E_elec[15] (J),                 p_elec[15],              E_mag[15] (J),                  p_mag[15],             E_elec[16] (J),                 p_elec[16],              E_mag[16] (J),                  p_mag[16],             E_elec[17] (J),                 p_elec[17],              E_mag[17] (J),                  p_mag[17]
 2.43850000e+00,        +4.420956874073e-10,        +4.212453196324e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.111661226933e-12,        +4.776480040593e-03,        +7.153636405559e-12,        +1.698211486789e-02,        +2.111661226933e-12,        +4.776480040593e-03,        +7.153636405559e-12,        +1.698211486789e-02,        +1.161649390778e-12,        +2.627597200937e-03,        +4.390943410180e-12,        +1.042372034901e-02,        +1.098139814391e-10,        +2.483941476178e-01,        +1.117954839040e-10,        +2.653928214598e-01,        +1.180374558424e-10,        +2.669952664198e-01,        +9.561277421624e-11,        +2.269764665864e-01,        +4.762320406676e-11,        +1.077214852424e-01,        +5.194504299771e-11,        +1.233130448619e-01,        +4.372472101086e-11,        +9.890329685703e-02,        +5.014747010521e-11,        +1.190457620965e-01,        +1.189924133595e-10,        +2.691553361610e-01,        +9.539903514340e-11,        +2.264690684911e-01,        +6.306010710885e-13,        +1.426390460370e-03,        +4.800933450154e-12,        +1.139700128738e-02
 2.43850500e+00,        +4.423566874138e-10,        +4.215046769052e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.113146051966e-12,        +4.777018438040e-03,        +7.158239329927e-12,        +1.698258577458e-02,        +2.113146051966e-12,        +4.777018438040e-03,        +7.158239329927e-12,        +1.698258577458e-02,        +1.162444877790e-12,        +2.627845154973e-03,        +4.393798014943e-12,        +1.042407891463e-02,        +1.098540859768e-10,        +2.483382507883e-01,        +1.118493363837e-10,        +2.653572843009e-01,        +1.181152756689e-10,        +2.670136544322e-01,        +9.567528225592e-11,        +2.269851024155e-01,        +4.765446448441e-11,        +1.077285951367e-01,        +5.197996391119e-11,        +1.233200169755e-01,        +4.375596484336e-11,        +9.891557218038e-02,        +5.018240325755e-11,        +1.190553889604e-01,        +1.190702962341e-10,        +2.691725922134e-01,        +9.546154340115e-11,        +2.264780170461e-01,        +6.310092764618e-13,        +1.426471656054e-03,        +4.804110350792e-12,        +1.139752561244e-02
 2.43851000e+00,        +4.426179469790e-10,        +4.217642927396e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.114632415490e-12,        +4.777556874779e-03,        +7.162846717124e-12,        +1.698305627202e-02,        +2.114632415490e-12,        +4.777556874779e-03,        +7.162846717124e-12,        +1.698305627202e-02,        +1.163241179368e-12,        +2.628093115761e-03,        +4.396655426143e-12,        +1.042443730261e-02,        +1.098942281488e-10,        +2.482823593097e-01,        +1.119032412022e-10,        +2.653217522881e-01,        +1.181931730158e-10,        +2.670320393074e-01,        +9.573785243716e-11,        +2.269937358027e-01,        +4.768575727727e-11,        +1.077357066127e-01,        +5.201492077059e-11,        +1.233269901364e-01,        +4.378724017948e-11,        +9.892784618956e-02,        +5.021737197178e-11,        +1.190650153089e-01,        +1.191482568699e-10,        +2.691898457419e-01,        +9.552411377410e-11,        +2.264869630229e-01,        +6.314178929254e-13,        +1.426552848196e-03,        +4.807290440492e-12,        +1.139804986635e-02
 2.43851500e+00,        +4.428794664520e-10,        +4.220241674839e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.116120319631e-12,        +4.778095350825e-03,        +7.167458573030e-12,        +1.698352636002e-02,        +2.116120319631e-12,        +4.778095350825e-03,        +7.167458573030e-12,        +1.698352636002e-02,        +1.164038296628e-12,        +2.628341083305e-03,        +4.399515647521e-12,        +1.042479551290e-02,        +1.099344080032e-10,        +2.482264731844e-01,        +1.119571984285e-10,        +2.652862254217e-01,        +1.182711479880e-10,        +2.670504210446e-01,        +9.580048484348e-11,        +2.270023667475e-01,        +4.771708248916e-11,        +1.077428196693e-01,        +5.204991362503e-11,        +1.233339643446e-01,        +4.381854706293e-11,        +9.894011888599e-02,        +5.025237629695e-11,        +1.190746411433e-01,        +1.192262953715e-10,        +2.692070967449e-01,        +9.558674634576e-11,        +2.264959064208e-01,        +6.318269210397e-13,        +1.426634036799e-03,        +4.810473723579e-12,        +1.139857404911e-02
 2.43852000e+00,        +4.431412461779e-10,        +4.222843014821e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.117609766551e-12,        +4.778633866325e-03,        +7.172074903264e-12,        +1.698399603796e-02,        +2.117609766551e-12,        +4.778633866325e-03,        +7.172074903264e-12,        +1.698399603796e-02,        +1.164836230703e-12,        +2.628589057665e-03,        +4.402378682722e-12,        +1.042515354530e-02,        +1.099746255850e-10,        +2.481705924094e-01,        +1.120112081290e-10,        +2.652507036985e-01,        +1.183492006897e-10,        +2.670687996445e-01,        +9.586317955737e-11,        +2.270109952487e-01,        +4.774844016293e-11,        +1.077499343037e-01,        +5.208494252346e-11,        +1.233409396008e-01,        +4.384988553858e-11,        +9.895239027462e-02,        +5.028741628304e-11,        +1.190842664682e-01,        +1.193044118431e-10,        +2.692243452220e-01,        +9.564944119889e-11,        +2.265048472396e-01,        +6.322363613755e-13,        +1.426715221904e-03,        +4.813660204382e-12,        +1.139909816085e-02
 2.43852500e+00,        +4.434032864999e-10,        +4.225446950764e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.119100758300e-12,        +4.779172421179e-03,        +7.176695713744e-12,        +1.698446530596e-02,        +2.119100758300e-12,        +4.779172421179e-03,        +7.176695713744e-12,        +1.698446530596e-02,        +1.165634982674e-12,        +2.628837038795e-03,        +4.405244535463e-12,        +1.042551139985e-02,        +1.100148809436e-10,        +2.481147169928e-01,        +1.120652703725e-10,        +2.652151871229e-01,        +1.184273312231e-10,        +2.670871751041e-01,        +9.592593666101e-11,        +2.270196213058e-01,        +4.777983034260e-11,        +1.077570505166e-01,        +5.212000751417e-11,        +1.233479159045e-01,        +4.388125564771e-11,        +9.896466035265e-02,        +5.032249197705e-11,        +1.190938912816e-01,        +1.193826063874e-10,        +2.692415911704e-01,        +9.571219841539e-11,        +2.265137854780e-01,        +6.326462144712e-13,        +1.426796403484e-03,        +4.816849887113e-12,        +1.139962220149e-02
 2.43853000e+00,        +4.436655877628e-10,        +4.228053486108e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.120593297052e-12,        +4.779711015555e-03,        +7.181321010041e-12,        +1.698493416329e-02,        +2.120593297052e-12,        +4.779711015555e-03,        +7.181321010041e-12,        +1.698493416329e-02,        +1.166434553678e-12,        +2.629085026765e-03,        +4.408113209375e-12,        +1.042586907630e-02,        +1.100551741233e-10,        +2.480588469309e-01,        +1.121193852250e-10,        +2.651796756909e-01,        +1.185055396927e-10,        +2.671055474244e-01,        +9.598875623688e-11,        +2.270282449176e-01,        +4.781125307114e-11,        +1.077641683058e-01,        +5.215510864628e-11,        +1.233548932568e-01,        +4.391265743524e-11,        +9.897692912509e-02,        +5.035760342909e-11,        +1.191035155883e-01,        +1.194608791087e-10,        +2.692588345900e-01,        +9.577501807800e-11,        +2.265227211356e-01,        +6.330564809020e-13,        +1.426877581591e-03,        +4.820042776111e-12,        +1.140014617116e-02
 2.43853500e+00,        +4.439281503250e-10,        +4.230662624425e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.122087384981e-12,        +4.780249649470e-03,        +7.185950798219e-12,        +1.698540260982e-02,        +2.122087384981e-12,        +4.780249649470e-03,        +7.185950798219e-12,        +1.698540260982e-02,        +1.167234944859e-12,        +2.629333021581e-03,        +4.410984708306e-12,        +1.042622657463e-02,        +1.100955051742e-10,        +2.480029822250e-01,        +1.121735527576e-10,        +2.651441694026e-01,        +1.185838262057e-10,        +2.671239166042e-01,        +9.605163837077e-11,        +2.270368660839e-01,        +4.784270839468e-11,        +1.077712876727e-01,        +5.219024597066e-11,        +1.233618716590e-01,        +4.394409094476e-11,        +9.898919659092e-02,        +5.039275068883e-11,        +1.191131393884e-01,        +1.195392301146e-10,        +2.692760754799e-01,        +9.583790027231e-11,        +2.265316542118e-01,        +6.334671612404e-13,        +1.426958756224e-03,        +4.823238875807e-12,        +1.140067006989e-02
 2.43854000e+00,        +4.441909745248e-10,        +4.233274369089e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.123583024166e-12,        +4.780788322946e-03,        +7.190585083921e-12,        +1.698587064525e-02,        +2.123583024166e-12,        +4.780788322946e-03,        +7.190585083921e-12,        +1.698587064525e-02,        +1.168036157309e-12,        +2.629581023248e-03,        +4.413859035868e-12,        +1.042658389472e-02,        +1.101358741422e-10,        +2.479471228788e-01,        +1.122277730364e-10,        +2.651086682589e-01,        +1.186621908640e-10,        +2.671422826431e-01,        +9.611458314349e-11,        +2.270454848032e-01,        +4.787419635373e-11,        +1.077784086112e-01,        +5.222541953419e-11,        +1.233688511086e-01,        +4.397555622097e-11,        +9.900146275599e-02,        +5.042793380516e-11,        +1.191227626855e-01,        +1.196176595064e-10,        +2.692933138373e-01,        +9.590084507950e-11,        +2.265405847061e-01,        +6.338782560337e-13,        +1.427039927391e-03,        +4.826438190408e-12,        +1.140119389768e-02
 2.43854500e+00,        +4.444540607138e-10,        +4.235888723606e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.125080216778e-12,        +4.781327036061e-03,        +7.195223872973e-12,        +1.698633826917e-02,        +2.125080216778e-12,        +4.781327036061e-03,        +7.195223872973e-12,        +1.698633826917e-02,        +1.168838192166e-12,        +2.629829031798e-03,        +4.416736195801e-12,        +1.042694103645e-02,        +1.101762810745e-10,        +2.478912688919e-01,        +1.122820461300e-10,        +2.650731722586e-01,        +1.187406337733e-10,        +2.671606455402e-01,        +9.617759063922e-11,        +2.270541010750e-01,        +4.790571699408e-11,        +1.077855311236e-01,        +5.226062938738e-11,        +1.233758316080e-01,        +4.400705330679e-11,        +9.901372761927e-02,        +5.046315282729e-11,        +1.191323854805e-01,        +1.196961673904e-10,        +2.693105496621e-01,        +9.596385258358e-11,        +2.265495126177e-01,        +6.342897658552e-13,        +1.427121095117e-03,        +4.829640724294e-12,        +1.140171765462e-02
 2.43855000e+00,        +4.447174092416e-10,        +4.238505691462e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.126578964957e-12,        +4.781865788848e-03,        +7.199867171233e-12,        +1.698680548132e-02,        +2.126578964957e-12,        +4.781865788848e-03,        +7.199867171233e-12,        +1.698680548132e-02,        +1.169641050555e-12,        +2.630077047242e-03,        +4.419616191844e-12,        +1.042729799973e-02,        +1.102167260190e-10,        +2.478354202661e-01,        +1.123363721073e-10,        +2.650376814016e-01,        +1.188191550383e-10,        +2.671790052946e-01,        +9.624066094165e-11,        +2.270627148986e-01,        +4.793727035984e-11,        +1.077926552091e-01,        +5.229587557964e-11,        +1.233828131574e-01,        +4.403858224608e-11,        +9.902599118209e-02,        +5.049840780456e-11,        +1.191420077748e-01,        +1.197747538715e-10,        +2.693277829527e-01,        +9.602692286823e-11,        +2.265584379459e-01,        +6.347016912687e-13,        +1.427202259410e-03,        +4.832846481805e-12,        +1.140224134072e-02
 2.43855500e+00,        +4.449810204551e-10,        +4.241125276118e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.128079270844e-12,        +4.782404581363e-03,        +7.204514984464e-12,        +1.698727228133e-02,        +2.128079270844e-12,        +4.782404581363e-03,        +7.204514984464e-12,        +1.698727228133e-02,        +1.170444733600e-12,        +2.630325069601e-03,        +4.422499027696e-12,        +1.042765478445e-02,        +1.102572090227e-10,        +2.477795770028e-01,        +1.123907510357e-10,        +2.650021956876e-01,        +1.188977547637e-10,        +2.671973619057e-01,        +9.630379413372e-11,        +2.270713262728e-01,        +4.796885649409e-11,        +1.077997808649e-01,        +5.233115815985e-11,        +1.233897957566e-01,        +4.407014308327e-11,        +9.903825344774e-02,        +5.053369878649e-11,        +1.191516295712e-01,        +1.198534190541e-10,        +2.693450137076e-01,        +9.609005601654e-11,        +2.265673606900e-01,        +6.351140328379e-13,        +1.427283420287e-03,        +4.836055467264e-12,        +1.140276495603e-02
 2.43856000e+00,        +4.452448947113e-10,        +4.243747481131e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.129581136621e-12,        +4.782943413650e-03,        +7.209167318642e-12,        +1.698773866894e-02,        +2.129581136621e-12,        +4.782943413650e-03,        +7.209167318642e-12,        +1.698773866894e-02,        +1.171249242447e-12,        +2.630573098892e-03,        +4.425384707170e-12,        +1.042801139051e-02,        +1.102977301342e-10,        +2.477237391026e-01,        +1.124451829857e-10,        +2.649667151159e-01,        +1.189764330566e-10,        +2.672157153733e-01,        +9.636699030082e-11,        +2.270799351971e-01,        +4.800047544171e-11,        +1.078069080900e-01,        +5.236647717834e-11,        +1.233967794059e-01,        +4.410173586314e-11,        +9.905051441799e-02,        +5.056902582340e-11,        +1.191612508714e-01,        +1.199321630455e-10,        +2.693622419258e-01,        +9.615325211392e-11,        +2.265762808496e-01,        +6.355267911389e-13,        +1.427364577759e-03,        +4.839267685100e-12,        +1.140328850059e-02
 2.43856500e+00,        +4.455090323526e-10,        +4.246372309915e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.131084564405e-12,        +4.783482285759e-03,        +7.213824179446e-12,        +1.698820464377e-02,        +2.131084564405e-12,        +4.783482285759e-03,        +7.213824179446e-12,        +1.698820464377e-02,        +1.172054578206e-12,        +2.630821135134e-03,        +4.428273233912e-12,        +1.042836781780e-02,        +1.103382893998e-10,        +2.476679065678e-01,        +1.124996680238e-10,        +2.649312396868e-01,        +1.190551900198e-10,        +2.672340656959e-01,        +9.643024952488e-11,        +2.270885416705e-01,        +4.803212724643e-11,        +1.078140368845e-01,        +5.240183268394e-11,        +1.234037641061e-01,        +4.413336062849e-11,        +9.906277409334e-02,        +5.060438896373e-11,        +1.191708716769e-01,        +1.200109859487e-10,        +2.693794676058e-01,        +9.621651124229e-11,        +2.265851984236e-01,        +6.359399667290e-13,        +1.427445731843e-03,        +4.842483139578e-12,        +1.140381197445e-02
 2.43857000e+00,        +4.457734337374e-10,        +4.248999766047e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.132589556381e-12,        +4.784021197722e-03,        +7.218485572899e-12,        +1.698867020559e-02,        +2.132589556381e-12,        +4.784021197722e-03,        +7.218485572899e-12,        +1.698867020559e-02,        +1.172860742028e-12,        +2.631069178336e-03,        +4.431164611760e-12,        +1.042872406624e-02,        +1.103788868688e-10,        +2.476120793996e-01,        +1.125542062207e-10,        +2.648957694000e-01,        +1.191340257608e-10,        +2.672524128726e-01,        +9.649357189174e-11,        +2.270971456925e-01,        +4.806381195413e-11,        +1.078211672489e-01,        +5.243722472754e-11,        +1.234107498583e-01,        +4.416501742341e-11,        +9.907503247363e-02,        +5.063978825755e-11,        +1.191804919883e-01,        +1.200898878716e-10,        +2.693966907467e-01,        +9.627983348731e-11,        +2.265941134115e-01,        +6.363535601849e-13,        +1.427526882546e-03,        +4.845701835144e-12,        +1.140433537762e-02
 2.43857500e+00,        +4.460380992170e-10,        +4.251629853027e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.134096114740e-12,        +4.784560149652e-03,        +7.223151504763e-12,        +1.698913535387e-02,        +2.134096114740e-12,        +4.784560149652e-03,        +7.223151504763e-12,        +1.698913535387e-02,        +1.173667735058e-12,        +2.631317228548e-03,        +4.434058844438e-12,        +1.042908013566e-02,        +1.104195225875e-10,        +2.475562575963e-01,        +1.126087976444e-10,        +2.648603042530e-01,        +1.192129403860e-10,        +2.672707569046e-01,        +9.655695748525e-11,        +2.271057472618e-01,        +4.809552960667e-11,        +1.078282991769e-01,        +5.247265335801e-11,        +1.234177366608e-01,        +4.419670629507e-11,        +9.908728956709e-02,        +5.067522375629e-11,        +1.191901118114e-01,        +1.201688689198e-10,        +2.694139113470e-01,        +9.634321893340e-11,        +2.266030258133e-01,        +6.367675720840e-13,        +1.427608029901e-03,        +4.848923776192e-12,        +1.140485871022e-02
 2.43858000e+00,        +4.463030291409e-10,        +4.254262574343e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.135604241612e-12,        +4.785099141548e-03,        +7.227821980923e-12,        +1.698960008842e-02,        +2.135604241612e-12,        +4.785099141548e-03,        +7.227821980923e-12,        +1.698960008842e-02,        +1.174475558418e-12,        +2.631565285764e-03,        +4.436955935690e-12,        +1.042943602600e-02,        +1.104601966043e-10,        +2.475004411621e-01,        +1.126634423638e-10,        +2.648248442474e-01,        +1.192919339999e-10,        +2.672890977897e-01,        +9.662040638914e-11,        +2.271143463778e-01,        +4.812728024951e-11,        +1.078354326704e-01,        +5.250811862529e-11,        +1.234247245150e-01,        +4.422842728573e-11,        +9.909954537138e-02,        +5.071069550839e-11,        +1.191997311455e-01,        +1.202479291984e-10,        +2.694311294052e-01,        +9.640666766399e-11,        +2.266119356276e-01,        +6.371820029873e-13,        +1.427689173909e-03,        +4.852148967054e-12,        +1.140538197223e-02
 2.43858500e+00,        +4.465682238625e-10,        +4.256897933517e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.137113939167e-12,        +4.785638173453e-03,        +7.232497007276e-12,        +1.699006440895e-02,        +2.137113939167e-12,        +4.785638173453e-03,        +7.232497007276e-12,        +1.699006440895e-02,        +1.175284213247e-12,        +2.631813350000e-03,        +4.439855889289e-12,        +1.042979173715e-02,        +1.105009089673e-10,        +2.474446300982e-01,        +1.127181404482e-10,        +2.647893893830e-01,        +1.193710067085e-10,        +2.673074355270e-01,        +9.668391868799e-11,        +2.271229430397e-01,        +4.815906392778e-11,        +1.078425677296e-01,        +5.254362057964e-11,        +1.234317134220e-01,        +4.426018043929e-11,        +9.911179988687e-02,        +5.074620356357e-11,        +1.192093499917e-01,        +1.203270688137e-10,        +2.694483449203e-01,        +9.647017976362e-11,        +2.266208428538e-01,        +6.375968534669e-13,        +1.427770314583e-03,        +4.855377412120e-12,        +1.140590516369e-02
 2.43859000e+00,        +4.468336837418e-10,        +4.259535934139e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.138625209612e-12,        +4.786177245419e-03,        +7.237176589844e-12,        +1.699052831516e-02,        +2.138625209612e-12,        +4.786177245419e-03,        +7.237176589844e-12,        +1.699052831516e-02,        +1.176093700704e-12,        +2.632061421277e-03,        +4.442758709082e-12,        +1.043014726904e-02,        +1.105416597255e-10,        +2.473888244051e-01,        +1.127728919682e-10,        +2.647539396589e-01,        +1.194501586201e-10,        +2.673257701161e-01,        +9.674749446791e-11,        +2.271315372468e-01,        +4.819088068652e-11,        +1.078497043530e-01,        +5.257915927178e-11,        +1.234387033817e-01,        +4.429196580126e-11,        +9.912405311603e-02,        +5.078174797281e-11,        +1.192189683524e-01,        +1.204062878741e-10,        +2.694655578912e-01,        +9.653375531845e-11,        +2.266297474914e-01,        +6.380121241046e-13,        +1.427851451936e-03,        +4.858609115865e-12,        +1.140642828465e-02
 2.43859500e+00,        +4.470994091266e-10,        +4.262176579677e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.140138055113e-12,        +4.786716357542e-03,        +7.241860734327e-12,        +1.699099180653e-02,        +2.140138055113e-12,        +4.786716357542e-03,        +7.241860734327e-12,        +1.699099180653e-02,        +1.176904021924e-12,        +2.632309499633e-03,        +4.445664398753e-12,        +1.043050262148e-02,        +1.105824489249e-10,        +2.473330240828e-01,        +1.128276969911e-10,        +2.647184950737e-01,        +1.195293898396e-10,        +2.673441015569e-01,        +9.681113381202e-11,        +2.271401289980e-01,        +4.822273056887e-11,        +1.078568425377e-01,        +5.261473475089e-11,        +1.234456943942e-01,        +4.432378341663e-11,        +9.913630506295e-02,        +5.081732878620e-11,        +1.192285862311e-01,        +1.204855864841e-10,        +2.694827683164e-01,        +9.659739441183e-11,        +2.266386495398e-01,        +6.384278154717e-13,        +1.427932585997e-03,        +4.861844082636e-12,        +1.140695133519e-02
 2.43860000e+00,        +4.473654003757e-10,        +4.264819873710e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.141652477843e-12,        +4.787255509802e-03,        +7.246549446823e-12,        +1.699145488299e-02,        +2.141652477843e-12,        +4.787255509802e-03,        +7.246549446823e-12,        +1.699145488299e-02,        +1.177715178051e-12,        +2.632557585056e-03,        +4.448572962164e-12,        +1.043085779445e-02,        +1.106232766158e-10,        +2.472772291350e-01,        +1.128825555880e-10,        +2.646830556289e-01,        +1.196087004744e-10,        +2.673624298481e-01,        +9.687483680622e-11,        +2.271487182926e-01,        +4.825461362012e-11,        +1.078639822829e-01,        +5.265034706743e-11,        +1.234526864592e-01,        +4.435563332993e-11,        +9.914855572800e-02,        +5.085294605387e-11,        +1.192382036281e-01,        +1.205649647514e-10,        +2.694999761943e-01,        +9.666109712959e-11,        +2.266475489984e-01,        +6.388439281400e-13,        +1.428013716759e-03,        +4.865082316868e-12,        +1.140747431529e-02
 2.43860500e+00,        +4.476316578439e-10,        +4.267465819775e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.143168480016e-12,        +4.787794702322e-03,        +7.251242733130e-12,        +1.699191754396e-02,        +2.143168480016e-12,        +4.787794702322e-03,        +7.251242733130e-12,        +1.699191754396e-02,        +1.178527170244e-12,        +2.632805677598e-03,        +4.451484403067e-12,        +1.043121278779e-02,        +1.106641428448e-10,        +2.472214395601e-01,        +1.129374678276e-10,        +2.646476213220e-01,        +1.196880906315e-10,        +2.673807549895e-01,        +9.693860353537e-11,        +2.271573051298e-01,        +4.828652988549e-11,        +1.078711235887e-01,        +5.268599627219e-11,        +1.234596795786e-01,        +4.438751558594e-11,        +9.916080511317e-02,        +5.088859982645e-11,        +1.192478205464e-01,        +1.206444227831e-10,        +2.695171815243e-01,        +9.672486355664e-11,        +2.266564458664e-01,        +6.392604626942e-13,        +1.428094844260e-03,        +4.868323823002e-12,        +1.140799722506e-02
 2.43861000e+00,        +4.478981818872e-10,        +4.270114421422e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.144686063791e-12,        +4.788333935081e-03,        +7.255940599283e-12,        +1.699237978936e-02,        +2.144686063791e-12,        +4.788333935081e-03,        +7.255940599283e-12,        +1.699237978936e-02,        +1.179339999639e-12,        +2.633053777245e-03,        +4.454398725289e-12,        +1.043156760143e-02,        +1.107050476616e-10,        +2.471656553621e-01,        +1.129924337804e-10,        +2.646121921547e-01,        +1.197675604175e-10,        +2.673990769798e-01,        +9.700243408466e-11,        +2.271658895088e-01,        +4.831847940951e-11,        +1.078782664532e-01,        +5.272168241508e-11,        +1.234666737514e-01,        +4.441943022927e-11,        +9.917305321962e-02,        +5.092429015390e-11,        +1.192574369868e-01,        +1.207239606861e-10,        +2.695343843045e-01,        +9.678869377815e-11,        +2.266653401431e-01,        +6.396774197025e-13,        +1.428175968492e-03,        +4.871568605439e-12,        +1.140852006447e-02
 2.43861500e+00,        +4.481649728608e-10,        +4.272765682193e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.146205231384e-12,        +4.788873208195e-03,        +7.260643051100e-12,        +1.699284161862e-02,        +2.146205231384e-12,        +4.788873208195e-03,        +7.260643051100e-12,        +1.699284161862e-02,        +1.180153667398e-12,        +2.633301884047e-03,        +4.457315932593e-12,        +1.043192223521e-02,        +1.107459911131e-10,        +2.471098765398e-01,        +1.130474535149e-10,        +2.645767681248e-01,        +1.198471099395e-10,        +2.674173958186e-01,        +9.706632853906e-11,        +2.271744714286e-01,        +4.835046223750e-11,        +1.078854108764e-01,        +5.275740554695e-11,        +1.234736689794e-01,        +4.445137730472e-11,        +9.918530004916e-02,        +5.096001708689e-11,        +1.192670529518e-01,        +1.208035785674e-10,        +2.695515845343e-01,        +9.685258787915e-11,        +2.266742318278e-01,        +6.400947997491e-13,        +1.428257089489e-03,        +4.874816668625e-12,        +1.140904283364e-02
 2.43862000e+00,        +4.484320311260e-10,        +4.275419605692e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.147725984993e-12,        +4.789412521669e-03,        +7.265350094679e-12,        +1.699330303160e-02,        +2.147725984993e-12,        +4.789412521669e-03,        +7.265350094679e-12,        +1.699330303160e-02,        +1.180968174676e-12,        +2.633549998001e-03,        +4.460236028854e-12,        +1.043227668909e-02,        +1.107869732492e-10,        +2.470541030957e-01,        +1.131025271027e-10,        +2.645413492330e-01,        +1.199267393060e-10,        +2.674357115053e-01,        +9.713028698501e-11,        +2.271830508886e-01,        +4.838247841423e-11,        +1.078925568558e-01,        +5.279316571834e-11,        +1.234806652616e-01,        +4.448335685810e-11,        +9.919754560440e-02,        +5.099578067647e-11,        +1.192766684434e-01,        +1.208832765354e-10,        +2.695687822118e-01,        +9.691654594615e-11,        +2.266831209202e-01,        +6.405126034134e-13,        +1.428338207253e-03,        +4.878068017033e-12,        +1.140956553256e-02
 2.43862500e+00,        +4.486993570397e-10,        +4.278076195476e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.149248326818e-12,        +4.789951875567e-03,        +7.270061735938e-12,        +1.699376402792e-02,        +2.149248326818e-12,        +4.789951875567e-03,        +7.270061735938e-12,        +1.699376402792e-02,        +1.181783522628e-12,        +2.633798119134e-03,        +4.463159017870e-12,        +1.043263096293e-02,        +1.108279941181e-10,        +2.469983350306e-01,        +1.131576546132e-10,        +2.645059354784e-01,        +1.200064486241e-10,        +2.674540240393e-01,        +9.719430950786e-11,        +2.271916278879e-01,        +4.841452798498e-11,        +1.078997043909e-01,        +5.282896297997e-11,        +1.234876625990e-01,        +4.451536893418e-11,        +9.920978988664e-02,        +5.103158097314e-11,        +1.192862834634e-01,        +1.209630546976e-10,        +2.695859773360e-01,        +9.698056806451e-11,        +2.266920074193e-01,        +6.409308312757e-13,        +1.428419321802e-03,        +4.881322655107e-12,        +1.141008816128e-02
 2.43863000e+00,        +4.489669509585e-10,        +4.280735455102e-10,        +0.000000000000e+00,        +0.000000000000e+00,        +2.150772259070e-12,        +4.790491269965e-03,        +7.274777980776e-12,        +1.699422460714e-02,        +2.150772259070e-12,        +4.790491269965e-03,        +7.274777980776e-12,        +1.699422460714e-02,        +1.182599712412e-12,        +2.634046247474e-03,        +4.466084903436e-12,        +1.043298505661e-02,        +1.108690537676e-10,        +2.469425723450e-01,        +1.132128361160e-10,        +2.644705268601e-01,        +1.200862380012e-10,        +2.674723334197e-01,        +9.725839619293e-11,        +2.272002024255e-01,        +4.844661099497e-11,        +1.079068534812e-01,        +5.286479738258e-11,        +1.234946609924e-01,        +4.454741357793e-11,        +9.922203289757e-02,        +5.106741802759e-11,        +1.192958980138e-01,        +1.210429131614e-10,        +2.696031699059e-01,        +9.704465431960e-11,        +2.267008913245e-01,        +6.413494839181e-13,        +1.428500433159e-03,        +4.884580587297e-12,        +1.141061071988e-02
