        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13],             E_elec[14] (J),                 p_elec[14],              E_mag[14] (J),                  p_mag[14],             E_elec[15] (J),                 p_elec[15],              E_mag[15] (J),                  p_mag[15],             E_elec[16] (J),                 p_elec[16],              E_mag[16] (J),                  p_mag[16],             E_elec[17] (J),                 p_elec[17],              E_mag[17] (J),                  p_mag[17]
 2.41073500e+00,        +7.850969744408e-11,        +7.779375491176e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.196338232359e-13,        +2.797537506654e-03,        +9.263381122643e-13,        +1.190761537755e-02,        +2.196338232359e-13,        +2.797537506654e-03,        +9.263381122643e-13,        +1.190761537755e-02,        +1.328509825132e-13,        +1.692160164136e-03,        +5.629627231889e-13,        +7.236605609633e-03,        +3.708401586128e-11,        +4.723494939932e-01,        +3.910371208918e-11,        +5.026587562657e-01,        +1.522338890046e-11,        +1.939045671562e-01,        +1.242638778093e-11,        +1.597350300808e-01,        +5.448492585295e-12,        +6.939897570202e-02,        +5.984592225004e-12,        +7.692895441018e-02,        +5.018744522110e-12,        +6.392515428663e-02,        +5.785676384047e-12,        +7.437199027877e-02,        +1.529498499529e-11,        +1.948165066638e-01,        +1.240399722725e-11,        +1.594472106575e-01,        +8.758577390692e-14,        +1.115604527317e-03,        +6.000883698957e-13,        +7.713837319929e-03
 2.41074000e+00,        +7.852120425326e-11,        +7.780493866765e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.196912976800e-13,        +2.797859505204e-03,        +9.265466113214e-13,        +1.190858353194e-02,        +2.196912976800e-13,        +2.797859505204e-03,        +9.265466113214e-13,        +1.190858353194e-02,        +1.328834285615e-13,        +1.692325402103e-03,        +5.630903369821e-13,        +7.237205589062e-03,        +3.708606876617e-11,        +4.723064186147e-01,        +3.910610629508e-11,        +5.026172755193e-01,        +1.522678096040e-11,        +1.939193508964e-01,        +1.242913882567e-11,        +1.597474278434e-01,        +5.449862849030e-12,        +6.940625657563e-02,        +5.986056028493e-12,        +7.693671032970e-02,        +5.019890879136e-12,        +6.393038577128e-02,        +5.787035906127e-12,        +7.437877344582e-02,        +1.529842165996e-11,        +1.948317248246e-01,        +1.240673743748e-11,        +1.594595105393e-01,        +8.760441232516e-14,        +1.115678410160e-03,        +6.002272264915e-13,        +7.714513201474e-03
 2.41074500e+00,        +7.853271508544e-11,        +7.781612640068e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.197487933591e-13,        +2.798181536447e-03,        +9.267551832118e-13,        +1.190955173533e-02,        +2.197487933591e-13,        +2.798181536447e-03,        +9.267551832118e-13,        +1.190955173533e-02,        +1.329158862992e-13,        +1.692490653794e-03,        +5.632179953184e-13,        +7.237805598525e-03,        +3.708812235151e-11,        +4.722633403310e-01,        +3.910850136459e-11,        +5.025757921079e-01,        +1.523017419258e-11,        +1.939341352965e-01,        +1.243189083569e-11,        +1.597598262818e-01,        +5.451233666623e-12,        +6.941353881237e-02,        +5.987520388704e-12,        +7.694446724158e-02,        +5.021037601744e-12,        +6.393561710278e-02,        +5.788395897222e-12,        +7.438555688852e-02,        +1.530185953625e-11,        +1.948469439723e-01,        +1.240947860438e-11,        +1.594718110290e-01,        +8.762305707304e-14,        +1.115752294795e-03,        +6.003661315667e-13,        +7.715189117425e-03
 2.41075000e+00,        +7.854422994250e-11,        +7.782731811273e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.198063102835e-13,        +2.798503600384e-03,        +9.269638279692e-13,        +1.191051998768e-02,        +2.198063102835e-13,        +2.798503600384e-03,        +9.269638279692e-13,        +1.191051998768e-02,        +1.329483557318e-13,        +1.692655919207e-03,        +5.633456982186e-13,        +7.238405638013e-03,        +3.709017661761e-11,        +4.722202591426e-01,        +3.911089729811e-11,        +5.025343060320e-01,        +1.523356859756e-11,        +1.939489203562e-01,        +1.243464381145e-11,        +1.597722253957e-01,        +5.452605038412e-12,        +6.942082241310e-02,        +5.988985305936e-12,        +7.695222514620e-02,        +5.022184690043e-12,        +6.394084828025e-02,        +5.789756357526e-12,        +7.439234060641e-02,        +1.530529862471e-11,        +1.948621641070e-01,        +1.241222072837e-11,        +1.594841121262e-01,        +8.764170815349e-14,        +1.115826181219e-03,        +6.005050851441e-13,        +7.715865067769e-03
 2.41075500e+00,        +7.855574882635e-11,        +7.783851380566e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.198638484635e-13,        +2.798825697016e-03,        +9.271725456279e-13,        +1.191148828898e-02,        +2.198638484635e-13,        +2.798825697016e-03,        +9.271725456279e-13,        +1.191148828898e-02,        +1.329808368649e-13,        +1.692821198343e-03,        +5.634734457035e-13,        +7.239005707513e-03,        +3.709223156477e-11,        +4.721771750502e-01,        +3.911329409604e-11,        +5.024928172921e-01,        +1.523696417585e-11,        +1.939637060749e-01,        +1.243739775340e-11,        +1.597846251851e-01,        +5.453976964731e-12,        +6.942810737872e-02,        +5.990450780488e-12,        +7.695998404395e-02,        +5.023332144143e-12,        +6.394607930283e-02,        +5.791117287233e-12,        +7.439912459906e-02,        +1.530873892595e-11,        +1.948773852285e-01,        +1.241496380992e-11,        +1.594964138308e-01,        +8.766036556948e-14,        +1.115900069430e-03,        +6.006440872466e-13,        +7.716541052495e-03
 2.41076000e+00,        +7.856727173888e-11,        +7.784971348137e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.199214079094e-13,        +2.799147826341e-03,        +9.273813362220e-13,        +1.191245663921e-02,        +2.199214079094e-13,        +2.799147826341e-03,        +9.273813362220e-13,        +1.191245663921e-02,        +1.330133297042e-13,        +1.692986491198e-03,        +5.636012377942e-13,        +7.239605807015e-03,        +3.709428719333e-11,        +4.721340880541e-01,        +3.911569175878e-11,        +5.024513258889e-01,        +1.524036092800e-11,        +1.939784924523e-01,        +1.244015266200e-11,        +1.597970256496e-01,        +5.455349445922e-12,        +6.943539371016e-02,        +5.991916812665e-12,        +7.696774393523e-02,        +5.024479964152e-12,        +6.395131016960e-02,        +5.792478686539e-12,        +7.440590886600e-02,        +1.531218044054e-11,        +1.948926073369e-01,        +1.241770784947e-11,        +1.595087161424e-01,        +8.767902932397e-14,        +1.115973959429e-03,        +6.007831378970e-13,        +7.717217071593e-03
 2.41076500e+00,        +7.857879868199e-11,        +7.786091714173e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.199789886317e-13,        +2.799469988362e-03,        +9.275901997855e-13,        +1.191342503835e-02,        +2.199789886317e-13,        +2.799469988362e-03,        +9.275901997855e-13,        +1.191342503835e-02,        +1.330458342554e-13,        +1.693151797775e-03,        +5.637290745115e-13,        +7.240205936507e-03,        +3.709634350359e-11,        +4.720909981549e-01,        +3.911809028675e-11,        +5.024098318229e-01,        +1.524375885453e-11,        +1.939932794878e-01,        +1.244290853770e-11,        +1.598094267892e-01,        +5.456722482310e-12,        +6.944268140818e-02,        +5.993383402762e-12,        +7.697550482037e-02,        +5.025628150191e-12,        +6.395654087981e-02,        +5.793840555643e-12,        +7.441269340684e-02,        +1.531562316905e-11,        +1.949078304319e-01,        +1.242045284746e-11,        +1.595210190608e-01,        +8.769769941993e-14,        +1.116047851213e-03,        +6.009222371183e-13,        +7.717893125051e-03
 2.41077000e+00,        +7.859032965757e-11,        +7.787212478863e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.200365906407e-13,        +2.799792183077e-03,        +9.277991363526e-13,        +1.191439348638e-02,        +2.200365906407e-13,        +2.799792183077e-03,        +9.277991363526e-13,        +1.191439348638e-02,        +1.330783505240e-13,        +1.693317118070e-03,        +5.638569558763e-13,        +7.240806095978e-03,        +3.709840049587e-11,        +4.720479053531e-01,        +3.912048968034e-11,        +5.023683350946e-01,        +1.524715795599e-11,        +1.940080671811e-01,        +1.244566538097e-11,        +1.598218286036e-01,        +5.458096074243e-12,        +6.944997047378e-02,        +5.994850551084e-12,        +7.698326669981e-02,        +5.026776702359e-12,        +6.396177143245e-02,        +5.795202894735e-12,        +7.441947822106e-02,        +1.531906711209e-11,        +1.949230545136e-01,        +1.242319880434e-11,        +1.595333225857e-01,        +8.771637586030e-14,        +1.116121744781e-03,        +6.010613849333e-13,        +7.718569212858e-03
 2.41077500e+00,        +7.860186466754e-11,        +7.788333642395e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.200942139467e-13,        +2.800114410487e-03,        +9.280081459576e-13,        +1.191536198329e-02,        +2.200942139467e-13,        +2.800114410487e-03,        +9.280081459576e-13,        +1.191536198329e-02,        +1.331108785156e-13,        +1.693482452085e-03,        +5.639848819097e-13,        +7.241406285418e-03,        +3.710045817048e-11,        +4.720048096493e-01,        +3.912288993996e-11,        +5.023268357046e-01,        +1.525055823290e-11,        +1.940228555316e-01,        +1.244842319225e-11,        +1.598342310926e-01,        +5.459470222055e-12,        +6.945726090783e-02,        +5.996318257931e-12,        +7.699102957391e-02,        +5.027925620772e-12,        +6.396700182671e-02,        +5.796565704014e-12,        +7.442626330825e-02,        +1.532251227022e-11,        +1.949382795819e-01,        +1.242594572056e-11,        +1.595456267169e-01,        +8.773505864807e-14,        +1.116195640131e-03,        +6.012005813651e-13,        +7.719245335003e-03
 2.41078000e+00,        +7.861340371379e-11,        +7.789455204958e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.201518585601e-13,        +2.800436670592e-03,        +9.282172286345e-13,        +1.191633052904e-02,        +2.201518585601e-13,        +2.800436670592e-03,        +9.282172286345e-13,        +1.191633052904e-02,        +1.331434182360e-13,        +1.693647799817e-03,        +5.641128526326e-13,        +7.242006504813e-03,        +3.710251652774e-11,        +4.719617110439e-01,        +3.912529106602e-11,        +5.022853336536e-01,        +1.525395968581e-11,        +1.940376445389e-01,        +1.245118197201e-11,        +1.598466342561e-01,        +5.460844926082e-12,        +6.946455271118e-02,        +5.997786523604e-12,        +7.699879344305e-02,        +5.029074905541e-12,        +6.397223206172e-02,        +5.797928983675e-12,        +7.443304866796e-02,        +1.532595864403e-11,        +1.949535056366e-01,        +1.242869359657e-11,        +1.595579314541e-01,        +8.775374778619e-14,        +1.116269537262e-03,        +6.013398264364e-13,        +7.719921491475e-03
 2.41078500e+00,        +7.862494679823e-11,        +7.790577166741e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.202095244914e-13,        +2.800758963392e-03,        +9.284263844178e-13,        +1.191729912363e-02,        +2.202095244914e-13,        +2.800758963392e-03,        +9.284263844178e-13,        +1.191729912363e-02,        +1.331759696907e-13,        +1.693813161266e-03,        +5.642408680660e-13,        +7.242606754155e-03,        +3.710457556797e-11,        +4.719186095374e-01,        +3.912769305891e-11,        +5.022438289419e-01,        +1.525736231525e-11,        +1.940524342026e-01,        +1.245394172070e-11,        +1.598590380938e-01,        +5.462220186664e-12,        +6.947184588476e-02,        +5.999255348406e-12,        +7.700655830762e-02,        +5.030224556775e-12,        +6.397746213658e-02,        +5.799292733914e-12,        +7.443983429973e-02,        +1.532940623411e-11,        +1.949687326778e-01,        +1.243144243282e-11,        +1.595702367969e-01,        +8.777244327765e-14,        +1.116343436173e-03,        +6.014791201703e-13,        +7.720597682263e-03
 2.41079000e+00,        +7.863649392275e-11,        +7.791699527931e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.202672117508e-13,        +2.801081288888e-03,        +9.286356133413e-13,        +1.191826776703e-02,        +2.202672117508e-13,        +2.801081288888e-03,        +9.286356133413e-13,        +1.191826776703e-02,        +1.332085328854e-13,        +1.693978536431e-03,        +5.643689282309e-13,        +7.243207033431e-03,        +3.710663529148e-11,        +4.718755051304e-01,        +3.913009591905e-11,        +5.022023215703e-01,        +1.526076612175e-11,        +1.940672245222e-01,        +1.245670243879e-11,        +1.598714426055e-01,        +5.463596004138e-12,        +6.947914042945e-02,        +6.000724732638e-12,        +7.701432416801e-02,        +5.031374574584e-12,        +6.398269205043e-02,        +5.800656954926e-12,        +7.444662020311e-02,        +1.533285504104e-11,        +1.949839607053e-01,        +1.243419222974e-11,        +1.595825427452e-01,        +8.779114512539e-14,        +1.116417336862e-03,        +6.016184625897e-13,        +7.721273907356e-03
 2.41079500e+00,        +7.864804508927e-11,        +7.792822288719e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.203249203488e-13,        +2.801403647080e-03,        +9.288449154398e-13,        +1.191923645923e-02,        +2.203249203488e-13,        +2.801403647080e-03,        +9.288449154398e-13,        +1.191923645923e-02,        +1.332411078257e-13,        +1.694143925313e-03,        +5.644970331483e-13,        +7.243807342630e-03,        +3.710869569859e-11,        +4.718323978233e-01,        +3.913249964684e-11,        +5.021608115392e-01,        +1.526417110585e-11,        +1.940820154973e-01,        +1.245946412673e-11,        +1.598838477912e-01,        +5.464972378844e-12,        +6.948643634615e-02,        +6.002194676602e-12,        +7.702209102460e-02,        +5.032524959081e-12,        +6.398792180236e-02,        +5.802021646908e-12,        +7.445340637766e-02,        +1.533630506540e-11,        +1.949991897192e-01,        +1.243694298780e-11,        +1.595948492987e-01,        +8.780985333241e-14,        +1.116491239328e-03,        +6.017578537176e-13,        +7.721950166742e-03
 2.41080000e+00,        +7.865960029969e-11,        +7.793945449292e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.203826502958e-13,        +2.801726037968e-03,        +9.290542907470e-13,        +1.192020520020e-02,        +2.203826502958e-13,        +2.801726037968e-03,        +9.290542907470e-13,        +1.192020520020e-02,        +1.332736945173e-13,        +1.694309327908e-03,        +5.646251828391e-13,        +7.244407681740e-03,        +3.711075678961e-11,        +4.717892876167e-01,        +3.913490424268e-11,        +5.021192988493e-01,        +1.526757726809e-11,        +1.940968071274e-01,        +1.246222678498e-11,        +1.598962536505e-01,        +5.466349311116e-12,        +6.949373363568e-02,        +6.003665180599e-12,        +7.702985887776e-02,        +5.033675710379e-12,        +6.399315139158e-02,        +5.803386810058e-12,        +7.446019282294e-02,        +1.533975630779e-11,        +1.950144197192e-01,        +1.243969470744e-11,        +1.596071564571e-01,        +8.782856790167e-14,        +1.116565143569e-03,        +6.018972935770e-13,        +7.722626460411e-03
 2.41080500e+00,        +7.867115955592e-11,        +7.795069009841e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.204404016022e-13,        +2.802048461552e-03,        +9.292637392976e-13,        +1.192117398992e-02,        +2.204404016022e-13,        +2.802048461552e-03,        +9.292637392976e-13,        +1.192117398992e-02,        +1.333062929659e-13,        +1.694474744218e-03,        +5.647533773246e-13,        +7.245008050751e-03,        +3.711281856486e-11,        +4.717461745111e-01,        +3.913730970699e-11,        +5.020777835011e-01,        +1.527098460900e-11,        +1.941115994120e-01,        +1.246499041400e-11,        +1.599086601833e-01,        +5.467726801303e-12,        +6.950103229909e-02,        +6.005136244937e-12,        +7.703762772794e-02,        +5.034826828578e-12,        +6.399838081705e-02,        +5.804752444566e-12,        +7.446697953845e-02,        +1.534320876878e-11,        +1.950296507054e-01,        +1.244244738910e-11,        +1.596194642202e-01,        +8.784728883616e-14,        +1.116639049584e-03,        +6.020367821909e-13,        +7.723302788350e-03
 2.41081000e+00,        +7.868272285986e-11,        +7.796192970554e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.204981742783e-13,        +2.802370917832e-03,        +9.294732611257e-13,        +1.192214282838e-02,        +2.204981742783e-13,        +2.802370917832e-03,        +9.294732611257e-13,        +1.192214282838e-02,        +1.333389031770e-13,        +1.694640174241e-03,        +5.648816166255e-13,        +7.245608449651e-03,        +3.711488102466e-11,        +4.717030585070e-01,        +3.913971604017e-11,        +5.020362654952e-01,        +1.527439312912e-11,        +1.941263923508e-01,        +1.246775501425e-11,        +1.599210673894e-01,        +5.469104849736e-12,        +6.950833233717e-02,        +6.006607869913e-12,        +7.704539757546e-02,        +5.035978313798e-12,        +6.400361007800e-02,        +5.806118550633e-12,        +7.447376652377e-02,        +1.534666244895e-11,        +1.950448826776e-01,        +1.244520103325e-11,        +1.596317725876e-01,        +8.786601613884e-14,        +1.116712957371e-03,        +6.021763195822e-13,        +7.723979150550e-03
 2.41081500e+00,        +7.869429021342e-11,        +7.797317331620e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.205559683347e-13,        +2.802693406809e-03,        +9.296828562657e-13,        +1.192311171556e-02,        +2.205559683347e-13,        +2.802693406809e-03,        +9.296828562657e-13,        +1.192311171556e-02,        +1.333715251564e-13,        +1.694805617977e-03,        +5.650099007632e-13,        +7.246208878429e-03,        +3.711694416932e-11,        +4.716599396050e-01,        +3.914212324261e-11,        +5.019947448321e-01,        +1.527780282899e-11,        +1.941411859431e-01,        +1.247052058618e-11,        +1.599334752686e-01,        +5.470483456756e-12,        +6.951563375080e-02,        +6.008080055832e-12,        +7.705316842073e-02,        +5.037130166149e-12,        +6.400883917356e-02,        +5.807485128455e-12,        +7.448055377847e-02,        +1.535011734891e-11,        +1.950601156358e-01,        +1.244795564032e-11,        +1.596440815591e-01,        +8.788474981271e-14,        +1.116786866930e-03,        +6.023159057741e-13,        +7.724655546999e-03
 2.41082000e+00,        +7.870586161854e-11,        +7.798442093231e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.206137837817e-13,        +2.803015928483e-03,        +9.298925247521e-13,        +1.192408065143e-02,        +2.206137837817e-13,        +2.803015928483e-03,        +9.298925247521e-13,        +1.192408065143e-02,        +1.334041589098e-13,        +1.694971075424e-03,        +5.651382297586e-13,        +7.246809337075e-03,        +3.711900799917e-11,        +4.716168178054e-01,        +3.914453131475e-11,        +5.019532215124e-01,        +1.528121370914e-11,        +1.941559801887e-01,        +1.247328713027e-11,        +1.599458838207e-01,        +5.471862622702e-12,        +6.952293654090e-02,        +6.009552802997e-12,        +7.706094026413e-02,        +5.038282385741e-12,        +6.401406810284e-02,        +5.808852178229e-12,        +7.448734130208e-02,        +1.535357346923e-11,        +1.950753495800e-01,        +1.245071121077e-11,        +1.596563911345e-01,        +8.790348986074e-14,        +1.116860778258e-03,        +6.024555407896e-13,        +7.725331977686e-03
 2.41082500e+00,        +7.871743707709e-11,        +7.799567255573e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.206716206298e-13,        +2.803338482854e-03,        +9.301022666190e-13,        +1.192504963598e-02,        +2.206716206298e-13,        +2.803338482854e-03,        +9.301022666190e-13,        +1.192504963598e-02,        +1.334368044427e-13,        +1.695136546582e-03,        +5.652666036327e-13,        +7.247409825575e-03,        +3.712107251451e-11,        +4.715736931089e-01,        +3.914694025696e-11,        +5.019116955366e-01,        +1.528462577012e-11,        +1.941707750870e-01,        +1.247605464696e-11,        +1.599582930456e-01,        +5.473242347921e-12,        +6.953024070844e-02,        +6.011026111713e-12,        +7.706871310608e-02,        +5.039434972679e-12,        +6.401929686486e-02,        +5.810219700148e-12,        +7.449412909411e-02,        +1.535703081050e-11,        +1.950905845100e-01,        +1.245346774504e-11,        +1.596687013134e-01,        +8.792223628591e-14,        +1.116934691354e-03,        +6.025952246517e-13,        +7.726008442599e-03
 2.41083000e+00,        +7.872901659101e-11,        +7.800692818838e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.207294788894e-13,        +2.803661069921e-03,        +9.303120819010e-13,        +1.192601866919e-02,        +2.207294788894e-13,        +2.803661069921e-03,        +9.303120819010e-13,        +1.192601866919e-02,        +1.334694617608e-13,        +1.695302031450e-03,        +5.653950224068e-13,        +7.248010343920e-03,        +3.712313771568e-11,        +4.715305655160e-01,        +3.914935006968e-11,        +5.018701669054e-01,        +1.528803901246e-11,        +1.941855706376e-01,        +1.247882313672e-11,        +1.599707029430e-01,        +5.474622632753e-12,        +6.953754625430e-02,        +6.012499982285e-12,        +7.707648694697e-02,        +5.040587927074e-12,        +6.402452545876e-02,        +5.811587694409e-12,        +7.450091715411e-02,        +1.536048937330e-11,        +1.951058204258e-01,        +1.245622524359e-11,        +1.596810120956e-01,        +8.794098909121e-14,        +1.117008606218e-03,        +6.027349573835e-13,        +7.726684941727e-03
 2.41083500e+00,        +7.874060016220e-11,        +7.801818783215e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.207873585709e-13,        +2.803983689686e-03,        +9.305219706326e-13,        +1.192698775104e-02,        +2.207873585709e-13,        +2.803983689686e-03,        +9.305219706326e-13,        +1.192698775104e-02,        +1.335021308699e-13,        +1.695467530028e-03,        +5.655234861019e-13,        +7.248610892098e-03,        +3.712520360297e-11,        +4.714874350271e-01,        +3.915176075330e-11,        +5.018286356193e-01,        +1.529145343670e-11,        +1.942003668400e-01,        +1.248159260001e-11,        +1.599831135128e-01,        +5.476003477533e-12,        +6.954485317933e-02,        +6.013974415013e-12,        +7.708426178716e-02,        +5.041741249042e-12,        +6.402975388371e-02,        +5.812956161211e-12,        +7.450770548167e-02,        +1.536394915823e-11,        +1.951210573273e-01,        +1.245898370687e-11,        +1.596933234809e-01,        +8.795974827963e-14,        +1.117082522846e-03,        +6.028747390081e-13,        +7.727361475060e-03
 2.41084000e+00,        +7.875218779260e-11,        +7.802945148894e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.208452596849e-13,        +2.804306342149e-03,        +9.307319328480e-13,        +1.192795688151e-02,        +2.208452596849e-13,        +2.804306342149e-03,        +9.307319328480e-13,        +1.192795688151e-02,        +1.335348117756e-13,        +1.695633042314e-03,        +5.656519947391e-13,        +7.249211470098e-03,        +3.712727017673e-11,        +4.714443016428e-01,        +3.915417230823e-11,        +5.017871016789e-01,        +1.529486904338e-11,        +1.942151636938e-01,        +1.248436303729e-11,        +1.599955247547e-01,        +5.477384882606e-12,        +6.955216148447e-02,        +6.015449410205e-12,        +7.709203762706e-02,        +5.042894938690e-12,        +6.403498213880e-02,        +5.814325100751e-12,        +7.451449407631e-02,        +1.536741016588e-11,        +1.951362952144e-01,        +1.246174313533e-11,        +1.597056354689e-01,        +8.797851385417e-14,        +1.117156441239e-03,        +6.030145695487e-13,        +7.728038042586e-03
 2.41084500e+00,        +7.876377948409e-11,        +7.804071916065e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.209031822417e-13,        +2.804629027310e-03,        +9.309419685816e-13,        +1.192892606058e-02,        +2.209031822417e-13,        +2.804629027310e-03,        +9.309419685816e-13,        +1.192892606058e-02,        +1.335675044836e-13,        +1.695798568308e-03,        +5.657805483395e-13,        +7.249812077907e-03,        +3.712933743725e-11,        +4.714011653637e-01,        +3.915658473488e-11,        +5.017455650847e-01,        +1.529828583304e-11,        +1.942299611984e-01,        +1.248713444902e-11,        +1.600079366685e-01,        +5.478766848314e-12,        +6.955947117064e-02,        +6.016924968163e-12,        +7.709981446707e-02,        +5.044048996127e-12,        +6.404021022310e-02,        +5.815694513221e-12,        +7.452128293756e-02,        +1.537087239682e-11,        +1.951515340871e-01,        +1.246450352942e-11,        +1.597179480594e-01,        +8.799728581780e-14,        +1.117230361394e-03,        +6.031544490282e-13,        +7.728714644294e-03
 2.41085000e+00,        +7.877537523862e-11,        +7.805199084919e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.209611262519e-13,        +2.804951745169e-03,        +9.311520778682e-13,        +1.192989528822e-02,        +2.209611262519e-13,        +2.804951745169e-03,        +9.311520778682e-13,        +1.192989528822e-02,        +1.336002089996e-13,        +1.695964108009e-03,        +5.659091469243e-13,        +7.250412715516e-03,        +3.713140538486e-11,        +4.713580261902e-01,        +3.915899803365e-11,        +5.017040258373e-01,        +1.530170380621e-11,        +1.942447593535e-01,        +1.248990683567e-11,        +1.600203492542e-01,        +5.480149374998e-12,        +6.956678223872e-02,        +6.018401089193e-12,        +7.710759230757e-02,        +5.045203421465e-12,        +6.404543813574e-02,        +5.817064398823e-12,        +7.452807206497e-02,        +1.537433585166e-11,        +1.951667739454e-01,        +1.246726488959e-11,        +1.597302612521e-01,        +8.801606417351e-14,        +1.117304283311e-03,        +6.032943774698e-13,        +7.729391280172e-03
 2.41085500e+00,        +7.878697505809e-11,        +7.806326655645e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.210190917258e-13,        +2.805274495725e-03,        +9.313622607421e-13,        +1.193086456443e-02,        +2.210190917258e-13,        +2.805274495725e-03,        +9.313622607421e-13,        +1.193086456443e-02,        +1.336329253292e-13,        +1.696129661416e-03,        +5.660377905148e-13,        +7.251013382913e-03,        +3.713347401989e-11,        +4.713148841227e-01,        +3.916141220496e-11,        +5.016624839372e-01,        +1.530512296344e-11,        +1.942595581587e-01,        +1.249268019769e-11,        +1.600327625114e-01,        +5.481532463003e-12,        +6.957409468966e-02,        +6.019877773602e-12,        +7.711537114897e-02,        +5.046358214813e-12,        +6.405066587583e-02,        +5.818434757750e-12,        +7.453486145808e-02,        +1.537780053097e-11,        +1.951820147890e-01,        +1.247002721629e-11,        +1.597425750468e-01,        +8.803484892432e-14,        +1.117378206987e-03,        +6.034343548968e-13,        +7.730067950211e-03
 2.41086000e+00,        +7.879857894443e-11,        +7.807454628434e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.210770786740e-13,        +2.805597278980e-03,        +9.315725172379e-13,        +1.193183388918e-02,        +2.210770786740e-13,        +2.805597278980e-03,        +9.315725172379e-13,        +1.193183388918e-02,        +1.336656534782e-13,        +1.696295228528e-03,        +5.661664791319e-13,        +7.251614080087e-03,        +3.713554334263e-11,        +4.712717391620e-01,        +3.916382724922e-11,        +5.016209393851e-01,        +1.530854330527e-11,        +1.942743576133e-01,        +1.249545453555e-11,        +1.600451764400e-01,        +5.482916112670e-12,        +6.958140852434e-02,        +6.021355021692e-12,        +7.712315099165e-02,        +5.047513376281e-12,        +6.405589344245e-02,        +5.819805590201e-12,        +7.454165111644e-02,        +1.538126643535e-11,        +1.951972566180e-01,        +1.247279050998e-11,        +1.597548894431e-01,        +8.805364007321e-14,        +1.117452132421e-03,        +6.035743813321e-13,        +7.730744654397e-03
 2.41086500e+00,        +7.881018689956e-11,        +7.808583003476e-11,        +0.000000000000e+00,        +0.000000000000e+00,        +2.211350871070e-13,        +2.805920094934e-03,        +9.317828473901e-13,        +1.193280326245e-02,        +2.211350871070e-13,        +2.805920094934e-03,        +9.317828473901e-13,        +1.193280326245e-02,        +1.336983934523e-13,        +1.696460809345e-03,        +5.662952127969e-13,        +7.252214807025e-03,        +3.713761335343e-11,        +4.712285913084e-01,        +3.916624316682e-11,        +5.015793921815e-01,        +1.531196483223e-11,        +1.942891577170e-01,        +1.249822984971e-11,        +1.600575910398e-01,        +5.484300324345e-12,        +6.958872374373e-02,        +6.022832833771e-12,        +7.713093183603e-02,        +5.048668905976e-12,        +6.406112083468e-02,        +5.821176896371e-12,        +7.454844103955e-02,        +1.538473356539e-11,        +1.952124994323e-01,        +1.247555477110e-11,        +1.597672044409e-01,        +8.807243762318e-14,        +1.117526059612e-03,        +6.037144567990e-13,        +7.731421392720e-03
