        f (GHz),                 E_elec (J),                  E_mag (J),                  E_cap (J),                  E_ind (J),              E_elec[1] (J),                  p_elec[1],               E_mag[1] (J),                   p_mag[1],             E_elec[10] (J),                 p_elec[10],              E_mag[10] (J),                  p_mag[10],             E_elec[11] (J),                 p_elec[11],              E_mag[11] (J),                  p_mag[11],             E_elec[12] (J),                 p_elec[12],              E_mag[12] (J),                  p_mag[12],             E_elec[13] (J),                 p_elec[13],              E_mag[13] (J),                  p_mag[13],             E_elec[14] (J),                 p_elec[14],              E_mag[14] (J),                  p_mag[14],             E_elec[15] (J),                 p_elec[15],              E_mag[15] (J),                  p_mag[15],             E_elec[16] (J),                 p_elec[16],              E_mag[16] (J),                  p_mag[16],             E_elec[17] (J),                 p_elec[17],              E_mag[17] (J),                  p_mag[17]
 2.45250500e+00,        +4.877527485183e-08,        +4.872663485862e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +2.000609697897e-10,        +4.101688209804e-03,        +1.124188832400e-09,        +2.307134148833e-02,        +2.000609697897e-10,        +4.101688209804e-03,        +1.124188832400e-09,        +2.307134148833e-02,        +1.129025475950e-10,        +2.314749592657e-03,        +6.016929476633e-10,        +1.234833781173e-02,        +1.001652405154e-08,        +2.053606890370e-01,        +1.158644977095e-08,        +2.377847311756e-01,        +1.338633522809e-08,        +2.744492013372e-01,        +1.138944414954e-08,        +2.337416524368e-01,        +5.812665381152e-09,        +1.191723757336e-01,        +6.062884217566e-09,        +1.244264914899e-01,        +5.812413145850e-09,        +1.191672043573e-01,        +6.063351268102e-09,        +1.244360766077e-01,        +1.338401171805e-08,        +2.744015642908e-01,        +1.138767094902e-08,        +2.337052616512e-01,        +5.036180975848e-11,        +1.032527441649e-03,        +5.109527233843e-10,        +1.048610733876e-02
 2.45251000e+00,        +4.909700746015e-08,        +4.904823148209e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +2.015527113756e-10,        +4.105193407951e-03,        +1.131122947206e-09,        +2.306144203423e-02,        +2.015527113756e-10,        +4.105193407951e-03,        +1.131122947206e-09,        +2.306144203423e-02,        +1.137215264078e-10,        +2.316261871971e-03,        +6.055354656271e-10,        +1.234571456156e-02,        +1.007851444004e-08,        +2.052775711069e-01,        +1.166116392173e-08,        +2.377489171243e-01,        +1.347714880166e-08,        +2.745004125271e-01,        +1.146558614497e-08,        +2.337614588440e-01,        +5.850393476468e-09,        +1.191598791681e-01,        +6.103045259720e-09,        +1.244294661663e-01,        +5.850136948447e-09,        +1.191546542464e-01,        +6.103512983481e-09,        +1.244390021628e-01,        +1.347480415160e-08,        +2.744526570696e-01,        +1.146379486612e-08,        +2.337249380807e-01,        +5.073540415565e-11,        +1.033370602003e-03,        +5.144698932374e-10,        +1.048906102609e-02
 2.45251500e+00,        +4.942174761142e-08,        +4.937283524649e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +2.030583663982e-10,        +4.108684460022e-03,        +1.138122081204e-09,        +2.305158444967e-02,        +2.030583663982e-10,        +4.108684460022e-03,        +1.138122081204e-09,        +2.305158444967e-02,        +1.145481416963e-10,        +2.317767930770e-03,        +6.094139530706e-10,        +1.234310223483e-02,        +1.014108031723e-08,        +2.051946927689e-01,        +1.173657233337e-08,        +2.377131528861e-01,        +1.356880876860e-08,        +2.745513751413e-01,        +1.154243813912e-08,        +2.337811487126e-01,        +5.888478861708e-09,        +1.191475240416e-01,        +6.143585961387e-09,        +1.244325129541e-01,        +5.888217901221e-09,        +1.191422437652e-01,        +6.144054312066e-09,        +1.244419989533e-01,        +1.356644278904e-08,        +2.745035018937e-01,        +1.154062859095e-08,        +2.337444980288e-01,        +5.111246552924e-11,        +1.034209998625e-03,        +5.180198753235e-10,        +1.049200178068e-02
 2.45252000e+00,        +4.974952826354e-08,        +4.970047911276e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +2.045780922461e-10,        +4.112161449298e-03,        +1.145186933289e-09,        +2.304176848459e-02,        +2.045780922461e-10,        +4.112161449298e-03,        +1.145186933289e-09,        +2.304176848459e-02,        +1.153824792470e-10,        +2.319267805632e-03,        +6.133288005440e-10,        +1.234050076565e-02,        +1.020422789202e-08,        +2.051120532836e-01,        +1.181268258430e-08,        +2.376774388332e-01,        +1.366132447779e-08,        +2.746020908062e-01,        +1.162000794475e-08,        +2.338007228942e-01,        +5.926925423106e-09,        +1.191353090166e-01,        +6.184510475807e-09,        +1.244356309277e-01,        +5.926659888946e-09,        +1.191299715959e-01,        +6.184979406636e-09,        +1.244450660647e-01,        +1.365893697718e-08,        +2.745541003891e-01,        +1.161817993418e-08,        +2.337639423519e-01,        +5.149303300343e-11,        +1.035045653713e-03,        +5.216030332476e-10,        +1.049492967793e-02
 2.45252500e+00,        +5.008038273871e-08,        +5.003119640631e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +2.061120480523e-10,        +4.115624457737e-03,        +1.152318210083e-09,        +2.303199389286e-02,        +2.061120480523e-10,        +4.115624457737e-03,        +1.152318210083e-09,        +2.303199389286e-02,        +1.162246257959e-10,        +2.320761532560e-03,        +6.172804029147e-10,        +1.233791008917e-02,        +1.026796344140e-08,        +2.050296519293e-01,        +1.188950233625e-08,        +2.376417753374e-01,        +1.375470538125e-08,        +2.746525611238e-01,        +1.169830346101e-08,        +2.338201822320e-01,        +5.965737090986e-09,        +1.191232327858e-01,        +6.225823002955e-09,        +1.244388191798e-01,        +5.965466839206e-09,        +1.191178364257e-01,        +6.226292466028e-09,        +1.244482025867e-01,        +1.375229616589e-08,        +2.746044541560e-01,        +1.169645679244e-08,        +2.337832718900e-01,        +5.187714613370e-11,        +1.035877589122e-03,        +5.252197346352e-10,        +1.049784479207e-02
 2.45253000e+00,        +5.041434476708e-08,        +5.036502086066e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +2.076603949697e-10,        +4.119073567834e-03,        +1.159516626657e-09,        +2.302226042684e-02,        +2.076603949697e-10,        +4.119073567834e-03,        +1.159516626657e-09,        +2.302226042684e-02,        +1.170746691714e-10,        +2.322249147783e-03,        +6.212691598308e-10,        +1.233533014013e-02,        +1.033229331700e-08,        +2.049474879567e-01,        +1.196703934356e-08,        +2.376061627506e-01,        +1.384896104758e-08,        +2.747027876999e-01,        +1.177733268379e-08,        +2.338395275637e-01,        +6.004917843206e-09,        +1.191112940364e-01,        +6.267527794293e-09,        +1.244420768063e-01,        +6.004642728498e-09,        +1.191058369645e-01,        +6.267997741307e-09,        +1.244514076277e-01,        +1.384652992168e-08,        +2.746545648000e-01,        +1.177546715955e-08,        +2.338024874869e-01,        +5.226484497622e-11,        +1.036705826837e-03,        +5.288703516686e-10,        +1.050074719778e-02
 2.45253500e+00,        +5.075144845474e-08,        +5.070198658541e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +2.092232959753e-10,        +4.122508861239e-03,        +1.166782905989e-09,        +2.301256784136e-02,        +2.092232959753e-10,        +4.122508861239e-03,        +1.166782905989e-09,        +2.301256784136e-02,        +1.179326981924e-10,        +2.323730687167e-03,        +6.252954753774e-10,        +1.233276085394e-02,        +1.039722394012e-08,        +2.048655606231e-01,        +1.204530144629e-08,        +2.375706014201e-01,        +1.394410115220e-08,        +2.747527721231e-01,        +1.185710369822e-08,        +2.338587597203e-01,        +6.044471702773e-09,        +1.190994914788e-01,        +6.309629149397e-09,        +1.244454029186e-01,        +6.044191577643e-09,        +1.190939719294e-01,        +6.310099531210e-09,        +1.244546803029e-01,        +1.394164791780e-08,        +2.747044339086e-01,        +1.185521911824e-08,        +2.338215899739e-01,        +5.265617003845e-11,        +1.037530388624e-03,        +5.325552607002e-10,        +1.050363696900e-02
 2.45254000e+00,        +5.109172830171e-08,        +5.104212808429e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +2.108009159262e-10,        +4.125930418352e-03,        +1.174117779426e-09,        +2.300291589501e-02,        +2.108009159262e-10,        +4.125930418352e-03,        +1.174117779426e-09,        +2.300291589501e-02,        +1.187988027018e-10,        +2.325206186024e-03,        +6.293597583120e-10,        +1.233020216697e-02,        +1.046276180577e-08,        +2.047838692006e-01,        +1.212429657459e-08,        +2.375350916907e-01,        +1.404013548202e-08,        +2.748025159592e-01,        +1.193762468260e-08,        +2.338778795212e-01,        +6.084402739677e-09,        +1.190878238400e-01,        +6.352131417969e-09,        +1.244487966387e-01,        +6.084117454375e-09,        +1.190822400536e-01,        +6.352602184570e-09,        +1.244580197377e-01,        +1.403765993895e-08,        +2.747540630463e-01,        +1.193572084440e-08,        +2.338405801712e-01,        +5.305116229255e-11,        +1.038351295914e-03,        +5.362748424203e-10,        +1.050651417854e-02
 2.45254500e+00,        +5.143521920836e-08,        +5.138548026154e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +2.123934216769e-10,        +4.129338320043e-03,        +1.181521986569e-09,        +2.299330434503e-02,        +2.123934216769e-10,        +4.129338320043e-03,        +1.181521986569e-09,        +2.299330434503e-02,        +1.196730736211e-10,        +2.326675679875e-03,        +6.334624220728e-10,        +1.232765401527e-02,        +1.052891348188e-08,        +2.047024129368e-01,        +1.220403274938e-08,        +2.374996338900e-01,        +1.413707393852e-08,        +2.748520207768e-01,        +1.201890391039e-08,        +2.338968877826e-01,        +6.124715070884e-09,        +1.190762898487e-01,        +6.395039000483e-09,        +1.244522570955e-01,        +6.124424474115e-09,        +1.190706400862e-01,        +6.395510101373e-09,        +1.244614250723e-01,        +1.413457588446e-08,        +2.748034537814e-01,        +1.201698060927e-08,        +2.338594588998e-01,        +5.344986320581e-11,        +1.039168570261e-03,        +5.400294820065e-10,        +1.050937889960e-02
 2.45255000e+00,        +5.178195646057e-08,        +5.173207840705e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +2.140009819085e-10,        +4.132732645424e-03,        +1.188996275255e-09,        +2.298373295385e-02,        +2.140009819085e-10,        +4.132732645424e-03,        +1.188996275255e-09,        +2.298373295385e-02,        +1.205556028681e-10,        +2.328139203467e-03,        +6.376038846822e-10,        +1.232511633624e-02,        +1.059568560881e-08,        +2.046211911069e-01,        +1.228451807983e-08,        +2.374642283491e-01,        +1.423492653207e-08,        +2.749012881140e-01,        +1.210094974623e-08,        +2.339157853086e-01,        +6.165412859905e-09,        +1.190648882608e-01,        +6.438356346759e-09,        +1.244557834328e-01,        +6.165116797883e-09,        +1.190591707862e-01,        +6.438827730453e-09,        +1.244648954521e-01,        +1.423240576243e-08,        +2.748526076504e-01,        +1.209900677497e-08,        +2.338782269634e-01,        +5.385231469635e-11,        +1.039982232756e-03,        +5.438195688706e-10,        +1.051223120385e-02
 2.45255500e+00,        +5.213197576870e-08,        +5.208195823544e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +2.156237674012e-10,        +4.136113473963e-03,        +1.196541402125e-09,        +2.297420148291e-02,        +2.156237674012e-10,        +4.136113473963e-03,        +1.196541402125e-09,        +2.297420148291e-02,        +1.214464834960e-10,        +2.329596791705e-03,        +6.417845691402e-10,        +1.232258906700e-02,        +1.066308490467e-08,        +2.045402029645e-01,        +1.236576077156e-08,        +2.374288753825e-01,        +1.433370339429e-08,        +2.749503195100e-01,        +1.218377065561e-08,        +2.339345729001e-01,        +6.206500320216e-09,        +1.190536178363e-01,        +6.482087960467e-09,        +1.244593748024e-01,        +6.206198637199e-09,        +1.190478309269e-01,        +6.482559574781e-09,        +1.244684300363e-01,        +1.433115970222e-08,        +2.749015261920e-01,        +1.218180780459e-08,        +2.338968851656e-01,        +5.425855920246e-11,        +1.040792304577e-03,        +5.476454971657e-10,        +1.051507116322e-02
 2.45256000e+00,        +5.248531323216e-08,        +5.243515585052e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +2.172619508531e-10,        +4.139480884721e-03,        +1.204158131911e-09,        +2.296470969485e-02,        +2.172619508531e-10,        +4.139480884721e-03,        +1.204158131911e-09,        +2.296470969485e-02,        +1.223458095961e-10,        +2.331048479313e-03,        +6.460049030147e-10,        +1.232007214504e-02,        +1.073111815895e-08,        +2.044594477599e-01,        +1.244776911857e-08,        +2.373935752962e-01,        +1.443341476776e-08,        +2.749991164940e-01,        +1.226737519634e-08,        +2.339532513512e-01,        +6.247981711509e-09,        +1.190424773474e-01,        +6.526238394882e-09,        +1.244630303663e-01,        +6.247674249717e-09,        +1.190366192935e-01,        +6.526710186892e-09,        +1.244720279939e-01,        +1.443084794414e-08,        +2.749502109344e-01,        +1.226539225352e-08,        +2.339154343031e-01,        +5.466863963690e-11,        +1.041598806795e-03,        +5.515076653840e-10,        +1.051789884932e-02
 2.45256500e+00,        +5.284200536083e-08,        +5.279170776676e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +2.189157068908e-10,        +4.142834954804e-03,        +1.211847238162e-09,        +2.295525735815e-02,        +2.189157068908e-10,        +4.142834954804e-03,        +1.211847238162e-09,        +2.295525735815e-02,        +1.232536763131e-10,        +2.332494300158e-03,        +6.502653187666e-10,        +1.231756550933e-02,        +1.079979223864e-08,        +2.043789247757e-01,        +1.253055150900e-08,        +2.373583284020e-01,        +1.453407101075e-08,        +2.750476805622e-01,        +1.235177202329e-08,        +2.339718214433e-01,        +6.289861342913e-09,        +1.190314655919e-01,        +6.570812255693e-09,        +1.244667492994e-01,        +6.289547941818e-09,        +1.190255346834e-01,        +6.571284171363e-09,        +1.244756885001e-01,        +1.453148084412e-08,        +2.749986633719e-01,        +1.234976877397e-08,        +2.339338751557e-01,        +5.508259938826e-11,        +1.042401759966e-03,        +5.554064765105e-10,        +1.052071433196e-02
 2.45257000e+00,        +5.320208907870e-08,        +5.315165091295e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +2.205852122192e-10,        +4.146175761874e-03,        +1.219609502929e-09,        +2.294584423964e-02,        +2.205852122192e-10,        +4.146175761874e-03,        +1.219609502929e-09,        +2.294584423964e-02,        +1.241701799127e-10,        +2.333934288352e-03,        +6.545662536898e-10,        +1.231506909845e-02,        +1.086911408581e-08,        +2.042986332686e-01,        +1.261411642476e-08,        +2.373231349938e-01,        +1.463568260023e-08,        +2.750960132145e-01,        +1.243696988972e-08,        +2.339902839534e-01,        +6.332143571950e-09,        +1.190205813645e-01,        +6.615814201047e-09,        +1.244705307815e-01,        +6.331824069381e-09,        +1.190145759129e-01,        +6.616286185817e-09,        +1.244794107459e-01,        +1.463306887683e-08,        +2.750468850045e-01,        +1.243494611681e-08,        +2.339522085058e-01,        +5.550048236012e-11,        +1.043201184788e-03,        +5.593423381822e-10,        +1.052351768148e-02
 2.45257500e+00,        +5.356560173113e-08,        +5.351502263948e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +2.222706456038e-10,        +4.149503383151e-03,        +1.227445717075e-09,        +2.293647010754e-02,        +2.222706456038e-10,        +4.149503383151e-03,        +1.227445717075e-09,        +2.293647010754e-02,        +1.250954177778e-10,        +2.335368477809e-03,        +6.589081500389e-10,        +1.231258285132e-02,        +1.093909072029e-08,        +2.042185724936e-01,        +1.269847244364e-08,        +2.372879953576e-01,        +1.473826013315e-08,        +2.751441159408e-01,        +1.252297764894e-08,        +2.340086396544e-01,        +6.374832806588e-09,        +1.190098234794e-01,        +6.661248942963e-09,        +1.244743740059e-01,        +6.374507037931e-09,        +1.190037418029e-01,        +6.661720941333e-09,        +1.244831939288e-01,        +1.473562263682e-08,        +2.750948773204e-01,        +1.252093313278e-08,        +2.339704351267e-01,        +5.592233296555e-11,        +1.043997101839e-03,        +5.633156627209e-10,        +1.052630896778e-02
 2.45258000e+00,        +5.393258106756e-08,        +5.388186070099e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +2.239721877696e-10,        +4.152817894790e-03,        +1.235356679966e-09,        +2.292713473317e-02,        +2.239721877696e-10,        +4.152817894790e-03,        +1.235356679966e-09,        +2.292713473317e-02,        +1.260294883545e-10,        +2.336796901980e-03,        +6.632914548382e-10,        +1.231010670769e-02,        +1.100972923673e-08,        +2.041387417178e-01,        +1.278362823553e-08,        +2.372529097774e-01,        +1.484181432121e-08,        +2.751919902111e-01,        +1.260980425003e-08,        +2.340268893089e-01,        +6.417933502884e-09,        +1.189991907646e-01,        +6.707121244935e-09,        +1.244782781752e-01,        +6.417601301111e-09,        +1.189930311897e-01,        +6.707593200480e-09,        +1.244870372555e-01,        +1.483915283341e-08,        +2.751426417886e-01,        +1.260773876828e-08,        +2.339885557822e-01,        +5.634819610169e-11,        +1.044789531417e-03,        +5.673268669254e-10,        +1.052908825985e-02
 2.45258500e+00,        +5.430306526980e-08,        +5.425220328471e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +2.256900215635e-10,        +4.156119372675e-03,        +1.243343199987e-09,        +2.291783788875e-02,        +2.256900215635e-10,        +4.156119372675e-03,        +1.243343199987e-09,        +2.291783788875e-02,        +1.269724912386e-10,        +2.338219594193e-03,        +6.677166201956e-10,        +1.230764060754e-02,        +1.108103680930e-08,        +2.040591402021e-01,        +1.286959256865e-08,        +2.372178785276e-01,        +1.494635599933e-08,        +2.752396374876e-01,        +1.269745874466e-08,        +2.340450336740e-01,        +6.461450168132e-09,        +1.189886820574e-01,        +6.753435925476e-09,        +1.244822425005e-01,        +6.461111363950e-09,        +1.189824429219e-01,        +6.753907780928e-09,        +1.244909399437e-01,        +1.494367029911e-08,        +2.751901798703e-01,        +1.269537207241e-08,        +2.340065712315e-01,        +5.677811719053e-11,        +1.045578493745e-03,        +5.713763724072e-10,        +1.053185562637e-02
 2.45259000e+00,        +5.467709294798e-08,        +5.462608900640e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +2.274243319038e-10,        +4.159407891715e-03,        +1.251406094549e-09,        +2.290857934937e-02,        +2.274243319038e-10,        +4.159407891715e-03,        +1.251406094549e-09,        +2.290857934937e-02,        +1.279245271510e-10,        +2.339636587350e-03,        +6.721841032795e-10,        +1.230518449162e-02,        +1.115302069170e-08,        +2.039797672183e-01,        +1.295637430891e-08,        +2.371829018803e-01,        +1.505189612402e-08,        +2.752870592139e-01,        +1.278595028598e-08,        +2.340630734974e-01,        +6.505387360709e-09,        +1.189782962108e-01,        +6.800197857695e-09,        +1.244862662033e-01,        +6.505041782370e-09,        +1.189719758612e-01,        +6.800669554848e-09,        +1.244949012193e-01,        +1.504918598796e-08,        +2.752374930079e-01,        +1.278384219562e-08,        +2.340244822235e-01,        +5.721214216590e-11,        +1.046364008788e-03,        +5.754646055196e-10,        +1.053461113520e-02
 2.45259500e+00,        +5.505470311885e-08,        +5.500355688871e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +2.291753057617e-10,        +4.162683527092e-03,        +1.259546189385e-09,        +2.289935888935e-02,        +2.291753057617e-10,        +4.162683527092e-03,        +1.259546189385e-09,        +2.289935888935e-02,        +1.288856979182e-10,        +2.341047914471e-03,        +6.766943659962e-10,        +1.230273830046e-02,        +1.122568821106e-08,        +2.039006220199e-01,        +1.304398241410e-08,        +2.371479800932e-01,        +1.515844576845e-08,        +2.753342568342e-01,        +1.287528812395e-08,        +2.340810095246e-01,        +6.549749687032e-09,        +1.189680320843e-01,        +6.847411966554e-09,        +1.244903485134e-01,        +6.549397160467e-09,        +1.189616288790e-01,        +6.847883446342e-09,        +1.244989203189e-01,        +1.515571097069e-08,        +2.752845826445e-01,        +1.287315838519e-08,        +2.340422895058e-01,        +5.765031746926e-11,        +1.047146096580e-03,        +5.795919971919e-10,        +1.053735485443e-02
 2.45260000e+00,        +5.543593523797e-08,        +5.538464639330e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +2.309431322025e-10,        +4.165946352508e-03,        +1.267764319558e-09,        +2.289017628740e-02,        +2.309431322025e-10,        +4.165946352508e-03,        +1.267764319558e-09,        +2.289017628740e-02,        +1.298561065070e-10,        +2.342453607928e-03,        +6.812478754580e-10,        +1.230030197575e-02,        +1.129904677655e-08,        +2.038217038830e-01,        +1.313242594235e-08,        +2.371131134266e-01,        +1.526601612998e-08,        +2.753812317669e-01,        +1.296548161235e-08,        +2.340988424892e-01,        +6.594541805981e-09,        +1.189578885550e-01,        +6.895083232940e-09,        +1.244944886707e-01,        +6.594182154572e-09,        +1.189514008606e-01,        +6.895554435314e-09,        +1.245029964865e-01,        +1.526325644212e-08,        +2.753314501974e-01,        +1.296332999216e-08,        +2.340599938131e-01,        +5.809269005906e-11,        +1.047924776766e-03,        +5.837589831847e-10,        +1.054008685077e-02
 2.45260500e+00,        +5.582082919600e-08,        +5.576939741715e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +2.327280024750e-10,        +4.169196442028e-03,        +1.276061329066e-09,        +2.288103132120e-02,        +2.327280024750e-10,        +4.169196442028e-03,        +1.276061329066e-09,        +2.288103132120e-02,        +1.308358570621e-10,        +2.343853700250e-03,        +6.858451038559e-10,        +1.229787545893e-02,        +1.137310387628e-08,        +2.037430120635e-01,        +1.322171405024e-08,        +2.370783021258e-01,        +1.537461853060e-08,        +2.754279854320e-01,        +1.305654020844e-08,        +2.341165731231e-01,        +6.639768427859e-09,        +1.189478645067e-01,        +6.943216693184e-09,        +1.244986859235e-01,        +6.639401472568e-09,        +1.189412907009e-01,        +6.943687557186e-09,        +1.245071289770e-01,        +1.537183372173e-08,        +2.753780970854e-01,        +1.305436647104e-08,        +2.340775958791e-01,        +5.853930743395e-11,        +1.048700069080e-03,        +5.879660041446e-10,        +1.054280719131e-02
 2.45261000e+00,        +5.620942532996e-08,        +5.615785030389e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +2.345301099770e-10,        +4.172433868524e-03,        +1.284438071349e-09,        +2.287192377198e-02,        +2.345301099770e-10,        +4.172433868524e-03,        +1.284438071349e-09,        +2.287192377198e-02,        +1.318250548960e-10,        +2.345248223445e-03,        +6.904865286629e-10,        +1.229545869235e-02,        +1.144786708141e-08,        +2.036645458339e-01,        +1.331185599629e-08,        +2.370435464366e-01,        +1.548426441887e-08,        +2.754745192282e-01,        +1.314847347524e-08,        +2.341342021478e-01,        +6.685434316263e-09,        +1.189379588391e-01,        +6.991817440522e-09,        +1.245029395300e-01,        +6.685059875422e-09,        +1.189312973079e-01,        +6.992287904180e-09,        +1.245113170526e-01,        +1.548145425551e-08,        +2.754245247060e-01,        +1.314627738200e-08,        +2.340950964266e-01,        +5.899021762322e-11,        +1.049471992943e-03,        +5.922135056507e-10,        +1.054551594205e-02
 2.45261500e+00,        +5.660176437241e-08,        +5.655004579289e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +2.363496500832e-10,        +4.175658704349e-03,        +1.292895408000e-09,        +2.286285342252e-02,        +2.363496500832e-10,        +4.175658704349e-03,        +1.292895408000e-09,        +2.286285342252e-02,        +1.328238063878e-10,        +2.346637209291e-03,        +6.951726319767e-10,        +1.229305161879e-02,        +1.152334403489e-08,        +2.035863044669e-01,        +1.340286112845e-08,        +2.370088465983e-01,        +1.559496535651e-08,        +2.755208345433e-01,        +1.324129106975e-08,        +2.341517302788e-01,        +6.731544281740e-09,        +1.189281704621e-01,        +7.040890618719e-09,        +1.245072487563e-01,        +6.731162171063e-09,        +1.189214196006e-01,        +7.041360619054e-09,        +1.245155599846e-01,        +1.559212960260e-08,        +2.754707344458e-01,        +1.323907237923e-08,        +2.341124961722e-01,        +5.944546914381e-11,        +1.050240567638e-03,        +5.965019377110e-10,        +1.054821316848e-02
 2.45262000e+00,        +5.699788754331e-08,        +5.694602511123e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +2.381868205803e-10,        +4.178871022182e-03,        +1.301434210722e-09,        +2.285382005469e-02,        +2.381868205803e-10,        +4.178871022182e-03,        +1.301434210722e-09,        +2.285382005469e-02,        +1.338322192213e-10,        +2.348020689707e-03,        +6.999039016108e-10,        +1.229065418076e-02,        +1.159954246892e-08,        +2.035082872169e-01,        +1.349473890542e-08,        +2.369742028361e-01,        +1.570673304443e-08,        +2.755669327656e-01,        +1.333500276478e-08,        +2.341691582290e-01,        +6.778103192508e-09,        +1.189184982927e-01,        +7.090441433560e-09,        +1.245116128775e-01,        +6.777713225239e-09,        +1.189116565081e-01,        +7.090910906673e-09,        +1.245198570545e-01,        +1.570387146130e-08,        +2.755167276922e-01,        +1.333276123268e-08,        +2.341297958311e-01,        +5.990511110976e-11,        +1.051005812527e-03,        +6.008317557807e-10,        +1.055089893644e-02
 2.45262500e+00,        +5.739783648347e-08,        +5.734582990707e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +2.400418212924e-10,        +4.182070893238e-03,        +1.310055360089e-09,        +2.284482345468e-02,        +2.400418212924e-10,        +4.182070893238e-03,        +1.310055360089e-09,        +2.284482345468e-02,        +1.348504021860e-10,        +2.349398695974e-03,        +7.046808303505e-10,        +1.228826632194e-02,        +1.167647019370e-08,        +2.034304933612e-01,        +1.358749888176e-08,        +2.369396153788e-01,        +1.581957930298e-08,        +2.756128152588e-01,        +1.342961843286e-08,        +2.341864867005e-01,        +6.825115967216e-09,        +1.189089412661e-01,        +7.140475144651e-09,        +1.245160311782e-01,        +6.824717953671e-09,        +1.189020069709e-01,        +7.140944025476e-09,        +1.245242075500e-01,        +1.581669164929e-08,        +2.755625058071e-01,        +1.342735381191e-08,        +2.341469961054e-01,        +6.036919313733e-11,        +1.051767746590e-03,        +6.052034199715e-10,        +1.055357331043e-02
 2.45263000e+00,        +5.780165325526e-08,        +5.774950225040e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +2.419148541448e-10,        +4.185258388311e-03,        +1.318759745383e-09,        +2.283586340995e-02,        +2.419148541448e-10,        +4.185258388311e-03,        +1.318759745383e-09,        +2.283586340995e-02,        +1.358784652058e-10,        +2.350771259184e-03,        +7.095039159145e-10,        +1.228588798633e-02,        +1.175413509606e-08,        +2.033529221759e-01,        +1.368115070747e-08,        +2.369050844481e-01,        +1.593351607302e-08,        +2.756584833768e-01,        +1.352514804664e-08,        +2.342037163887e-01,        +6.872587574289e-09,        +1.188994983230e-01,        +7.190997065281e-09,        +1.245205029491e-01,        +6.872181322384e-09,        +1.188924699443e-01,        +7.191465287878e-09,        +1.245286107696e-01,        +1.593060210480e-08,        +2.756080701437e-01,        +1.352286008672e-08,        +2.341640976937e-01,        +6.083776536131e-11,        +1.052526388694e-03,        +6.096173951120e-10,        +1.055623635453e-02
 2.45263500e+00,        +5.820938040517e-08,        +5.815708469564e-08,        +0.000000000000e+00,        +0.000000000000e+00,        +2.438061234664e-10,        +4.188433578392e-03,        +1.327548265908e-09,        +2.282693970743e-02,        +2.438061234664e-10,        +4.188433578392e-03,        +1.327548265908e-09,        +2.282693970743e-02,        +1.369165195034e-10,        +2.352138410518e-03,        +7.143736616940e-10,        +1.228351911779e-02,        +1.183254515127e-08,        +2.032755729215e-01,        +1.377570414241e-08,        +2.368706102532e-01,        +1.604855543377e-08,        +2.757039384729e-01,        +1.362160169390e-08,        +2.342208479876e-01,        +6.920523039800e-09,        +1.188901684166e-01,        +7.242012570580e-09,        +1.245250274920e-01,        +6.920108354525e-09,        +1.188830443883e-01,        +7.242480067855e-09,        +1.245330660187e-01,        +1.604561490432e-08,        +2.756534220539e-01,        +1.361929014185e-08,        +2.341811012902e-01,        +6.131087851077e-11,        +1.053281757751e-03,        +6.140741514457e-10,        +1.055888813305e-02
