        f (GHz),         Re{B_x[1]} (Wb/m²),         Im{B_x[1]} (Wb/m²),         Re{B_y[1]} (Wb/m²),         Im{B_y[1]} (Wb/m²),         Re{B_z[1]} (Wb/m²),         Im{B_z[1]} (Wb/m²),         Re{B_x[2]} (Wb/m²),         Im{B_x[2]} (Wb/m²),         Re{B_y[2]} (Wb/m²),         Im{B_y[2]} (Wb/m²),         Re{B_z[2]} (Wb/m²),         Im{B_z[2]} (Wb/m²),         Re{B_x[3]} (Wb/m²),         Im{B_x[3]} (Wb/m²),         Re{B_y[3]} (Wb/m²),         Im{B_y[3]} (Wb/m²),         Re{B_z[3]} (Wb/m²),         Im{B_z[3]} (Wb/m²),         Re{B_x[4]} (Wb/m²),         Im{B_x[4]} (Wb/m²),         Re{B_y[4]} (Wb/m²),         Im{B_y[4]} (Wb/m²),         Re{B_z[4]} (Wb/m²),         Im{B_z[4]} (Wb/m²)
 2.40000000e+00,        +6.040800313365e-10,        +3.887213121025e-10,        +5.880121964228e-10,        +2.043114060501e-10,        +8.134546654933e-08,        +3.616680083464e-07,        +5.102186049379e-10,        +5.727687111868e-10,        +5.629725290384e-10,        +2.441523643510e-10,        +7.362964255356e-08,        +3.665255925972e-07,        +3.478780275954e-10,        +8.280077644295e-10,        +4.726326292332e-10,        +3.862561249675e-10,        +3.780866315601e-08,        +3.779433755823e-07,        -2.015784965470e-10,        +1.512473868050e-09,        +7.278577442074e-11,        +4.345894132100e-11,        +5.984258402287e-09,        +1.768406005225e-07
 2.40002500e+00,        +6.047972642231e-10,        +3.887641326535e-10,        +5.885418951198e-10,        +2.042506856025e-10,        +8.141857011794e-08,        +3.618801025657e-07,        +5.108855716446e-10,        +5.729256682098e-10,        +5.634909753229e-10,        +2.441024257867e-10,        +7.369892614544e-08,        +3.667399355691e-07,        +3.484713420690e-10,        +8.283505711885e-10,        +4.731239685802e-10,        +3.862849141000e-10,        +3.785709361655e-08,        +3.781643875419e-07,        -2.015844443684e-10,        +1.512214357085e-09,        +7.289190213230e-11,        +4.336118821011e-11,        +5.995682320676e-09,        +1.769028606757e-07
 2.40005000e+00,        +6.055137763193e-10,        +3.888069098099e-10,        +5.890711275017e-10,        +2.041898541070e-10,        +8.149178881096e-08,        +3.620924448023e-07,        +5.115517912440e-10,        +5.730827342079e-10,        +5.640089700683e-10,        +2.440523613637e-10,        +7.376831549517e-08,        +3.669545278631e-07,        +3.490639141382e-10,        +8.286936585830e-10,        +4.736148954170e-10,        +3.863135388484e-10,        +3.790559908985e-08,        +3.783856563547e-07,        -2.015908630384e-10,        +1.511954070266e-09,        +7.299791505017e-11,        +4.326298525669e-11,        +6.007126840340e-09,        +1.769651921651e-07
 2.40007500e+00,        +6.062295684344e-10,        +3.888496443540e-10,        +5.895998941713e-10,        +2.041289119077e-10,        +8.156512288084e-08,        +3.623050354847e-07,        +5.122172644960e-10,        +5.732399102189e-10,        +5.645265138506e-10,        +2.440021714200e-10,        +7.383781084501e-08,        +3.671693699170e-07,        +3.496557444625e-10,        +8.290370280206e-10,        +4.741054102215e-10,        +3.863419996262e-10,        +3.795417977164e-08,        +3.786071824849e-07,        -2.015977532284e-10,        +1.511693006996e-09,        +7.310381298310e-11,        +4.316433233947e-11,        +6.018592010800e-09,        +1.770275951188e-07
 2.40010000e+00,        +6.069446413757e-10,        +3.888923370653e-10,        +5.901281957307e-10,        +2.040678593440e-10,        +8.163857258076e-08,        +3.625178750426e-07,        +5.128819921598e-10,        +5.733971972854e-10,        +5.650436072436e-10,        +2.439518562923e-10,        +7.390741243789e-08,        +3.673844621693e-07,        +3.502468337000e-10,        +8.293806809039e-10,        +4.745955134705e-10,        +3.863702968488e-10,        +3.800283585820e-08,        +3.788289663980e-07,        -2.016051156127e-10,        +1.511431166672e-09,        +7.320959573941e-11,        +4.306522933570e-11,        +6.030077881733e-09,        +1.770900696649e-07
 2.40012500e+00,        +6.076589959492e-10,        +3.889349887250e-10,        +5.906560327803e-10,        +2.040066967575e-10,        +8.171213816461e-08,        +3.627309639067e-07,        +5.135459749921e-10,        +5.735545964456e-10,        +5.655602508212e-10,        +2.439014163175e-10,        +7.397712051744e-08,        +3.675998050599e-07,        +3.508371825057e-10,        +8.297246186354e-10,        +4.750852056398e-10,        +3.863984309345e-10,        +3.805156754640e-08,        +3.790510085602e-07,        -2.016129508669e-10,        +1.511168548690e-09,        +7.331526312714e-11,        +4.296567612102e-11,        +6.041584502968e-09,        +1.771526159317e-07
 2.40015000e+00,        +6.083726329577e-10,        +3.889776001119e-10,        +5.911834059199e-10,        +2.039454244864e-10,        +8.178581988700e-08,        +3.629443025086e-07,        +5.142092137493e-10,        +5.737121087401e-10,        +5.660764451552e-10,        +2.438508518306e-10,        +7.404693532799e-08,        +3.678153990294e-07,        +3.514267915325e-10,        +8.300688426274e-10,        +4.755744872058e-10,        +3.864264022918e-10,        +3.810037503368e-08,        +3.792733094390e-07,        -2.016212596689e-10,        +1.510905152441e-09,        +7.342081495396e-11,        +4.286567256958e-11,        +6.053111924490e-09,        +1.772152340480e-07
 2.40017500e+00,        +6.090855532039e-10,        +3.890201720046e-10,        +5.917103157476e-10,        +2.038840428696e-10,        +8.185961800329e-08,        +3.631578912809e-07,        +5.148717091830e-10,        +5.738697352083e-10,        +5.665921908169e-10,        +2.438001631651e-10,        +7.411685711456e-08,        +3.680312445196e-07,        +3.520156614345e-10,        +8.304133542746e-10,        +4.760633586411e-10,        +3.864542113392e-10,        +3.814925851805e-08,        +3.794958695028e-07,        -2.016300426988e-10,        +1.510640977316e-09,        +7.352625102719e-11,        +4.276521855369e-11,        +6.064660196440e-09,        +1.772779241430e-07
 2.40020000e+00,        +6.097977574884e-10,        +3.890627051800e-10,        +5.922367628604e-10,        +2.038225522453e-10,        +8.193353276954e-08,        +3.633717306572e-07,        +5.155334620461e-10,        +5.740274768891e-10,        +5.671074883760e-10,        +2.437493506556e-10,        +7.418688612283e-08,        +3.682473419731e-07,        +3.526037928610e-10,        +8.307581549920e-10,        +4.765518204201e-10,        +3.864818584850e-10,        +3.819821819808e-08,        +3.797186892211e-07,        -2.016393006386e-10,        +1.510376022697e-09,        +7.363157115381e-11,        +4.266431394436e-11,        +6.076229369114e-09,        +1.773406863457e-07
 2.40022500e+00,        +6.105092466094e-10,        +3.891052004155e-10,        +5.927627478546e-10,        +2.037609529486e-10,        +8.200756444256e-08,        +3.635858210721e-07,        +5.161944730887e-10,        +5.741853348228e-10,        +5.676223384015e-10,        +2.436984146330e-10,        +7.425702259923e-08,        +3.684636918336e-07,        +3.531911864615e-10,        +8.311032461906e-10,        +4.770398730153e-10,        +3.865093441370e-10,        +3.824725427295e-08,        +3.799417690646e-07,        -2.016490341727e-10,        +1.510110287971e-09,        +7.373677514040e-11,        +4.256295861087e-11,        +6.087819492966e-09,        +1.774035207860e-07
